,date,PM2.5,date_utc,url_date,temp,wind
4000,2020-12-14 16:00:00,,2020-12-14 09:00:00,2020/12/14/0900Z,31.8,60° @ 18
4001,2020-12-14 17:00:00,47.0,2020-12-14 10:00:00,2020/12/14/1000Z,31.8,60° @ 18
4002,2020-12-14 18:00:00,47.0,2020-12-14 11:00:00,2020/12/14/1100Z,31.8,60° @ 18
4003,2020-12-14 19:00:00,47.0,2020-12-14 12:00:00,2020/12/14/1200Z,31.8,85° @ 21
4004,2020-12-14 20:00:00,48.0,2020-12-14 13:00:00,2020/12/14/1300Z,29.7,85° @ 21
4005,2020-12-14 21:00:00,48.0,2020-12-14 14:00:00,2020/12/14/1400Z,29.7,85° @ 21
4006,2020-12-14 22:00:00,49.0,2020-12-14 15:00:00,2020/12/14/1500Z,28.9,70° @ 18
4007,2020-12-14 23:00:00,49.0,2020-12-14 16:00:00,2020/12/14/1600Z,28.9,70° @ 18
4008,2020-12-15 00:00:00,50.0,2020-12-14 17:00:00,2020/12/14/1700Z,28.9,70° @ 18
4009,2020-12-15 01:00:00,50.0,2020-12-14 18:00:00,2020/12/14/1800Z,27.9,70° @ 23
4010,2020-12-15 02:00:00,51.0,2020-12-14 19:00:00,2020/12/14/1900Z,27.9,70° @ 23
4011,2020-12-15 03:00:00,51.0,2020-12-14 20:00:00,2020/12/14/2000Z,27.9,70° @ 23
4012,2020-12-15 04:00:00,52.0,2020-12-14 21:00:00,2020/12/14/2100Z,27.3,70° @ 25
4013,2020-12-15 05:00:00,53.0,2020-12-14 22:00:00,2020/12/14/2200Z,27.3,70° @ 25
4014,2020-12-15 06:00:00,53.0,2020-12-14 23:00:00,2020/12/14/2300Z,27.3,70° @ 25
4015,2020-12-15 07:00:00,54.0,2020-12-15 00:00:00,2020/12/15/0000Z,27.1,65° @ 26
4016,2020-12-15 08:00:00,55.0,2020-12-15 01:00:00,2020/12/15/0100Z,27.1,65° @ 26
4017,2020-12-15 09:00:00,55.0,2020-12-15 02:00:00,2020/12/15/0200Z,27.1,65° @ 26
4018,2020-12-15 10:00:00,55.0,2020-12-15 03:00:00,2020/12/15/0300Z,30.4,75° @ 26
4019,2020-12-15 11:00:00,54.0,2020-12-15 04:00:00,2020/12/15/0400Z,30.4,75° @ 26
4020,2020-12-15 12:00:00,53.0,2020-12-15 05:00:00,2020/12/15/0500Z,30.4,75° @ 26
4021,2020-12-15 13:00:00,52.0,2020-12-15 06:00:00,2020/12/15/0600Z,32.4,80° @ 18
4022,2020-12-15 14:00:00,51.0,2020-12-15 07:00:00,2020/12/15/0700Z,32.4,80° @ 18
4023,2020-12-15 15:00:00,51.0,2020-12-15 08:00:00,2020/12/15/0800Z,32.4,80° @ 18
4024,2020-12-15 16:00:00,50.0,2020-12-15 09:00:00,2020/12/15/0900Z,32.2,70° @ 16
4025,2020-12-15 17:00:00,49.0,2020-12-15 10:00:00,2020/12/15/1000Z,32.2,70° @ 16
4026,2020-12-15 18:00:00,48.0,2020-12-15 11:00:00,2020/12/15/1100Z,32.2,70° @ 16
4027,2020-12-15 19:00:00,47.0,2020-12-15 12:00:00,2020/12/15/1200Z,29.5,70° @ 21
4028,2020-12-15 20:00:00,46.0,2020-12-15 13:00:00,2020/12/15/1300Z,29.5,70° @ 21
4029,2020-12-15 21:00:00,46.0,2020-12-15 14:00:00,2020/12/15/1400Z,29.5,70° @ 21
4030,2020-12-15 22:00:00,45.0,2020-12-15 15:00:00,2020/12/15/1500Z,28.9,70° @ 21
4031,2020-12-15 23:00:00,44.0,2020-12-15 16:00:00,2020/12/15/1600Z,28.9,70° @ 21
4032,2020-12-16 00:00:00,43.0,2020-12-15 17:00:00,2020/12/15/1700Z,28.9,70° @ 21
4033,2020-12-16 01:00:00,43.0,2020-12-15 18:00:00,2020/12/15/1800Z,27.9,60° @ 23
4034,2020-12-16 02:00:00,42.0,2020-12-15 19:00:00,2020/12/15/1900Z,27.9,60° @ 23
4035,2020-12-16 03:00:00,41.0,2020-12-15 20:00:00,2020/12/15/2000Z,27.9,60° @ 23
4036,2020-12-16 04:00:00,39.0,2020-12-15 21:00:00,2020/12/15/2100Z,26.9,65° @ 22
4037,2020-12-16 05:00:00,38.0,2020-12-15 22:00:00,2020/12/15/2200Z,26.9,65° @ 22
4038,2020-12-16 06:00:00,37.0,2020-12-15 23:00:00,2020/12/15/2300Z,26.9,65° @ 22
4039,2020-12-16 07:00:00,35.0,2020-12-16 00:00:00,2020/12/16/0000Z,26.9,70° @ 27
4040,2020-12-16 08:00:00,34.0,2020-12-16 01:00:00,2020/12/16/0100Z,26.9,70° @ 27
4041,2020-12-16 09:00:00,33.0,2020-12-16 02:00:00,2020/12/16/0200Z,26.9,70° @ 27
4042,2020-12-16 10:00:00,32.0,2020-12-16 03:00:00,2020/12/16/0300Z,29.9,60° @ 25
4043,2020-12-16 11:00:00,31.0,2020-12-16 04:00:00,2020/12/16/0400Z,29.9,60° @ 25
4044,2020-12-16 12:00:00,31.0,2020-12-16 05:00:00,2020/12/16/0500Z,29.9,60° @ 25
4045,2020-12-16 13:00:00,,2020-12-16 06:00:00,2020/12/16/0600Z,32.0,70° @ 19
4046,2020-12-16 14:00:00,31.0,2020-12-16 07:00:00,2020/12/16/0700Z,32.0,70° @ 19
4047,2020-12-16 15:00:00,31.0,2020-12-16 08:00:00,2020/12/16/0800Z,32.0,70° @ 19
4048,2020-12-16 16:00:00,31.0,2020-12-16 09:00:00,2020/12/16/0900Z,31.4,55° @ 21
4049,2020-12-16 17:00:00,31.0,2020-12-16 10:00:00,2020/12/16/1000Z,31.4,55° @ 21
4050,2020-12-16 18:00:00,31.0,2020-12-16 11:00:00,2020/12/16/1100Z,31.4,55° @ 21
4051,2020-12-16 19:00:00,31.0,2020-12-16 12:00:00,2020/12/16/1200Z,29.4,50° @ 21
4052,2020-12-16 20:00:00,30.0,2020-12-16 13:00:00,2020/12/16/1300Z,29.4,50° @ 21
4053,2020-12-16 21:00:00,30.0,2020-12-16 14:00:00,2020/12/16/1400Z,29.4,50° @ 21
4054,2020-12-16 22:00:00,29.0,2020-12-16 15:00:00,2020/12/16/1500Z,28.1,45° @ 21
4055,2020-12-16 23:00:00,28.0,2020-12-16 16:00:00,2020/12/16/1600Z,28.1,45° @ 21
4056,2020-12-17 00:00:00,27.0,2020-12-16 17:00:00,2020/12/16/1700Z,28.1,45° @ 21
4057,2020-12-17 01:00:00,26.0,2020-12-16 18:00:00,2020/12/16/1800Z,27.2,65° @ 23
4058,2020-12-17 02:00:00,26.0,2020-12-16 19:00:00,2020/12/16/1900Z,27.2,65° @ 23
4059,2020-12-17 03:00:00,25.0,2020-12-16 20:00:00,2020/12/16/2000Z,27.2,65° @ 23
4060,2020-12-17 04:00:00,25.0,2020-12-16 21:00:00,2020/12/16/2100Z,26.3,45° @ 17
4061,2020-12-17 05:00:00,24.0,2020-12-16 22:00:00,2020/12/16/2200Z,26.3,45° @ 17
4062,2020-12-17 06:00:00,23.0,2020-12-16 23:00:00,2020/12/16/2300Z,26.3,45° @ 17
4063,2020-12-17 07:00:00,23.0,2020-12-17 00:00:00,2020/12/17/0000Z,25.6,55° @ 17
4064,2020-12-17 08:00:00,23.0,2020-12-17 01:00:00,2020/12/17/0100Z,25.6,55° @ 17
4065,2020-12-17 09:00:00,22.0,2020-12-17 02:00:00,2020/12/17/0200Z,25.6,55° @ 17
4066,2020-12-17 10:00:00,22.0,2020-12-17 03:00:00,2020/12/17/0300Z,28.3,45° @ 19
4067,2020-12-17 11:00:00,22.0,2020-12-17 04:00:00,2020/12/17/0400Z,28.3,45° @ 19
4068,2020-12-17 12:00:00,23.0,2020-12-17 05:00:00,2020/12/17/0500Z,28.3,45° @ 19
4069,2020-12-17 13:00:00,23.0,2020-12-17 06:00:00,2020/12/17/0600Z,28.3,45° @ 13
4070,2020-12-17 14:00:00,23.0,2020-12-17 07:00:00,2020/12/17/0700Z,31.4,45° @ 13
4071,2020-12-17 15:00:00,23.0,2020-12-17 08:00:00,2020/12/17/0800Z,31.4,45° @ 13
4072,2020-12-17 16:00:00,23.0,2020-12-17 09:00:00,2020/12/17/0900Z,30.5,60° @ 11
4073,2020-12-17 17:00:00,23.0,2020-12-17 10:00:00,2020/12/17/1000Z,30.5,60° @ 11
4074,2020-12-17 18:00:00,23.0,2020-12-17 11:00:00,2020/12/17/1100Z,30.5,60° @ 11
4075,2020-12-17 19:00:00,23.0,2020-12-17 12:00:00,2020/12/17/1200Z,28.6,80° @ 13
4076,2020-12-17 20:00:00,23.0,2020-12-17 13:00:00,2020/12/17/1300Z,28.6,80° @ 13
4077,2020-12-17 21:00:00,23.0,2020-12-17 14:00:00,2020/12/17/1400Z,28.6,80° @ 13
