,date,PM2.5,date_utc,url_date,temp,wind
7000,2021-04-18 16:00:00,18.0,2021-04-18 09:00:00,2021/04/18/0900Z,33.3,295° @ 11
7001,2021-04-18 17:00:00,17.0,2021-04-18 10:00:00,2021/04/18/1000Z,33.1,300° @ 12
7002,2021-04-18 18:00:00,17.0,2021-04-18 11:00:00,2021/04/18/1100Z,32.6,300° @ 10
7003,2021-04-18 19:00:00,17.0,2021-04-18 12:00:00,2021/04/18/1200Z,31.6,255° @ 8
7004,2021-04-18 20:00:00,17.0,2021-04-18 13:00:00,2021/04/18/1300Z,30.1,215° @ 7
7005,2021-04-18 21:00:00,17.0,2021-04-18 14:00:00,2021/04/18/1400Z,29.7,185° @ 9
7006,2021-04-18 22:00:00,17.0,2021-04-18 15:00:00,2021/04/18/1500Z,29.3,190° @ 8
7007,2021-04-18 23:00:00,17.0,2021-04-18 16:00:00,2021/04/18/1600Z,29.2,220° @ 7
7008,2021-04-19 00:00:00,17.0,2021-04-18 17:00:00,2021/04/18/1700Z,29.2,220° @ 7
7009,2021-04-19 01:00:00,17.0,2021-04-18 18:00:00,2021/04/18/1800Z,29.3,230° @ 8
7010,2021-04-19 02:00:00,17.0,2021-04-18 19:00:00,2021/04/18/1900Z,28.9,235° @ 8
7011,2021-04-19 03:00:00,17.0,2021-04-18 20:00:00,2021/04/18/2000Z,28.5,245° @ 8
7012,2021-04-19 04:00:00,17.0,2021-04-18 21:00:00,2021/04/18/2100Z,28.0,245° @ 10
7013,2021-04-19 05:00:00,16.0,2021-04-18 22:00:00,2021/04/18/2200Z,27.9,240° @ 11
7014,2021-04-19 06:00:00,16.0,2021-04-18 23:00:00,2021/04/18/2300Z,27.7,225° @ 11
7015,2021-04-19 07:00:00,15.0,2021-04-19 00:00:00,2021/04/19/0000Z,27.9,225° @ 12
7016,2021-04-19 08:00:00,15.0,2021-04-19 01:00:00,2021/04/19/0100Z,28.7,225° @ 12
7017,2021-04-19 09:00:00,15.0,2021-04-19 02:00:00,2021/04/19/0200Z,29.9,225° @ 12
7018,2021-04-19 10:00:00,15.0,2021-04-19 03:00:00,2021/04/19/0300Z,30.9,225° @ 11
7019,2021-04-19 11:00:00,15.0,2021-04-19 04:00:00,2021/04/19/0400Z,31.8,235° @ 11
7020,2021-04-19 12:00:00,15.0,2021-04-19 05:00:00,2021/04/19/0500Z,32.7,240° @ 10
7021,2021-04-19 13:00:00,,2021-04-19 06:00:00,2021/04/19/0600Z,33.3,260° @ 10
7022,2021-04-19 14:00:00,15.0,2021-04-19 07:00:00,2021/04/19/0700Z,33.7,275° @ 11
7023,2021-04-19 15:00:00,15.0,2021-04-19 08:00:00,2021/04/19/0800Z,33.5,285° @ 13
7024,2021-04-19 16:00:00,15.0,2021-04-19 09:00:00,2021/04/19/0900Z,33.1,280° @ 14
7025,2021-04-19 17:00:00,15.0,2021-04-19 10:00:00,2021/04/19/1000Z,32.8,280° @ 11
7026,2021-04-19 18:00:00,15.0,2021-04-19 11:00:00,2021/04/19/1100Z,32.0,190° @ 8
7027,2021-04-19 19:00:00,14.0,2021-04-19 12:00:00,2021/04/19/1200Z,30.2,225° @ 14
7028,2021-04-19 20:00:00,14.0,2021-04-19 13:00:00,2021/04/19/1300Z,28.8,250° @ 11
7029,2021-04-19 21:00:00,14.0,2021-04-19 14:00:00,2021/04/19/1400Z,27.6,280° @ 19
