,date,PM2.5,date_utc,url_date,temp,wind,dir
1171,2020-08-18 19:00:00,32.0,2020-08-18 12:00:00,2020/08/18/1200Z,30.6,21,265
1172,2020-08-18 20:00:00,34.0,2020-08-18 13:00:00,2020/08/18/1300Z,30.6,21,265
1173,2020-08-18 21:00:00,21.0,2020-08-18 14:00:00,2020/08/18/1400Z,30.6,21,265
1174,2020-08-18 22:00:00,21.0,2020-08-18 15:00:00,2020/08/18/1500Z,29.2,16,255
1175,2020-08-18 23:00:00,22.0,2020-08-18 16:00:00,2020/08/18/1600Z,29.2,16,255
1176,2020-08-19 00:00:00,19.0,2020-08-18 17:00:00,2020/08/18/1700Z,29.2,16,255
1177,2020-08-19 01:00:00,19.0,2020-08-18 18:00:00,2020/08/18/1800Z,28.5,20,290
1178,2020-08-19 02:00:00,18.0,2020-08-18 19:00:00,2020/08/18/1900Z,28.5,20,290
1179,2020-08-19 03:00:00,14.0,2020-08-18 20:00:00,2020/08/18/2000Z,28.5,20,290
1180,2020-08-19 04:00:00,14.0,2020-08-18 21:00:00,2020/08/18/2100Z,26.5,21,280
1181,2020-08-19 05:00:00,18.0,2020-08-18 22:00:00,2020/08/18/2200Z,26.5,21,280
1182,2020-08-19 06:00:00,33.0,2020-08-18 23:00:00,2020/08/18/2300Z,26.5,21,280
1183,2020-08-19 07:00:00,30.0,2020-08-19 00:00:00,2020/08/19/0000Z,26.9,25,280
1184,2020-08-19 08:00:00,28.0,2020-08-19 01:00:00,2020/08/19/0100Z,26.9,25,280
1185,2020-08-19 09:00:00,27.0,2020-08-19 02:00:00,2020/08/19/0200Z,26.9,25,280
1186,2020-08-19 10:00:00,26.0,2020-08-19 03:00:00,2020/08/19/0300Z,28.6,21,275
1187,2020-08-19 11:00:00,20.0,2020-08-19 04:00:00,2020/08/19/0400Z,28.6,21,275
1188,2020-08-19 12:00:00,19.0,2020-08-19 05:00:00,2020/08/19/0500Z,28.6,21,275
1189,2020-08-19 13:00:00,24.0,2020-08-19 06:00:00,2020/08/19/0600Z,30.3,16,285
1190,2020-08-19 14:00:00,23.0,2020-08-19 07:00:00,2020/08/19/0700Z,30.3,16,285
1191,2020-08-19 15:00:00,17.0,2020-08-19 08:00:00,2020/08/19/0800Z,30.3,16,285
1192,2020-08-19 16:00:00,16.0,2020-08-19 09:00:00,2020/08/19/0900Z,30.5,14,255
1193,2020-08-19 17:00:00,16.0,2020-08-19 10:00:00,2020/08/19/1000Z,30.5,14,255
1194,2020-08-19 18:00:00,18.0,2020-08-19 11:00:00,2020/08/19/1100Z,30.5,14,255
1195,2020-08-19 19:00:00,13.0,2020-08-19 12:00:00,2020/08/19/1200Z,29.6,16,270
1196,2020-08-19 20:00:00,19.0,2020-08-19 13:00:00,2020/08/19/1300Z,29.6,16,270
1197,2020-08-19 21:00:00,18.0,2020-08-19 14:00:00,2020/08/19/1400Z,29.6,16,270
1198,2020-08-19 22:00:00,19.0,2020-08-19 15:00:00,2020/08/19/1500Z,29.2,15,285
1199,2020-08-19 23:00:00,13.0,2020-08-19 16:00:00,2020/08/19/1600Z,29.2,15,285
1200,2020-08-20 00:00:00,16.0,2020-08-19 17:00:00,2020/08/19/1700Z,29.2,15,285
1201,2020-08-20 01:00:00,13.0,2020-08-19 18:00:00,2020/08/19/1800Z,28.3,17,255
1202,2020-08-20 02:00:00,15.0,2020-08-19 19:00:00,2020/08/19/1900Z,28.3,17,255
1203,2020-08-20 03:00:00,22.0,2020-08-19 20:00:00,2020/08/19/2000Z,28.3,17,255
1204,2020-08-20 04:00:00,24.0,2020-08-19 21:00:00,2020/08/19/2100Z,26.5,19,275
1205,2020-08-20 05:00:00,28.0,2020-08-19 22:00:00,2020/08/19/2200Z,26.5,19,275
1206,2020-08-20 06:00:00,21.0,2020-08-19 23:00:00,2020/08/19/2300Z,26.5,19,275
1207,2020-08-20 07:00:00,26.0,2020-08-20 00:00:00,2020/08/20/0000Z,27.0,18,260
1208,2020-08-20 08:00:00,31.0,2020-08-20 01:00:00,2020/08/20/0100Z,27.0,18,260
1209,2020-08-20 09:00:00,31.0,2020-08-20 02:00:00,2020/08/20/0200Z,27.0,18,260
1210,2020-08-20 10:00:00,32.0,2020-08-20 03:00:00,2020/08/20/0300Z,29.7,16,240
1211,2020-08-20 11:00:00,35.0,2020-08-20 04:00:00,2020/08/20/0400Z,29.7,16,240
1212,2020-08-20 12:00:00,34.0,2020-08-20 05:00:00,2020/08/20/0500Z,29.7,16,240
1213,2020-08-20 13:00:00,33.0,2020-08-20 06:00:00,2020/08/20/0600Z,31.8,18,250
1214,2020-08-20 14:00:00,32.0,2020-08-20 07:00:00,2020/08/20/0700Z,31.8,18,250
1215,2020-08-20 15:00:00,27.0,2020-08-20 08:00:00,2020/08/20/0800Z,31.8,18,250
1216,2020-08-20 16:00:00,27.0,2020-08-20 09:00:00,2020/08/20/0900Z,32.0,13,265
1217,2020-08-20 17:00:00,31.0,2020-08-20 10:00:00,2020/08/20/1000Z,32.0,13,265
1218,2020-08-20 18:00:00,25.0,2020-08-20 11:00:00,2020/08/20/1100Z,32.0,13,265
1219,2020-08-20 19:00:00,28.0,2020-08-20 12:00:00,2020/08/20/1200Z,29.7,23,270
1220,2020-08-20 20:00:00,27.0,2020-08-20 13:00:00,2020/08/20/1300Z,29.7,23,270
1221,2020-08-20 21:00:00,31.0,2020-08-20 14:00:00,2020/08/20/1400Z,29.7,23,270
1222,2020-08-20 22:00:00,28.0,2020-08-20 15:00:00,2020/08/20/1500Z,29.5,20,290
1223,2020-08-20 23:00:00,26.0,2020-08-20 16:00:00,2020/08/20/1600Z,29.5,20,290
1224,2020-08-21 00:00:00,19.0,2020-08-20 17:00:00,2020/08/20/1700Z,29.5,20,290
1225,2020-08-21 01:00:00,22.0,2020-08-20 18:00:00,2020/08/20/1800Z,28.9,12,290
1226,2020-08-21 02:00:00,22.0,2020-08-20 19:00:00,2020/08/20/1900Z,28.9,12,290
1227,2020-08-21 03:00:00,23.0,2020-08-20 20:00:00,2020/08/20/2000Z,28.9,12,290
1228,2020-08-21 04:00:00,27.0,2020-08-20 21:00:00,2020/08/20/2100Z,27.8,10,295
1229,2020-08-21 05:00:00,22.0,2020-08-20 22:00:00,2020/08/20/2200Z,27.8,10,295
1230,2020-08-21 06:00:00,30.0,2020-08-20 23:00:00,2020/08/20/2300Z,27.8,10,295
1231,2020-08-21 07:00:00,25.0,2020-08-21 00:00:00,2020/08/21/0000Z,27.9,17,270
1232,2020-08-21 08:00:00,22.0,2020-08-21 01:00:00,2020/08/21/0100Z,27.9,17,270
1233,2020-08-21 09:00:00,22.0,2020-08-21 02:00:00,2020/08/21/0200Z,27.9,17,270
1234,2020-08-21 10:00:00,21.0,2020-08-21 03:00:00,2020/08/21/0300Z,30.4,17,270
1235,2020-08-21 11:00:00,17.0,2020-08-21 04:00:00,2020/08/21/0400Z,30.4,17,270
1236,2020-08-21 12:00:00,22.0,2020-08-21 05:00:00,2020/08/21/0500Z,30.4,17,270
1237,2020-08-21 13:00:00,24.0,2020-08-21 06:00:00,2020/08/21/0600Z,31.8,17,270
1238,2020-08-21 14:00:00,22.0,2020-08-21 07:00:00,2020/08/21/0700Z,31.8,20,300
1239,2020-08-21 15:00:00,22.0,2020-08-21 08:00:00,2020/08/21/0800Z,31.8,20,300
1240,2020-08-21 16:00:00,20.0,2020-08-21 09:00:00,2020/08/21/0900Z,30.0,20,290
1241,2020-08-21 17:00:00,26.0,2020-08-21 10:00:00,2020/08/21/1000Z,30.0,20,290
1242,2020-08-21 18:00:00,16.0,2020-08-21 11:00:00,2020/08/21/1100Z,30.0,20,290
1243,2020-08-21 19:00:00,10.0,2020-08-21 12:00:00,2020/08/21/1200Z,26.3,30,275
1244,2020-08-21 20:00:00,17.0,2020-08-21 13:00:00,2020/08/21/1300Z,26.3,30,275
1245,2020-08-21 21:00:00,16.0,2020-08-21 14:00:00,2020/08/21/1400Z,26.3,30,275
1246,2020-08-21 22:00:00,10.0,2020-08-21 15:00:00,2020/08/21/1500Z,27.2,25,270
1247,2020-08-21 23:00:00,15.0,2020-08-21 16:00:00,2020/08/21/1600Z,27.2,25,270
1248,2020-08-22 00:00:00,13.0,2020-08-21 17:00:00,2020/08/21/1700Z,27.2,25,270
1249,2020-08-22 01:00:00,11.0,2020-08-21 18:00:00,2020/08/21/1800Z,27.4,17,280
1250,2020-08-22 02:00:00,13.0,2020-08-21 19:00:00,2020/08/21/1900Z,27.4,17,280
1251,2020-08-22 03:00:00,15.0,2020-08-21 20:00:00,2020/08/21/2000Z,27.4,17,280
1252,2020-08-22 04:00:00,13.0,2020-08-21 21:00:00,2020/08/21/2100Z,27.2,16,265
1253,2020-08-22 05:00:00,21.0,2020-08-21 22:00:00,2020/08/21/2200Z,27.2,16,265
1254,2020-08-22 06:00:00,17.0,2020-08-21 23:00:00,2020/08/21/2300Z,27.2,16,265
1255,2020-08-22 07:00:00,22.0,2020-08-22 00:00:00,2020/08/22/0000Z,27.6,16,265
1256,2020-08-22 08:00:00,23.0,2020-08-22 01:00:00,2020/08/22/0100Z,27.6,31,280
1257,2020-08-22 09:00:00,23.0,2020-08-22 02:00:00,2020/08/22/0200Z,27.6,31,280
1258,2020-08-22 10:00:00,24.0,2020-08-22 03:00:00,2020/08/22/0300Z,30.0,24,285
1259,2020-08-22 11:00:00,25.0,2020-08-22 04:00:00,2020/08/22/0400Z,30.0,24,285
1260,2020-08-22 12:00:00,23.0,2020-08-22 05:00:00,2020/08/22/0500Z,30.0,24,285
1261,2020-08-22 13:00:00,14.0,2020-08-22 06:00:00,2020/08/22/0600Z,30.9,24,305
1262,2020-08-22 14:00:00,20.0,2020-08-22 07:00:00,2020/08/22/0700Z,30.9,24,305
1263,2020-08-22 15:00:00,15.0,2020-08-22 08:00:00,2020/08/22/0800Z,30.9,24,305
1264,2020-08-22 16:00:00,12.0,2020-08-22 09:00:00,2020/08/22/0900Z,30.8,25,265
1265,2020-08-22 17:00:00,18.0,2020-08-22 10:00:00,2020/08/22/1000Z,30.8,25,265
1266,2020-08-22 18:00:00,19.0,2020-08-22 11:00:00,2020/08/22/1100Z,30.8,25,265
1267,2020-08-22 19:00:00,17.0,2020-08-22 12:00:00,2020/08/22/1200Z,29.0,24,265
1268,2020-08-22 20:00:00,19.0,2020-08-22 13:00:00,2020/08/22/1300Z,29.0,24,265
1269,2020-08-22 21:00:00,13.0,2020-08-22 14:00:00,2020/08/22/1400Z,29.0,24,265
1270,2020-08-22 22:00:00,19.0,2020-08-22 15:00:00,2020/08/22/1500Z,28.6,21,300
1271,2020-08-22 23:00:00,22.0,2020-08-22 16:00:00,2020/08/22/1600Z,28.6,21,300
1272,2020-08-23 00:00:00,14.0,2020-08-22 17:00:00,2020/08/22/1700Z,28.6,21,300
1273,2020-08-23 01:00:00,20.0,2020-08-22 18:00:00,2020/08/22/1800Z,28.1,21,300
1274,2020-08-23 02:00:00,13.0,2020-08-22 19:00:00,2020/08/22/1900Z,28.1,24,290
1275,2020-08-23 03:00:00,20.0,2020-08-22 20:00:00,2020/08/22/2000Z,28.1,24,290
1276,2020-08-23 04:00:00,13.0,2020-08-22 21:00:00,2020/08/22/2100Z,27.7,25,285
1277,2020-08-23 05:00:00,13.0,2020-08-22 22:00:00,2020/08/22/2200Z,27.7,25,285
1278,2020-08-23 06:00:00,17.0,2020-08-22 23:00:00,2020/08/22/2300Z,27.7,25,285
1279,2020-08-23 07:00:00,20.0,2020-08-23 00:00:00,2020/08/23/0000Z,27.7,25,245
1280,2020-08-23 08:00:00,22.0,2020-08-23 01:00:00,2020/08/23/0100Z,27.7,25,245
1281,2020-08-23 09:00:00,17.0,2020-08-23 02:00:00,2020/08/23/0200Z,27.7,25,245
1282,2020-08-23 10:00:00,20.0,2020-08-23 03:00:00,2020/08/23/0300Z,30.3,29,230
1283,2020-08-23 11:00:00,25.0,2020-08-23 04:00:00,2020/08/23/0400Z,30.3,29,230
1284,2020-08-23 12:00:00,23.0,2020-08-23 05:00:00,2020/08/23/0500Z,30.3,29,230
1285,2020-08-23 13:00:00,22.0,2020-08-23 06:00:00,2020/08/23/0600Z,31.3,24,255
1286,2020-08-23 14:00:00,20.0,2020-08-23 07:00:00,2020/08/23/0700Z,31.3,24,255
1287,2020-08-23 15:00:00,13.0,2020-08-23 08:00:00,2020/08/23/0800Z,31.3,24,255
1288,2020-08-23 16:00:00,13.0,2020-08-23 09:00:00,2020/08/23/0900Z,31.3,35,260
1289,2020-08-23 17:00:00,7.0,2020-08-23 10:00:00,2020/08/23/1000Z,31.3,35,260
1290,2020-08-23 18:00:00,10.0,2020-08-23 11:00:00,2020/08/23/1100Z,31.3,35,260
1291,2020-08-23 19:00:00,16.0,2020-08-23 12:00:00,2020/08/23/1200Z,28.9,35,260
1292,2020-08-23 20:00:00,14.0,2020-08-23 13:00:00,2020/08/23/1300Z,28.9,27,265
1293,2020-08-23 21:00:00,23.0,2020-08-23 14:00:00,2020/08/23/1400Z,28.9,27,265
1294,2020-08-23 22:00:00,18.0,2020-08-23 15:00:00,2020/08/23/1500Z,28.5,23,265
1295,2020-08-23 23:00:00,23.0,2020-08-23 16:00:00,2020/08/23/1600Z,28.5,23,265
1296,2020-08-24 00:00:00,14.0,2020-08-23 17:00:00,2020/08/23/1700Z,28.5,23,265
1297,2020-08-24 01:00:00,14.0,2020-08-23 18:00:00,2020/08/23/1800Z,28.1,29,280
1298,2020-08-24 02:00:00,9.0,2020-08-23 19:00:00,2020/08/23/1900Z,28.1,29,280
1299,2020-08-24 03:00:00,9.0,2020-08-23 20:00:00,2020/08/23/2000Z,28.1,29,280
1300,2020-08-24 04:00:00,14.0,2020-08-23 21:00:00,2020/08/23/2100Z,27.4,25,285
1301,2020-08-24 05:00:00,14.0,2020-08-23 22:00:00,2020/08/23/2200Z,27.4,25,285
1302,2020-08-24 06:00:00,26.0,2020-08-23 23:00:00,2020/08/23/2300Z,27.4,25,285
1303,2020-08-24 07:00:00,35.0,2020-08-24 00:00:00,2020/08/24/0000Z,27.5,27,275
1304,2020-08-24 08:00:00,24.0,2020-08-24 01:00:00,2020/08/24/0100Z,27.5,27,275
1305,2020-08-24 09:00:00,20.0,2020-08-24 02:00:00,2020/08/24/0200Z,27.5,27,275
1306,2020-08-24 10:00:00,14.0,2020-08-24 03:00:00,2020/08/24/0300Z,30.2,27,275
1307,2020-08-24 11:00:00,20.0,2020-08-24 04:00:00,2020/08/24/0400Z,30.2,25,270
1308,2020-08-24 12:00:00,19.0,2020-08-24 05:00:00,2020/08/24/0500Z,30.2,25,270
1309,2020-08-24 13:00:00,25.0,2020-08-24 06:00:00,2020/08/24/0600Z,31.4,16,265
1310,2020-08-24 14:00:00,16.0,2020-08-24 07:00:00,2020/08/24/0700Z,31.4,16,265
1311,2020-08-24 15:00:00,19.0,2020-08-24 08:00:00,2020/08/24/0800Z,31.4,16,265
1312,2020-08-24 16:00:00,26.0,2020-08-24 09:00:00,2020/08/24/0900Z,31.8,20,250
1313,2020-08-24 17:00:00,22.0,2020-08-24 10:00:00,2020/08/24/1000Z,31.8,20,250
1314,2020-08-24 18:00:00,21.0,2020-08-24 11:00:00,2020/08/24/1100Z,31.8,20,250
1315,2020-08-24 19:00:00,22.0,2020-08-24 12:00:00,2020/08/24/1200Z,30.4,20,250
1316,2020-08-24 20:00:00,14.0,2020-08-24 13:00:00,2020/08/24/1300Z,30.4,21,285
1317,2020-08-24 21:00:00,18.0,2020-08-24 14:00:00,2020/08/24/1400Z,30.4,21,285
1318,2020-08-24 22:00:00,19.0,2020-08-24 15:00:00,2020/08/24/1500Z,29.5,19,295
1319,2020-08-24 23:00:00,19.0,2020-08-24 16:00:00,2020/08/24/1600Z,29.5,19,295
1320,2020-08-25 00:00:00,10.0,2020-08-24 17:00:00,2020/08/24/1700Z,29.5,19,295
1321,2020-08-25 01:00:00,18.0,2020-08-24 18:00:00,2020/08/24/1800Z,28.5,13,280
1322,2020-08-25 02:00:00,17.0,2020-08-24 19:00:00,2020/08/24/1900Z,28.5,13,280
1323,2020-08-25 03:00:00,20.0,2020-08-24 20:00:00,2020/08/24/2000Z,28.5,13,280
1324,2020-08-25 04:00:00,20.0,2020-08-24 21:00:00,2020/08/24/2100Z,28.1,13,280
1325,2020-08-25 05:00:00,22.0,2020-08-24 22:00:00,2020/08/24/2200Z,28.1,15,280
1326,2020-08-25 06:00:00,27.0,2020-08-24 23:00:00,2020/08/24/2300Z,28.1,15,280
1327,2020-08-25 07:00:00,24.0,2020-08-25 00:00:00,2020/08/25/0000Z,27.9,18,280
1328,2020-08-25 08:00:00,22.0,2020-08-25 01:00:00,2020/08/25/0100Z,27.9,18,280
1329,2020-08-25 09:00:00,17.0,2020-08-25 02:00:00,2020/08/25/0200Z,27.9,18,280
1330,2020-08-25 10:00:00,19.0,2020-08-25 03:00:00,2020/08/25/0300Z,30.8,18,275
1331,2020-08-25 11:00:00,22.0,2020-08-25 04:00:00,2020/08/25/0400Z,30.8,18,275
1332,2020-08-25 12:00:00,23.0,2020-08-25 05:00:00,2020/08/25/0500Z,30.8,18,275
1333,2020-08-25 13:00:00,20.0,2020-08-25 06:00:00,2020/08/25/0600Z,32.9,14,275
1334,2020-08-25 14:00:00,22.0,2020-08-25 07:00:00,2020/08/25/0700Z,32.9,14,275
1335,2020-08-25 15:00:00,22.0,2020-08-25 08:00:00,2020/08/25/0800Z,32.9,14,275
1336,2020-08-25 16:00:00,28.0,2020-08-25 09:00:00,2020/08/25/0900Z,32.8,13,270
1337,2020-08-25 17:00:00,25.0,2020-08-25 10:00:00,2020/08/25/1000Z,32.8,13,270
1338,2020-08-25 18:00:00,22.0,2020-08-25 11:00:00,2020/08/25/1100Z,32.8,13,270
1339,2020-08-25 19:00:00,18.0,2020-08-25 12:00:00,2020/08/25/1200Z,31.1,22,285
1340,2020-08-25 20:00:00,19.0,2020-08-25 13:00:00,2020/08/25/1300Z,31.1,22,285
1341,2020-08-25 21:00:00,12.0,2020-08-25 14:00:00,2020/08/25/1400Z,31.1,22,285
1342,2020-08-25 22:00:00,15.0,2020-08-25 15:00:00,2020/08/25/1500Z,29.4,22,290
1343,2020-08-25 23:00:00,17.0,2020-08-25 16:00:00,2020/08/25/1600Z,29.4,22,290
1344,2020-08-26 00:00:00,17.0,2020-08-25 17:00:00,2020/08/25/1700Z,29.4,22,290
1345,2020-08-26 01:00:00,17.0,2020-08-25 18:00:00,2020/08/25/1800Z,29.0,16,275
1346,2020-08-26 02:00:00,10.0,2020-08-25 19:00:00,2020/08/25/1900Z,29.0,16,275
1347,2020-08-26 03:00:00,12.0,2020-08-25 20:00:00,2020/08/25/2000Z,29.0,16,275
1348,2020-08-26 04:00:00,17.0,2020-08-25 21:00:00,2020/08/25/2100Z,28.5,16,275
1349,2020-08-26 05:00:00,19.0,2020-08-25 22:00:00,2020/08/25/2200Z,28.5,19,270
1350,2020-08-26 06:00:00,20.0,2020-08-25 23:00:00,2020/08/25/2300Z,28.5,19,270
1351,2020-08-26 07:00:00,24.0,2020-08-26 00:00:00,2020/08/26/0000Z,28.1,19,270
1352,2020-08-26 08:00:00,27.0,2020-08-26 01:00:00,2020/08/26/0100Z,28.1,19,270
1353,2020-08-26 09:00:00,15.0,2020-08-26 02:00:00,2020/08/26/0200Z,28.1,19,270
1354,2020-08-26 10:00:00,20.0,2020-08-26 03:00:00,2020/08/26/0300Z,31.0,21,275
1355,2020-08-26 11:00:00,23.0,2020-08-26 04:00:00,2020/08/26/0400Z,31.0,21,275
1356,2020-08-26 12:00:00,11.0,2020-08-26 05:00:00,2020/08/26/0500Z,31.0,21,275
1357,2020-08-26 13:00:00,24.0,2020-08-26 06:00:00,2020/08/26/0600Z,33.4,15,280
1358,2020-08-26 14:00:00,22.0,2020-08-26 07:00:00,2020/08/26/0700Z,33.4,15,280
1359,2020-08-26 15:00:00,23.0,2020-08-26 08:00:00,2020/08/26/0800Z,33.4,15,280
1360,2020-08-26 16:00:00,22.0,2020-08-26 09:00:00,2020/08/26/0900Z,33.6,20,285
1361,2020-08-26 17:00:00,24.0,2020-08-26 10:00:00,2020/08/26/1000Z,33.6,20,285
1362,2020-08-26 18:00:00,21.0,2020-08-26 11:00:00,2020/08/26/1100Z,33.6,20,285
1363,2020-08-26 19:00:00,20.0,2020-08-26 12:00:00,2020/08/26/1200Z,31.7,26,285
1364,2020-08-26 20:00:00,19.0,2020-08-26 13:00:00,2020/08/26/1300Z,31.7,26,285
1365,2020-08-26 21:00:00,13.0,2020-08-26 14:00:00,2020/08/26/1400Z,31.7,26,285
1366,2020-08-26 22:00:00,16.0,2020-08-26 15:00:00,2020/08/26/1500Z,30.0,23,275
1367,2020-08-26 23:00:00,14.0,2020-08-26 16:00:00,2020/08/26/1600Z,30.0,23,275
1368,2020-08-27 00:00:00,17.0,2020-08-26 17:00:00,2020/08/26/1700Z,30.0,23,275
1369,2020-08-27 01:00:00,21.0,2020-08-26 18:00:00,2020/08/26/1800Z,29.2,19,290
1370,2020-08-27 02:00:00,16.0,2020-08-26 19:00:00,2020/08/26/1900Z,29.2,19,290
1371,2020-08-27 03:00:00,13.0,2020-08-26 20:00:00,2020/08/26/2000Z,29.2,19,290
1372,2020-08-27 04:00:00,14.0,2020-08-26 21:00:00,2020/08/26/2100Z,27.4,23,285
1373,2020-08-27 05:00:00,17.0,2020-08-26 22:00:00,2020/08/26/2200Z,27.4,23,285
1374,2020-08-27 06:00:00,18.0,2020-08-26 23:00:00,2020/08/26/2300Z,27.4,23,285
1375,2020-08-27 07:00:00,23.0,2020-08-27 00:00:00,2020/08/27/0000Z,27.1,29,300
1376,2020-08-27 08:00:00,20.0,2020-08-27 01:00:00,2020/08/27/0100Z,27.1,29,300
1377,2020-08-27 09:00:00,22.0,2020-08-27 02:00:00,2020/08/27/0200Z,27.1,29,300
1378,2020-08-27 10:00:00,18.0,2020-08-27 03:00:00,2020/08/27/0300Z,30.7,30,305
1379,2020-08-27 11:00:00,19.0,2020-08-27 04:00:00,2020/08/27/0400Z,30.7,30,305
1380,2020-08-27 12:00:00,16.0,2020-08-27 05:00:00,2020/08/27/0500Z,30.7,30,305
1381,2020-08-27 13:00:00,15.0,2020-08-27 06:00:00,2020/08/27/0600Z,32.7,28,310
1382,2020-08-27 14:00:00,24.0,2020-08-27 07:00:00,2020/08/27/0700Z,32.7,28,310
1383,2020-08-27 15:00:00,13.0,2020-08-27 08:00:00,2020/08/27/0800Z,32.7,28,310
1384,2020-08-27 16:00:00,16.0,2020-08-27 09:00:00,2020/08/27/0900Z,33.3,27,290
1385,2020-08-27 17:00:00,14.0,2020-08-27 10:00:00,2020/08/27/1000Z,33.3,27,290
1386,2020-08-27 18:00:00,23.0,2020-08-27 11:00:00,2020/08/27/1100Z,33.3,27,290
1387,2020-08-27 19:00:00,14.0,2020-08-27 12:00:00,2020/08/27/1200Z,30.5,24,290
1388,2020-08-27 20:00:00,25.0,2020-08-27 13:00:00,2020/08/27/1300Z,30.5,24,290
1389,2020-08-27 21:00:00,19.0,2020-08-27 14:00:00,2020/08/27/1400Z,30.5,24,290
1390,2020-08-27 22:00:00,25.0,2020-08-27 15:00:00,2020/08/27/1500Z,29.5,24,285
1391,2020-08-27 23:00:00,16.0,2020-08-27 16:00:00,2020/08/27/1600Z,29.5,24,285
1392,2020-08-28 00:00:00,12.0,2020-08-27 17:00:00,2020/08/27/1700Z,29.5,24,285
1393,2020-08-28 01:00:00,18.0,2020-08-27 18:00:00,2020/08/27/1800Z,29.4,25,285
1394,2020-08-28 02:00:00,16.0,2020-08-27 19:00:00,2020/08/27/1900Z,29.4,25,285
1395,2020-08-28 03:00:00,20.0,2020-08-27 20:00:00,2020/08/27/2000Z,29.4,25,285
1396,2020-08-28 04:00:00,22.0,2020-08-27 21:00:00,2020/08/27/2100Z,28.0,25,280
1397,2020-08-28 05:00:00,16.0,2020-08-27 22:00:00,2020/08/27/2200Z,28.0,25,280
1398,2020-08-28 06:00:00,20.0,2020-08-27 23:00:00,2020/08/27/2300Z,28.0,25,280
1399,2020-08-28 07:00:00,24.0,2020-08-28 00:00:00,2020/08/28/0000Z,27.5,23,300
1400,2020-08-28 08:00:00,24.0,2020-08-28 01:00:00,2020/08/28/0100Z,27.5,23,300
1401,2020-08-28 09:00:00,23.0,2020-08-28 02:00:00,2020/08/28/0200Z,27.5,23,300
1402,2020-08-28 10:00:00,24.0,2020-08-28 03:00:00,2020/08/28/0300Z,29.6,17,305
1403,2020-08-28 11:00:00,22.0,2020-08-28 04:00:00,2020/08/28/0400Z,29.6,17,305
1404,2020-08-28 12:00:00,26.0,2020-08-28 05:00:00,2020/08/28/0500Z,29.6,17,305
1405,2020-08-28 13:00:00,23.0,2020-08-28 06:00:00,2020/08/28/0600Z,32.8,20,300
1406,2020-08-28 14:00:00,24.0,2020-08-28 07:00:00,2020/08/28/0700Z,32.8,20,300
1407,2020-08-28 15:00:00,27.0,2020-08-28 08:00:00,2020/08/28/0800Z,32.8,20,300
1408,2020-08-28 16:00:00,21.0,2020-08-28 09:00:00,2020/08/28/0900Z,28.1,21,295
1409,2020-08-28 17:00:00,24.0,2020-08-28 10:00:00,2020/08/28/1000Z,28.1,21,295
1410,2020-08-28 18:00:00,11.0,2020-08-28 11:00:00,2020/08/28/1100Z,28.1,21,295
1411,2020-08-28 19:00:00,15.0,2020-08-28 12:00:00,2020/08/28/1200Z,26.8,25,290
1412,2020-08-28 20:00:00,16.0,2020-08-28 13:00:00,2020/08/28/1300Z,26.8,25,290
1413,2020-08-28 21:00:00,23.0,2020-08-28 14:00:00,2020/08/28/1400Z,26.8,25,290
1414,2020-08-28 22:00:00,24.0,2020-08-28 15:00:00,2020/08/28/1500Z,27.1,32,310
1415,2020-08-28 23:00:00,33.0,2020-08-28 16:00:00,2020/08/28/1600Z,27.1,32,310
1416,2020-08-29 00:00:00,22.0,2020-08-28 17:00:00,2020/08/28/1700Z,27.1,32,310
1417,2020-08-29 01:00:00,16.0,2020-08-28 18:00:00,2020/08/28/1800Z,27.2,13,285
1418,2020-08-29 02:00:00,12.0,2020-08-28 19:00:00,2020/08/28/1900Z,27.2,13,285
1419,2020-08-29 03:00:00,11.0,2020-08-28 20:00:00,2020/08/28/2000Z,27.2,13,285
1420,2020-08-29 04:00:00,11.0,2020-08-28 21:00:00,2020/08/28/2100Z,26.7,19,280
1421,2020-08-29 05:00:00,18.0,2020-08-28 22:00:00,2020/08/28/2200Z,26.7,19,280
1422,2020-08-29 06:00:00,13.0,2020-08-28 23:00:00,2020/08/28/2300Z,26.7,19,280
1423,2020-08-29 07:00:00,19.0,2020-08-29 00:00:00,2020/08/29/0000Z,27.5,6,310
1424,2020-08-29 08:00:00,21.0,2020-08-29 01:00:00,2020/08/29/0100Z,27.5,6,310
1425,2020-08-29 09:00:00,26.0,2020-08-29 02:00:00,2020/08/29/0200Z,27.5,6,310
1426,2020-08-29 10:00:00,23.0,2020-08-29 03:00:00,2020/08/29/0300Z,30.1,2,335
1427,2020-08-29 11:00:00,22.0,2020-08-29 04:00:00,2020/08/29/0400Z,30.1,2,335
1428,2020-08-29 12:00:00,29.0,2020-08-29 05:00:00,2020/08/29/0500Z,30.1,2,335
1429,2020-08-29 13:00:00,30.0,2020-08-29 06:00:00,2020/08/29/0600Z,32.1,2,30
1430,2020-08-29 14:00:00,21.0,2020-08-29 07:00:00,2020/08/29/0700Z,32.1,2,30
1431,2020-08-29 15:00:00,27.0,2020-08-29 08:00:00,2020/08/29/0800Z,32.1,2,30
1432,2020-08-29 16:00:00,23.0,2020-08-29 09:00:00,2020/08/29/0900Z,32.6,5,305
1433,2020-08-29 17:00:00,28.0,2020-08-29 10:00:00,2020/08/29/1000Z,32.6,5,305
