,date,PM2.5,date_utc,url_date,temp,wind
6000,2021-03-08 00:00:00,117.0,2021-03-07 17:00:00,2021/03/07/1700Z,19.2,270° @ 32
6001,2021-03-08 01:00:00,118.0,2021-03-07 18:00:00,2021/03/07/1800Z,18.8,270° @ 28
6002,2021-03-08 02:00:00,,2021-03-07 19:00:00,2021/03/07/1900Z,18.3,270° @ 27
6003,2021-03-08 03:00:00,116.0,2021-03-07 20:00:00,2021/03/07/2000Z,17.7,270° @ 24
6004,2021-03-08 04:00:00,115.0,2021-03-07 21:00:00,2021/03/07/2100Z,17.2,270° @ 23
6005,2021-03-08 05:00:00,,2021-03-07 22:00:00,2021/03/07/2200Z,16.7,270° @ 23
6006,2021-03-08 06:00:00,114.0,2021-03-07 23:00:00,2021/03/07/2300Z,16.2,270° @ 21
6007,2021-03-08 07:00:00,114.0,2021-03-08 00:00:00,2021/03/08/0000Z,16.9,270° @ 21
6008,2021-03-08 08:00:00,,2021-03-08 01:00:00,2021/03/08/0100Z,20.8,275° @ 17
6009,2021-03-08 09:00:00,114.0,2021-03-08 02:00:00,2021/03/08/0200Z,26.0,265° @ 15
6010,2021-03-08 10:00:00,,2021-03-08 03:00:00,2021/03/08/0300Z,30.2,265° @ 14
6011,2021-03-08 11:00:00,114.0,2021-03-08 04:00:00,2021/03/08/0400Z,33.1,260° @ 14
6012,2021-03-08 12:00:00,114.0,2021-03-08 05:00:00,2021/03/08/0500Z,35.2,235° @ 12
6013,2021-03-08 13:00:00,,2021-03-08 06:00:00,2021/03/08/0600Z,36.5,240° @ 11
6014,2021-03-08 14:00:00,110.0,2021-03-08 07:00:00,2021/03/08/0700Z,36.7,230° @ 10
6015,2021-03-08 15:00:00,109.0,2021-03-08 08:00:00,2021/03/08/0800Z,37.3,220° @ 12
6016,2021-03-08 16:00:00,,2021-03-08 09:00:00,2021/03/08/0900Z,36.6,235° @ 18
6017,2021-03-08 17:00:00,107.0,2021-03-08 10:00:00,2021/03/08/1000Z,35.5,245° @ 24
6018,2021-03-08 18:00:00,108.0,2021-03-08 11:00:00,2021/03/08/1100Z,31.7,255° @ 25
6019,2021-03-08 19:00:00,108.0,2021-03-08 12:00:00,2021/03/08/1200Z,26.2,260° @ 23
6020,2021-03-08 20:00:00,108.0,2021-03-08 13:00:00,2021/03/08/1300Z,24.6,265° @ 21
6021,2021-03-08 21:00:00,108.0,2021-03-08 14:00:00,2021/03/08/1400Z,23.2,260° @ 25
6022,2021-03-08 22:00:00,108.0,2021-03-08 15:00:00,2021/03/08/1500Z,22.3,270° @ 38
6023,2021-03-08 23:00:00,108.0,2021-03-08 16:00:00,2021/03/08/1600Z,21.3,270° @ 33
6024,2021-03-09 00:00:00,109.0,2021-03-08 17:00:00,2021/03/08/1700Z,19.9,275° @ 29
6025,2021-03-09 01:00:00,109.0,2021-03-08 18:00:00,2021/03/08/1800Z,19.2,270° @ 25
6026,2021-03-09 02:00:00,,2021-03-08 19:00:00,2021/03/08/1900Z,18.6,260° @ 24
6027,2021-03-09 03:00:00,111.0,2021-03-08 20:00:00,2021/03/08/2000Z,18.0,245° @ 19
6028,2021-03-09 04:00:00,111.0,2021-03-08 21:00:00,2021/03/08/2100Z,17.4,225° @ 14
6029,2021-03-09 05:00:00,111.0,2021-03-08 22:00:00,2021/03/08/2200Z,16.9,225° @ 13
6030,2021-03-09 06:00:00,,2021-03-08 23:00:00,2021/03/08/2300Z,16.5,225° @ 13
6031,2021-03-09 07:00:00,113.0,2021-03-09 00:00:00,2021/03/09/0000Z,17.3,255° @ 10
6032,2021-03-09 08:00:00,113.0,2021-03-09 01:00:00,2021/03/09/0100Z,21.3,240° @ 9
6033,2021-03-09 09:00:00,115.0,2021-03-09 02:00:00,2021/03/09/0200Z,26.3,230° @ 10
6034,2021-03-09 10:00:00,117.0,2021-03-09 03:00:00,2021/03/09/0300Z,30.7,225° @ 10
6035,2021-03-09 11:00:00,115.0,2021-03-09 04:00:00,2021/03/09/0400Z,33.4,225° @ 10
6036,2021-03-09 12:00:00,,2021-03-09 05:00:00,2021/03/09/0500Z,35.1,215° @ 6
6037,2021-03-09 13:00:00,113.0,2021-03-09 06:00:00,2021/03/09/0600Z,36.7,230° @ 3
6038,2021-03-09 14:00:00,112.0,2021-03-09 07:00:00,2021/03/09/0700Z,37.0,175° @ 2
6039,2021-03-09 15:00:00,,2021-03-09 08:00:00,2021/03/09/0800Z,36.5,155° @ 5
6040,2021-03-09 16:00:00,110.0,2021-03-09 09:00:00,2021/03/09/0900Z,36.1,160° @ 7
6041,2021-03-09 17:00:00,,2021-03-09 10:00:00,2021/03/09/1000Z,35.1,155° @ 9
6042,2021-03-09 18:00:00,108.0,2021-03-09 11:00:00,2021/03/09/1100Z,31.6,145° @ 9
6043,2021-03-09 19:00:00,107.0,2021-03-09 12:00:00,2021/03/09/1200Z,26.3,190° @ 7
6044,2021-03-09 20:00:00,107.0,2021-03-09 13:00:00,2021/03/09/1300Z,24.4,205° @ 11
6045,2021-03-09 21:00:00,106.0,2021-03-09 14:00:00,2021/03/09/1400Z,23.3,215° @ 16
6046,2021-03-09 22:00:00,,2021-03-09 15:00:00,2021/03/09/1500Z,22.0,225° @ 19
6047,2021-03-09 23:00:00,105.0,2021-03-09 16:00:00,2021/03/09/1600Z,20.7,235° @ 21
6048,2021-03-10 00:00:00,,2021-03-09 17:00:00,2021/03/09/1700Z,19.8,215° @ 20
6049,2021-03-10 01:00:00,103.0,2021-03-09 18:00:00,2021/03/09/1800Z,19.4,210° @ 23
6050,2021-03-10 02:00:00,102.0,2021-03-09 19:00:00,2021/03/09/1900Z,18.8,220° @ 20
6051,2021-03-10 03:00:00,103.0,2021-03-09 20:00:00,2021/03/09/2000Z,18.1,220° @ 17
6052,2021-03-10 04:00:00,103.0,2021-03-09 21:00:00,2021/03/09/2100Z,17.7,210° @ 15
6053,2021-03-10 05:00:00,,2021-03-09 22:00:00,2021/03/09/2200Z,17.1,215° @ 12
6054,2021-03-10 06:00:00,102.0,2021-03-09 23:00:00,2021/03/09/2300Z,16.7,220° @ 10
6055,2021-03-10 07:00:00,102.0,2021-03-10 00:00:00,2021/03/10/0000Z,17.5,200° @ 9
6056,2021-03-10 08:00:00,,2021-03-10 01:00:00,2021/03/10/0100Z,21.4,195° @ 9
6057,2021-03-10 09:00:00,102.0,2021-03-10 02:00:00,2021/03/10/0200Z,26.6,195° @ 10
6058,2021-03-10 10:00:00,100.0,2021-03-10 03:00:00,2021/03/10/0300Z,31.4,200° @ 11
6059,2021-03-10 11:00:00,98.0,2021-03-10 04:00:00,2021/03/10/0400Z,34.3,205° @ 8
6060,2021-03-10 12:00:00,95.0,2021-03-10 05:00:00,2021/03/10/0500Z,35.9,185° @ 5
6061,2021-03-10 13:00:00,,2021-03-10 06:00:00,2021/03/10/0600Z,36.8,210° @ 6
