,date,PM2.5,date_utc,url_date,wind
272,2020-07-12 08:00:00,17.0,2020-07-12 01:00:00,2020/07/12/0100Z,245° @ 14
273,2020-07-12 09:00:00,16.0,2020-07-12 02:00:00,2020/07/12/0200Z,245° @ 14
274,2020-07-12 10:00:00,16.0,2020-07-12 03:00:00,2020/07/12/0300Z,250° @ 14
275,2020-07-12 11:00:00,14.0,2020-07-12 04:00:00,2020/07/12/0400Z,250° @ 14
276,2020-07-12 12:00:00,15.0,2020-07-12 05:00:00,2020/07/12/0500Z,250° @ 14
277,2020-07-12 13:00:00,12.0,2020-07-12 06:00:00,2020/07/12/0600Z,245° @ 18
278,2020-07-12 14:00:00,17.0,2020-07-12 07:00:00,2020/07/12/0700Z,245° @ 18
279,2020-07-12 15:00:00,14.0,2020-07-12 08:00:00,2020/07/12/0800Z,245° @ 18
280,2020-07-12 16:00:00,12.0,2020-07-12 09:00:00,2020/07/12/0900Z,210° @ 16
281,2020-07-12 17:00:00,11.0,2020-07-12 10:00:00,2020/07/12/1000Z,210° @ 16
282,2020-07-12 18:00:00,13.0,2020-07-12 11:00:00,2020/07/12/1100Z,210° @ 16
283,2020-07-12 19:00:00,15.0,2020-07-12 12:00:00,2020/07/12/1200Z,270° @ 5
284,2020-07-12 20:00:00,15.0,2020-07-12 13:00:00,2020/07/12/1300Z,270° @ 5
285,2020-07-12 21:00:00,13.0,2020-07-12 14:00:00,2020/07/12/1400Z,270° @ 5
286,2020-07-12 22:00:00,13.0,2020-07-12 15:00:00,2020/07/12/1500Z,270° @ 5
287,2020-07-12 23:00:00,13.0,2020-07-12 16:00:00,2020/07/12/1600Z,215° @ 6
288,2020-07-13 00:00:00,11.0,2020-07-12 17:00:00,2020/07/12/1700Z,215° @ 6
289,2020-07-13 01:00:00,10.0,2020-07-12 18:00:00,2020/07/12/1800Z,215° @ 15
290,2020-07-13 02:00:00,12.0,2020-07-12 19:00:00,2020/07/12/1900Z,215° @ 15
291,2020-07-13 03:00:00,10.0,2020-07-12 20:00:00,2020/07/12/2000Z,215° @ 15
292,2020-07-13 04:00:00,10.0,2020-07-12 21:00:00,2020/07/12/2100Z,190° @ 13
293,2020-07-13 05:00:00,11.0,2020-07-12 22:00:00,2020/07/12/2200Z,190° @ 13
294,2020-07-13 06:00:00,10.0,2020-07-12 23:00:00,2020/07/12/2300Z,190° @ 13
295,2020-07-13 07:00:00,9.0,2020-07-13 00:00:00,2020/07/13/0000Z,210° @ 26
296,2020-07-13 08:00:00,14.0,2020-07-13 01:00:00,2020/07/13/0100Z,210° @ 26
297,2020-07-13 09:00:00,16.0,2020-07-13 02:00:00,2020/07/13/0200Z,210° @ 26
298,2020-07-13 10:00:00,11.0,2020-07-13 03:00:00,2020/07/13/0300Z,250° @ 17
299,2020-07-13 11:00:00,9.0,2020-07-13 04:00:00,2020/07/13/0400Z,250° @ 17
300,2020-07-13 12:00:00,12.0,2020-07-13 05:00:00,2020/07/13/0500Z,250° @ 17
301,2020-07-13 13:00:00,11.0,2020-07-13 06:00:00,2020/07/13/0600Z,240° @ 18
302,2020-07-13 14:00:00,13.0,2020-07-13 07:00:00,2020/07/13/0700Z,240° @ 18
303,2020-07-13 15:00:00,11.0,2020-07-13 08:00:00,2020/07/13/0800Z,240° @ 18
304,2020-07-13 16:00:00,14.0,2020-07-13 09:00:00,2020/07/13/0900Z,245° @ 9
305,2020-07-13 17:00:00,14.0,2020-07-13 10:00:00,2020/07/13/1000Z,245° @ 9
306,2020-07-13 18:00:00,13.0,2020-07-13 11:00:00,2020/07/13/1100Z,245° @ 9
307,2020-07-13 19:00:00,14.0,2020-07-13 12:00:00,2020/07/13/1200Z,225° @ 9
308,2020-07-13 20:00:00,17.0,2020-07-13 13:00:00,2020/07/13/1300Z,225° @ 9
309,2020-07-13 21:00:00,16.0,2020-07-13 14:00:00,2020/07/13/1400Z,225° @ 9
310,2020-07-13 22:00:00,16.0,2020-07-13 15:00:00,2020/07/13/1500Z,235° @ 9
311,2020-07-13 23:00:00,14.0,2020-07-13 16:00:00,2020/07/13/1600Z,235° @ 9
312,2020-07-14 00:00:00,16.0,2020-07-13 17:00:00,2020/07/13/1700Z,235° @ 9
313,2020-07-14 01:00:00,16.0,2020-07-13 18:00:00,2020/07/13/1800Z,185° @ 13
314,2020-07-14 02:00:00,13.0,2020-07-13 19:00:00,2020/07/13/1900Z,185° @ 13
315,2020-07-14 03:00:00,12.0,2020-07-13 20:00:00,2020/07/13/2000Z,185° @ 13
316,2020-07-14 04:00:00,6.0,2020-07-13 21:00:00,2020/07/13/2100Z,170° @ 14
317,2020-07-14 05:00:00,6.0,2020-07-13 22:00:00,2020/07/13/2200Z,170° @ 14
318,2020-07-14 06:00:00,8.0,2020-07-13 23:00:00,2020/07/13/2300Z,170° @ 14
319,2020-07-14 07:00:00,8.0,2020-07-14 00:00:00,2020/07/14/0000Z,185° @ 18
320,2020-07-14 08:00:00,10.0,2020-07-14 01:00:00,2020/07/14/0100Z,185° @ 18
321,2020-07-14 09:00:00,11.0,2020-07-14 02:00:00,2020/07/14/0200Z,185° @ 18
322,2020-07-14 10:00:00,9.0,2020-07-14 03:00:00,2020/07/14/0300Z,180° @ 12
323,2020-07-14 11:00:00,9.0,2020-07-14 04:00:00,2020/07/14/0400Z,180° @ 12
324,2020-07-14 12:00:00,15.0,2020-07-14 05:00:00,2020/07/14/0500Z,180° @ 12
325,2020-07-14 13:00:00,12.0,2020-07-14 06:00:00,2020/07/14/0600Z,180° @ 13
326,2020-07-14 14:00:00,8.0,2020-07-14 07:00:00,2020/07/14/0700Z,180° @ 13
327,2020-07-14 15:00:00,13.0,2020-07-14 08:00:00,2020/07/14/0800Z,180° @ 13
328,2020-07-14 16:00:00,9.0,2020-07-14 09:00:00,2020/07/14/0900Z,175° @ 12
329,2020-07-14 17:00:00,10.0,2020-07-14 10:00:00,2020/07/14/1000Z,175° @ 12
330,2020-07-14 18:00:00,11.0,2020-07-14 11:00:00,2020/07/14/1100Z,175° @ 12
331,2020-07-14 19:00:00,13.0,2020-07-14 12:00:00,2020/07/14/1200Z,190° @ 15
332,2020-07-14 20:00:00,11.0,2020-07-14 13:00:00,2020/07/14/1300Z,190° @ 15
333,2020-07-14 21:00:00,11.0,2020-07-14 14:00:00,2020/07/14/1400Z,190° @ 15
334,2020-07-14 22:00:00,10.0,2020-07-14 15:00:00,2020/07/14/1500Z,205° @ 13
335,2020-07-14 23:00:00,12.0,2020-07-14 16:00:00,2020/07/14/1600Z,205° @ 13
336,2020-07-15 00:00:00,10.0,2020-07-14 17:00:00,2020/07/14/1700Z,205° @ 13
337,2020-07-15 01:00:00,10.0,2020-07-14 18:00:00,2020/07/14/1800Z,225° @ 13
338,2020-07-15 02:00:00,9.0,2020-07-14 19:00:00,2020/07/14/1900Z,225° @ 13
339,2020-07-15 03:00:00,8.0,2020-07-14 20:00:00,2020/07/14/2000Z,225° @ 13
340,2020-07-15 04:00:00,9.0,2020-07-14 21:00:00,2020/07/14/2100Z,270° @ 9
341,2020-07-15 05:00:00,9.0,2020-07-14 22:00:00,2020/07/14/2200Z,270° @ 9
342,2020-07-15 06:00:00,12.0,2020-07-14 23:00:00,2020/07/14/2300Z,270° @ 9
343,2020-07-15 07:00:00,10.0,2020-07-15 00:00:00,2020/07/15/0000Z,200° @ 9
344,2020-07-15 08:00:00,14.0,2020-07-15 01:00:00,2020/07/15/0100Z,200° @ 9
345,2020-07-15 09:00:00,15.0,2020-07-15 02:00:00,2020/07/15/0200Z,200° @ 9
346,2020-07-15 10:00:00,17.0,2020-07-15 03:00:00,2020/07/15/0300Z,180° @ 9
347,2020-07-15 11:00:00,18.0,2020-07-15 04:00:00,2020/07/15/0400Z,180° @ 9
348,2020-07-15 12:00:00,17.0,2020-07-15 05:00:00,2020/07/15/0500Z,180° @ 9
349,2020-07-15 13:00:00,15.0,2020-07-15 06:00:00,2020/07/15/0600Z,195° @ 7
350,2020-07-15 14:00:00,16.0,2020-07-15 07:00:00,2020/07/15/0700Z,195° @ 7
351,2020-07-15 15:00:00,10.0,2020-07-15 08:00:00,2020/07/15/0800Z,195° @ 7
352,2020-07-15 16:00:00,11.0,2020-07-15 09:00:00,2020/07/15/0900Z,200° @ 9
353,2020-07-15 17:00:00,10.0,2020-07-15 10:00:00,2020/07/15/1000Z,200° @ 9
354,2020-07-15 18:00:00,11.0,2020-07-15 11:00:00,2020/07/15/1100Z,200° @ 9
355,2020-07-15 19:00:00,8.0,2020-07-15 12:00:00,2020/07/15/1200Z,200° @ 11
356,2020-07-15 20:00:00,13.0,2020-07-15 13:00:00,2020/07/15/1300Z,200° @ 11
357,2020-07-15 21:00:00,12.0,2020-07-15 14:00:00,2020/07/15/1400Z,200° @ 11
358,2020-07-15 22:00:00,11.0,2020-07-15 15:00:00,2020/07/15/1500Z,225° @ 13
359,2020-07-15 23:00:00,12.0,2020-07-15 16:00:00,2020/07/15/1600Z,225° @ 13
360,2020-07-16 00:00:00,13.0,2020-07-15 17:00:00,2020/07/15/1700Z,225° @ 13
361,2020-07-16 01:00:00,11.0,2020-07-15 18:00:00,2020/07/15/1800Z,230° @ 17
362,2020-07-16 02:00:00,10.0,2020-07-15 19:00:00,2020/07/15/1900Z,230° @ 17
363,2020-07-16 03:00:00,9.0,2020-07-15 20:00:00,2020/07/15/2000Z,230° @ 17
364,2020-07-16 04:00:00,10.0,2020-07-15 21:00:00,2020/07/15/2100Z,270° @ 12
365,2020-07-16 05:00:00,8.0,2020-07-15 22:00:00,2020/07/15/2200Z,270° @ 12
366,2020-07-16 06:00:00,7.0,2020-07-15 23:00:00,2020/07/15/2300Z,270° @ 12
367,2020-07-16 07:00:00,13.0,2020-07-16 00:00:00,2020/07/16/0000Z,265° @ 7
368,2020-07-16 08:00:00,13.0,2020-07-16 01:00:00,2020/07/16/0100Z,265° @ 7
369,2020-07-16 09:00:00,17.0,2020-07-16 02:00:00,2020/07/16/0200Z,265° @ 7
370,2020-07-16 10:00:00,17.0,2020-07-16 03:00:00,2020/07/16/0300Z,260° @ 7
371,2020-07-16 11:00:00,17.0,2020-07-16 04:00:00,2020/07/16/0400Z,260° @ 7
372,2020-07-16 12:00:00,14.0,2020-07-16 05:00:00,2020/07/16/0500Z,260° @ 7
373,2020-07-16 13:00:00,12.0,2020-07-16 06:00:00,2020/07/16/0600Z,185° @ 4
374,2020-07-16 14:00:00,12.0,2020-07-16 07:00:00,2020/07/16/0700Z,185° @ 4
375,2020-07-16 15:00:00,14.0,2020-07-16 08:00:00,2020/07/16/0800Z,185° @ 4
376,2020-07-16 16:00:00,11.0,2020-07-16 09:00:00,2020/07/16/0900Z,200° @ 10
377,2020-07-16 17:00:00,14.0,2020-07-16 10:00:00,2020/07/16/1000Z,200° @ 10
378,2020-07-16 18:00:00,17.0,2020-07-16 11:00:00,2020/07/16/1100Z,200° @ 10
379,2020-07-16 19:00:00,18.0,2020-07-16 12:00:00,2020/07/16/1200Z,180° @ 12
380,2020-07-16 20:00:00,21.0,2020-07-16 13:00:00,2020/07/16/1300Z,180° @ 12
381,2020-07-16 21:00:00,11.0,2020-07-16 14:00:00,2020/07/16/1400Z,180° @ 12
382,2020-07-16 22:00:00,13.0,2020-07-16 15:00:00,2020/07/16/1500Z,190° @ 17
383,2020-07-16 23:00:00,13.0,2020-07-16 16:00:00,2020/07/16/1600Z,190° @ 17
384,2020-07-17 00:00:00,11.0,2020-07-16 17:00:00,2020/07/16/1700Z,190° @ 17
385,2020-07-17 01:00:00,10.0,2020-07-16 18:00:00,2020/07/16/1800Z,195° @ 18
386,2020-07-17 02:00:00,11.0,2020-07-16 19:00:00,2020/07/16/1900Z,195° @ 18
387,2020-07-17 03:00:00,8.0,2020-07-16 20:00:00,2020/07/16/2000Z,195° @ 18
388,2020-07-17 04:00:00,12.0,2020-07-16 21:00:00,2020/07/16/2100Z,215° @ 14
389,2020-07-17 05:00:00,9.0,2020-07-16 22:00:00,2020/07/16/2200Z,215° @ 14
390,2020-07-17 06:00:00,14.0,2020-07-16 23:00:00,2020/07/16/2300Z,215° @ 14
391,2020-07-17 07:00:00,11.0,2020-07-17 00:00:00,2020/07/17/0000Z,195° @ 11
392,2020-07-17 08:00:00,10.0,2020-07-17 01:00:00,2020/07/17/0100Z,195° @ 11
393,2020-07-17 09:00:00,12.0,2020-07-17 02:00:00,2020/07/17/0200Z,195° @ 11
394,2020-07-17 10:00:00,12.0,2020-07-17 03:00:00,2020/07/17/0300Z,220° @ 8
395,2020-07-17 11:00:00,15.0,2020-07-17 04:00:00,2020/07/17/0400Z,220° @ 8
396,2020-07-17 12:00:00,11.0,2020-07-17 05:00:00,2020/07/17/0500Z,220° @ 8
397,2020-07-17 13:00:00,11.0,2020-07-17 06:00:00,2020/07/17/0600Z,195° @ 10
398,2020-07-17 14:00:00,15.0,2020-07-17 07:00:00,2020/07/17/0700Z,195° @ 10
399,2020-07-17 15:00:00,11.0,2020-07-17 08:00:00,2020/07/17/0800Z,195° @ 10
400,2020-07-17 16:00:00,11.0,2020-07-17 09:00:00,2020/07/17/0900Z,180° @ 13
401,2020-07-17 17:00:00,10.0,2020-07-17 10:00:00,2020/07/17/1000Z,180° @ 13
402,2020-07-17 18:00:00,10.0,2020-07-17 11:00:00,2020/07/17/1100Z,180° @ 13
403,2020-07-17 19:00:00,11.0,2020-07-17 12:00:00,2020/07/17/1200Z,190° @ 14
404,2020-07-17 20:00:00,11.0,2020-07-17 13:00:00,2020/07/17/1300Z,190° @ 14
405,2020-07-17 21:00:00,11.0,2020-07-17 14:00:00,2020/07/17/1400Z,190° @ 14
406,2020-07-17 22:00:00,12.0,2020-07-17 15:00:00,2020/07/17/1500Z,205° @ 19
407,2020-07-17 23:00:00,7.0,2020-07-17 16:00:00,2020/07/17/1600Z,205° @ 19
408,2020-07-18 00:00:00,11.0,2020-07-17 17:00:00,2020/07/17/1700Z,205° @ 19
409,2020-07-18 01:00:00,9.0,2020-07-17 18:00:00,2020/07/17/1800Z,215° @ 18
410,2020-07-18 02:00:00,7.0,2020-07-17 19:00:00,2020/07/17/1900Z,215° @ 18
411,2020-07-18 03:00:00,12.0,2020-07-17 20:00:00,2020/07/17/2000Z,215° @ 18
412,2020-07-18 04:00:00,8.0,2020-07-17 21:00:00,2020/07/17/2100Z,215° @ 16
413,2020-07-18 05:00:00,9.0,2020-07-17 22:00:00,2020/07/17/2200Z,215° @ 16
414,2020-07-18 06:00:00,9.0,2020-07-17 23:00:00,2020/07/17/2300Z,215° @ 16
415,2020-07-18 07:00:00,11.0,2020-07-18 00:00:00,2020/07/18/0000Z,255° @ 15
416,2020-07-18 08:00:00,8.0,2020-07-18 01:00:00,2020/07/18/0100Z,255° @ 15
417,2020-07-18 09:00:00,8.0,2020-07-18 02:00:00,2020/07/18/0200Z,255° @ 15
418,2020-07-18 10:00:00,13.0,2020-07-18 03:00:00,2020/07/18/0300Z,265° @ 21
419,2020-07-18 11:00:00,13.0,2020-07-18 04:00:00,2020/07/18/0400Z,265° @ 21
420,2020-07-18 12:00:00,16.0,2020-07-18 05:00:00,2020/07/18/0500Z,265° @ 21
421,2020-07-18 13:00:00,14.0,2020-07-18 06:00:00,2020/07/18/0600Z,235° @ 12
422,2020-07-18 14:00:00,14.0,2020-07-18 07:00:00,2020/07/18/0700Z,235° @ 12
423,2020-07-18 15:00:00,14.0,2020-07-18 08:00:00,2020/07/18/0800Z,235° @ 12
424,2020-07-18 16:00:00,14.0,2020-07-18 09:00:00,2020/07/18/0900Z,230° @ 12
425,2020-07-18 17:00:00,19.0,2020-07-18 10:00:00,2020/07/18/1000Z,230° @ 12
426,2020-07-18 18:00:00,20.0,2020-07-18 11:00:00,2020/07/18/1100Z,230° @ 12
427,2020-07-18 19:00:00,15.0,2020-07-18 12:00:00,2020/07/18/1200Z,245° @ 22
428,2020-07-18 20:00:00,23.0,2020-07-18 13:00:00,2020/07/18/1300Z,245° @ 22
429,2020-07-18 21:00:00,16.0,2020-07-18 14:00:00,2020/07/18/1400Z,245° @ 22
430,2020-07-18 22:00:00,11.0,2020-07-18 15:00:00,2020/07/18/1500Z,245° @ 19
431,2020-07-18 23:00:00,12.0,2020-07-18 16:00:00,2020/07/18/1600Z,245° @ 19
432,2020-07-19 00:00:00,11.0,2020-07-18 17:00:00,2020/07/18/1700Z,245° @ 19
433,2020-07-19 01:00:00,11.0,2020-07-18 18:00:00,2020/07/18/1800Z,260° @ 22
434,2020-07-19 02:00:00,14.0,2020-07-18 19:00:00,2020/07/18/1900Z,260° @ 22
435,2020-07-19 03:00:00,12.0,2020-07-18 20:00:00,2020/07/18/2000Z,260° @ 22
436,2020-07-19 04:00:00,10.0,2020-07-18 21:00:00,2020/07/18/2100Z,260° @ 22
437,2020-07-19 05:00:00,10.0,2020-07-18 22:00:00,2020/07/18/2200Z,260° @ 22
438,2020-07-19 06:00:00,17.0,2020-07-18 23:00:00,2020/07/18/2300Z,260° @ 22
439,2020-07-19 07:00:00,15.0,2020-07-19 00:00:00,2020/07/19/0000Z,265° @ 20
440,2020-07-19 08:00:00,10.0,2020-07-19 01:00:00,2020/07/19/0100Z,265° @ 20
441,2020-07-19 09:00:00,14.0,2020-07-19 02:00:00,2020/07/19/0200Z,265° @ 20
442,2020-07-19 10:00:00,13.0,2020-07-19 03:00:00,2020/07/19/0300Z,260° @ 22
443,2020-07-19 11:00:00,12.0,2020-07-19 04:00:00,2020/07/19/0400Z,260° @ 22
444,2020-07-19 12:00:00,17.0,2020-07-19 05:00:00,2020/07/19/0500Z,260° @ 22
445,2020-07-19 13:00:00,17.0,2020-07-19 06:00:00,2020/07/19/0600Z,250° @ 19
446,2020-07-19 14:00:00,13.0,2020-07-19 07:00:00,2020/07/19/0700Z,250° @ 19
447,2020-07-19 15:00:00,12.0,2020-07-19 08:00:00,2020/07/19/0800Z,250° @ 19
448,2020-07-19 16:00:00,13.0,2020-07-19 09:00:00,2020/07/19/0900Z,245° @ 11
449,2020-07-19 17:00:00,9.0,2020-07-19 10:00:00,2020/07/19/1000Z,245° @ 11
450,2020-07-19 18:00:00,12.0,2020-07-19 11:00:00,2020/07/19/1100Z,245° @ 11
451,2020-07-19 19:00:00,17.0,2020-07-19 12:00:00,2020/07/19/1200Z,280° @ 18
452,2020-07-19 20:00:00,13.0,2020-07-19 13:00:00,2020/07/19/1300Z,280° @ 18
453,2020-07-19 21:00:00,11.0,2020-07-19 14:00:00,2020/07/19/1400Z,280° @ 18
454,2020-07-19 22:00:00,12.0,2020-07-19 15:00:00,2020/07/19/1500Z,270° @ 16
455,2020-07-19 23:00:00,12.0,2020-07-19 16:00:00,2020/07/19/1600Z,270° @ 16
456,2020-07-20 00:00:00,11.0,2020-07-19 17:00:00,2020/07/19/1700Z,270° @ 16
457,2020-07-20 01:00:00,11.0,2020-07-19 18:00:00,2020/07/19/1800Z,265° @ 8
458,2020-07-20 02:00:00,14.0,2020-07-19 19:00:00,2020/07/19/1900Z,265° @ 8
459,2020-07-20 03:00:00,12.0,2020-07-19 20:00:00,2020/07/19/2000Z,265° @ 8
460,2020-07-20 04:00:00,11.0,2020-07-19 21:00:00,2020/07/19/2100Z,260° @ 13
461,2020-07-20 05:00:00,8.0,2020-07-19 22:00:00,2020/07/19/2200Z,260° @ 13
462,2020-07-20 06:00:00,8.0,2020-07-19 23:00:00,2020/07/19/2300Z,260° @ 13
463,2020-07-20 07:00:00,18.0,2020-07-20 00:00:00,2020/07/20/0000Z,275° @ 17
464,2020-07-20 08:00:00,14.0,2020-07-20 01:00:00,2020/07/20/0100Z,275° @ 17
465,2020-07-20 09:00:00,16.0,2020-07-20 02:00:00,2020/07/20/0200Z,275° @ 17
466,2020-07-20 10:00:00,17.0,2020-07-20 03:00:00,2020/07/20/0300Z,260° @ 12
467,2020-07-20 11:00:00,17.0,2020-07-20 04:00:00,2020/07/20/0400Z,260° @ 12
468,2020-07-20 12:00:00,13.0,2020-07-20 05:00:00,2020/07/20/0500Z,260° @ 12
469,2020-07-20 13:00:00,14.0,2020-07-20 06:00:00,2020/07/20/0600Z,255° @ 14
470,2020-07-20 14:00:00,15.0,2020-07-20 07:00:00,2020/07/20/0700Z,255° @ 14
471,2020-07-20 15:00:00,15.0,2020-07-20 08:00:00,2020/07/20/0800Z,255° @ 14
472,2020-07-20 16:00:00,17.0,2020-07-20 09:00:00,2020/07/20/0900Z,220° @ 11
473,2020-07-20 17:00:00,20.0,2020-07-20 10:00:00,2020/07/20/1000Z,220° @ 11
474,2020-07-20 18:00:00,17.0,2020-07-20 11:00:00,2020/07/20/1100Z,220° @ 11
475,2020-07-20 19:00:00,19.0,2020-07-20 12:00:00,2020/07/20/1200Z,250° @ 9
476,2020-07-20 20:00:00,14.0,2020-07-20 13:00:00,2020/07/20/1300Z,250° @ 9
477,2020-07-20 21:00:00,16.0,2020-07-20 14:00:00,2020/07/20/1400Z,250° @ 9
478,2020-07-20 22:00:00,12.0,2020-07-20 15:00:00,2020/07/20/1500Z,220° @ 9
479,2020-07-20 23:00:00,9.0,2020-07-20 16:00:00,2020/07/20/1600Z,220° @ 9
480,2020-07-21 00:00:00,9.0,2020-07-20 17:00:00,2020/07/20/1700Z,220° @ 9
481,2020-07-21 01:00:00,9.0,2020-07-20 18:00:00,2020/07/20/1800Z,215° @ 13
482,2020-07-21 02:00:00,14.0,2020-07-20 19:00:00,2020/07/20/1900Z,215° @ 13
483,2020-07-21 03:00:00,11.0,2020-07-20 20:00:00,2020/07/20/2000Z,215° @ 13
484,2020-07-21 04:00:00,7.0,2020-07-20 21:00:00,2020/07/20/2100Z,235° @ 13
485,2020-07-21 05:00:00,7.0,2020-07-20 22:00:00,2020/07/20/2200Z,235° @ 13
486,2020-07-21 06:00:00,10.0,2020-07-20 23:00:00,2020/07/20/2300Z,235° @ 13
487,2020-07-21 07:00:00,11.0,2020-07-21 00:00:00,2020/07/21/0000Z,245° @ 10
488,2020-07-21 08:00:00,9.0,2020-07-21 01:00:00,2020/07/21/0100Z,245° @ 10
489,2020-07-21 09:00:00,12.0,2020-07-21 02:00:00,2020/07/21/0200Z,245° @ 10
490,2020-07-21 10:00:00,12.0,2020-07-21 03:00:00,2020/07/21/0300Z,255° @ 5
491,2020-07-21 11:00:00,11.0,2020-07-21 04:00:00,2020/07/21/0400Z,255° @ 5
492,2020-07-21 12:00:00,17.0,2020-07-21 05:00:00,2020/07/21/0500Z,255° @ 5
493,2020-07-21 13:00:00,17.0,2020-07-21 06:00:00,2020/07/21/0600Z,255° @ 16
494,2020-07-21 14:00:00,17.0,2020-07-21 07:00:00,2020/07/21/0700Z,255° @ 16
495,2020-07-21 15:00:00,13.0,2020-07-21 08:00:00,2020/07/21/0800Z,255° @ 16
496,2020-07-21 16:00:00,10.0,2020-07-21 09:00:00,2020/07/21/0900Z,275° @ 18
497,2020-07-21 17:00:00,11.0,2020-07-21 10:00:00,2020/07/21/1000Z,275° @ 18
498,2020-07-21 18:00:00,14.0,2020-07-21 11:00:00,2020/07/21/1100Z,275° @ 18
499,2020-07-21 19:00:00,10.0,2020-07-21 12:00:00,2020/07/21/1200Z,280° @ 12
500,2020-07-21 20:00:00,11.0,2020-07-21 13:00:00,2020/07/21/1300Z,280° @ 12
501,2020-07-21 21:00:00,13.0,2020-07-21 14:00:00,2020/07/21/1400Z,280° @ 12
502,2020-07-21 22:00:00,8.0,2020-07-21 15:00:00,2020/07/21/1500Z,260° @ 4
503,2020-07-21 23:00:00,14.0,2020-07-21 16:00:00,2020/07/21/1600Z,260° @ 4
504,2020-07-22 00:00:00,16.0,2020-07-21 17:00:00,2020/07/21/1700Z,260° @ 4
505,2020-07-22 01:00:00,13.0,2020-07-21 18:00:00,2020/07/21/1800Z,210° @ 9
506,2020-07-22 02:00:00,11.0,2020-07-21 19:00:00,2020/07/21/1900Z,210° @ 9
507,2020-07-22 03:00:00,13.0,2020-07-21 20:00:00,2020/07/21/2000Z,210° @ 9
508,2020-07-22 04:00:00,9.0,2020-07-21 21:00:00,2020/07/21/2100Z,195° @ 10
509,2020-07-22 05:00:00,16.0,2020-07-21 22:00:00,2020/07/21/2200Z,195° @ 10
510,2020-07-22 06:00:00,12.0,2020-07-21 23:00:00,2020/07/21/2300Z,195° @ 10
511,2020-07-22 07:00:00,11.0,2020-07-22 00:00:00,2020/07/22/0000Z,220° @ 13
512,2020-07-22 08:00:00,11.0,2020-07-22 01:00:00,2020/07/22/0100Z,220° @ 13
513,2020-07-22 09:00:00,12.0,2020-07-22 02:00:00,2020/07/22/0200Z,220° @ 13
514,2020-07-22 10:00:00,12.0,2020-07-22 03:00:00,2020/07/22/0300Z,235° @ 10
515,2020-07-22 11:00:00,16.0,2020-07-22 04:00:00,2020/07/22/0400Z,235° @ 10
516,2020-07-22 12:00:00,17.0,2020-07-22 05:00:00,2020/07/22/0500Z,235° @ 10
517,2020-07-22 13:00:00,14.0,2020-07-22 06:00:00,2020/07/22/0600Z,210° @ 12
518,2020-07-22 14:00:00,15.0,2020-07-22 07:00:00,2020/07/22/0700Z,210° @ 12
519,2020-07-22 15:00:00,14.0,2020-07-22 08:00:00,2020/07/22/0800Z,210° @ 12
520,2020-07-22 16:00:00,13.0,2020-07-22 09:00:00,2020/07/22/0900Z,165° @ 11
521,2020-07-22 17:00:00,14.0,2020-07-22 10:00:00,2020/07/22/1000Z,165° @ 11
522,2020-07-22 18:00:00,13.0,2020-07-22 11:00:00,2020/07/22/1100Z,165° @ 11
523,2020-07-22 19:00:00,14.0,2020-07-22 12:00:00,2020/07/22/1200Z,165° @ 11
524,2020-07-22 20:00:00,19.0,2020-07-22 13:00:00,2020/07/22/1300Z,185° @ 18
525,2020-07-22 21:00:00,15.0,2020-07-22 14:00:00,2020/07/22/1400Z,185° @ 18
526,2020-07-22 22:00:00,17.0,2020-07-22 15:00:00,2020/07/22/1500Z,190° @ 24
527,2020-07-22 23:00:00,17.0,2020-07-22 16:00:00,2020/07/22/1600Z,190° @ 24
528,2020-07-23 00:00:00,13.0,2020-07-22 17:00:00,2020/07/22/1700Z,190° @ 24
529,2020-07-23 01:00:00,13.0,2020-07-22 18:00:00,2020/07/22/1800Z,185° @ 16
530,2020-07-23 02:00:00,9.0,2020-07-22 19:00:00,2020/07/22/1900Z,185° @ 16
531,2020-07-23 03:00:00,9.0,2020-07-22 20:00:00,2020/07/22/2000Z,185° @ 16
532,2020-07-23 04:00:00,13.0,2020-07-22 21:00:00,2020/07/22/2100Z,190° @ 15
533,2020-07-23 05:00:00,12.0,2020-07-22 22:00:00,2020/07/22/2200Z,190° @ 15
534,2020-07-23 06:00:00,10.0,2020-07-22 23:00:00,2020/07/22/2300Z,190° @ 15
535,2020-07-23 07:00:00,13.0,2020-07-23 00:00:00,2020/07/23/0000Z,195° @ 14
536,2020-07-23 08:00:00,17.0,2020-07-23 01:00:00,2020/07/23/0100Z,195° @ 14
537,2020-07-23 09:00:00,13.0,2020-07-23 02:00:00,2020/07/23/0200Z,195° @ 14
538,2020-07-23 10:00:00,8.0,2020-07-23 03:00:00,2020/07/23/0300Z,190° @ 13
539,2020-07-23 11:00:00,10.0,2020-07-23 04:00:00,2020/07/23/0400Z,190° @ 13
540,2020-07-23 12:00:00,11.0,2020-07-23 05:00:00,2020/07/23/0500Z,190° @ 13
541,2020-07-23 13:00:00,10.0,2020-07-23 06:00:00,2020/07/23/0600Z,185° @ 9
542,2020-07-23 14:00:00,13.0,2020-07-23 07:00:00,2020/07/23/0700Z,185° @ 9
543,2020-07-23 15:00:00,13.0,2020-07-23 08:00:00,2020/07/23/0800Z,185° @ 9
544,2020-07-23 16:00:00,15.0,2020-07-23 09:00:00,2020/07/23/0900Z,185° @ 10
545,2020-07-23 17:00:00,16.0,2020-07-23 10:00:00,2020/07/23/1000Z,185° @ 10
