,date,PM2.5,date_utc,url_date,temp,wind
3000,2020-11-03 00:00:00,17.0,2020-11-02 17:00:00,2020/11/02/1700Z,22.2,130° @ 5
3001,2020-11-03 01:00:00,18.0,2020-11-02 18:00:00,2020/11/02/1800Z,21.6,145° @ 12
3002,2020-11-03 02:00:00,18.0,2020-11-02 19:00:00,2020/11/02/1900Z,21.6,145° @ 12
3003,2020-11-03 03:00:00,18.0,2020-11-02 20:00:00,2020/11/02/2000Z,21.6,145° @ 12
3004,2020-11-03 04:00:00,18.0,2020-11-02 21:00:00,2020/11/02/2100Z,21.0,150° @ 21
3005,2020-11-03 05:00:00,18.0,2020-11-02 22:00:00,2020/11/02/2200Z,21.0,150° @ 21
3006,2020-11-03 06:00:00,18.0,2020-11-02 23:00:00,2020/11/02/2300Z,21.0,150° @ 21
3007,2020-11-03 07:00:00,19.0,2020-11-03 00:00:00,2020/11/03/0000Z,21.6,155° @ 29
3008,2020-11-03 08:00:00,19.0,2020-11-03 01:00:00,2020/11/03/0100Z,21.6,155° @ 29
3009,2020-11-03 09:00:00,19.0,2020-11-03 02:00:00,2020/11/03/0200Z,21.6,155° @ 29
3010,2020-11-03 10:00:00,19.0,2020-11-03 03:00:00,2020/11/03/0300Z,25.9,165° @ 20
3011,2020-11-03 11:00:00,19.0,2020-11-03 04:00:00,2020/11/03/0400Z,25.9,165° @ 20
3012,2020-11-03 12:00:00,19.0,2020-11-03 05:00:00,2020/11/03/0500Z,25.9,165° @ 20
3013,2020-11-03 13:00:00,19.0,2020-11-03 06:00:00,2020/11/03/0600Z,28.9,160° @ 12
3014,2020-11-03 14:00:00,19.0,2020-11-03 07:00:00,2020/11/03/0700Z,28.9,160° @ 12
3015,2020-11-03 15:00:00,19.0,2020-11-03 08:00:00,2020/11/03/0800Z,28.9,160° @ 12
3016,2020-11-03 16:00:00,19.0,2020-11-03 09:00:00,2020/11/03/0900Z,28.3,170° @ 11
3017,2020-11-03 17:00:00,18.0,2020-11-03 10:00:00,2020/11/03/1000Z,28.3,170° @ 11
3018,2020-11-03 18:00:00,19.0,2020-11-03 11:00:00,2020/11/03/1100Z,28.3,170° @ 11
3019,2020-11-03 19:00:00,18.0,2020-11-03 12:00:00,2020/11/03/1200Z,23.3,155° @ 10
3020,2020-11-03 20:00:00,18.0,2020-11-03 13:00:00,2020/11/03/1300Z,23.3,155° @ 10
3021,2020-11-03 21:00:00,18.0,2020-11-03 14:00:00,2020/11/03/1400Z,23.3,155° @ 10
3022,2020-11-03 22:00:00,18.0,2020-11-03 15:00:00,2020/11/03/1500Z,21.9,155° @ 15
3023,2020-11-03 23:00:00,18.0,2020-11-03 16:00:00,2020/11/03/1600Z,21.9,155° @ 15
3024,2020-11-04 00:00:00,18.0,2020-11-03 17:00:00,2020/11/03/1700Z,21.9,155° @ 15
3025,2020-11-04 01:00:00,18.0,2020-11-03 18:00:00,2020/11/03/1800Z,21.2,165° @ 19
3026,2020-11-04 02:00:00,18.0,2020-11-03 19:00:00,2020/11/03/1900Z,21.2,165° @ 19
3027,2020-11-04 03:00:00,18.0,2020-11-03 20:00:00,2020/11/03/2000Z,21.2,165° @ 19
3028,2020-11-04 04:00:00,18.0,2020-11-03 21:00:00,2020/11/03/2100Z,20.7,170° @ 20
3029,2020-11-04 05:00:00,19.0,2020-11-03 22:00:00,2020/11/03/2200Z,20.7,170° @ 20
3030,2020-11-04 06:00:00,19.0,2020-11-03 23:00:00,2020/11/03/2300Z,20.7,170° @ 20
3031,2020-11-04 07:00:00,18.0,2020-11-04 00:00:00,2020/11/04/0000Z,21.3,175° @ 21
3032,2020-11-04 08:00:00,18.0,2020-11-04 01:00:00,2020/11/04/0100Z,21.3,175° @ 21
3033,2020-11-04 09:00:00,19.0,2020-11-04 02:00:00,2020/11/04/0200Z,21.3,175° @ 21
3034,2020-11-04 10:00:00,19.0,2020-11-04 03:00:00,2020/11/04/0300Z,25.1,190° @ 19
3035,2020-11-04 11:00:00,19.0,2020-11-04 04:00:00,2020/11/04/0400Z,25.1,190° @ 19
3036,2020-11-04 12:00:00,19.0,2020-11-04 05:00:00,2020/11/04/0500Z,25.1,190° @ 19
3037,2020-11-04 13:00:00,19.0,2020-11-04 06:00:00,2020/11/04/0600Z,28.5,190° @ 15
3038,2020-11-04 14:00:00,19.0,2020-11-04 07:00:00,2020/11/04/0700Z,28.5,190° @ 15
3039,2020-11-04 15:00:00,20.0,2020-11-04 08:00:00,2020/11/04/0800Z,28.5,190° @ 15
3040,2020-11-04 16:00:00,20.0,2020-11-04 09:00:00,2020/11/04/0900Z,27.7,200° @ 14
3041,2020-11-04 17:00:00,20.0,2020-11-04 10:00:00,2020/11/04/1000Z,27.7,200° @ 14
3042,2020-11-04 18:00:00,20.0,2020-11-04 11:00:00,2020/11/04/1100Z,27.7,200° @ 14
3043,2020-11-04 19:00:00,20.0,2020-11-04 12:00:00,2020/11/04/1200Z,22.5,195° @ 15
3044,2020-11-04 20:00:00,20.0,2020-11-04 13:00:00,2020/11/04/1300Z,22.5,195° @ 15
3045,2020-11-04 21:00:00,20.0,2020-11-04 14:00:00,2020/11/04/1400Z,22.5,195° @ 15
3046,2020-11-04 22:00:00,20.0,2020-11-04 15:00:00,2020/11/04/1500Z,21.3,180° @ 26
3047,2020-11-04 23:00:00,20.0,2020-11-04 16:00:00,2020/11/04/1600Z,21.3,180° @ 26
3048,2020-11-05 00:00:00,20.0,2020-11-04 17:00:00,2020/11/04/1700Z,21.3,180° @ 26
3049,2020-11-05 01:00:00,20.0,2020-11-04 18:00:00,2020/11/04/1800Z,20.5,190° @ 22
3050,2020-11-05 02:00:00,19.0,2020-11-04 19:00:00,2020/11/04/1900Z,20.5,190° @ 22
3051,2020-11-05 03:00:00,19.0,2020-11-04 20:00:00,2020/11/04/2000Z,20.5,190° @ 22
3052,2020-11-05 04:00:00,19.0,2020-11-04 21:00:00,2020/11/04/2100Z,20.1,190° @ 21
3053,2020-11-05 05:00:00,19.0,2020-11-04 22:00:00,2020/11/04/2200Z,20.1,190° @ 21
3054,2020-11-05 06:00:00,19.0,2020-11-04 23:00:00,2020/11/04/2300Z,20.1,190° @ 21
3055,2020-11-05 07:00:00,19.0,2020-11-05 00:00:00,2020/11/05/0000Z,21.0,200° @ 17
3056,2020-11-05 08:00:00,19.0,2020-11-05 01:00:00,2020/11/05/0100Z,21.0,200° @ 17
3057,2020-11-05 09:00:00,18.0,2020-11-05 02:00:00,2020/11/05/0200Z,21.0,200° @ 17
3058,2020-11-05 10:00:00,18.0,2020-11-05 03:00:00,2020/11/05/0300Z,25.7,220° @ 6
3059,2020-11-05 11:00:00,18.0,2020-11-05 04:00:00,2020/11/05/0400Z,25.7,220° @ 6
3060,2020-11-05 12:00:00,18.0,2020-11-05 05:00:00,2020/11/05/0500Z,25.7,220° @ 6
3061,2020-11-05 13:00:00,17.0,2020-11-05 06:00:00,2020/11/05/0600Z,28.6,195° @ 3
3062,2020-11-05 14:00:00,17.0,2020-11-05 07:00:00,2020/11/05/0700Z,28.6,195° @ 3
3063,2020-11-05 15:00:00,17.0,2020-11-05 08:00:00,2020/11/05/0800Z,28.6,195° @ 3
3064,2020-11-05 16:00:00,17.0,2020-11-05 09:00:00,2020/11/05/0900Z,28.1,255° @ 2
3065,2020-11-05 17:00:00,17.0,2020-11-05 10:00:00,2020/11/05/1000Z,28.1,255° @ 2
3066,2020-11-05 18:00:00,17.0,2020-11-05 11:00:00,2020/11/05/1100Z,28.1,255° @ 2
3067,2020-11-05 19:00:00,17.0,2020-11-05 12:00:00,2020/11/05/1200Z,23.1,95° @ 1
3068,2020-11-05 20:00:00,17.0,2020-11-05 13:00:00,2020/11/05/1300Z,23.1,95° @ 1
3069,2020-11-05 21:00:00,17.0,2020-11-05 14:00:00,2020/11/05/1400Z,23.1,95° @ 1
