,date,PM2.5,date_utc,url_date,temp,wind
7000,2021-04-18 16:00:00,15.0,2021-04-18 09:00:00,2021/04/18/0900Z,30.5,265° @ 7
7001,2021-04-18 17:00:00,15.0,2021-04-18 10:00:00,2021/04/18/1000Z,30.9,235° @ 7
7002,2021-04-18 18:00:00,15.0,2021-04-18 11:00:00,2021/04/18/1100Z,29.0,225° @ 10
7003,2021-04-18 19:00:00,15.0,2021-04-18 12:00:00,2021/04/18/1200Z,26.3,220° @ 9
7004,2021-04-18 20:00:00,14.0,2021-04-18 13:00:00,2021/04/18/1300Z,25.4,210° @ 9
7005,2021-04-18 21:00:00,14.0,2021-04-18 14:00:00,2021/04/18/1400Z,24.5,200° @ 11
7006,2021-04-18 22:00:00,13.0,2021-04-18 15:00:00,2021/04/18/1500Z,23.5,210° @ 11
7007,2021-04-18 23:00:00,14.0,2021-04-18 16:00:00,2021/04/18/1600Z,23.2,210° @ 14
7008,2021-04-19 00:00:00,14.0,2021-04-18 17:00:00,2021/04/18/1700Z,22.8,225° @ 14
7009,2021-04-19 01:00:00,14.0,2021-04-18 18:00:00,2021/04/18/1800Z,22.5,235° @ 15
7010,2021-04-19 02:00:00,15.0,2021-04-18 19:00:00,2021/04/18/1900Z,22.5,245° @ 14
7011,2021-04-19 03:00:00,15.0,2021-04-18 20:00:00,2021/04/18/2000Z,22.0,260° @ 13
7012,2021-04-19 04:00:00,15.0,2021-04-18 21:00:00,2021/04/18/2100Z,21.7,270° @ 11
7013,2021-04-19 05:00:00,15.0,2021-04-18 22:00:00,2021/04/18/2200Z,21.4,270° @ 9
7014,2021-04-19 06:00:00,15.0,2021-04-18 23:00:00,2021/04/18/2300Z,21.2,265° @ 8
7015,2021-04-19 07:00:00,15.0,2021-04-19 00:00:00,2021/04/19/0000Z,22.4,245° @ 9
7016,2021-04-19 08:00:00,16.0,2021-04-19 01:00:00,2021/04/19/0100Z,24.8,240° @ 9
7017,2021-04-19 09:00:00,16.0,2021-04-19 02:00:00,2021/04/19/0200Z,27.3,240° @ 10
7018,2021-04-19 10:00:00,16.0,2021-04-19 03:00:00,2021/04/19/0300Z,29.6,250° @ 10
7019,2021-04-19 11:00:00,17.0,2021-04-19 04:00:00,2021/04/19/0400Z,31.6,240° @ 5
