,date,PM2.5,date_utc,url_date,temp,wind
1000,2020-08-11 16:00:00,13.0,2020-08-11 09:00:00,2020/08/11/0900Z,29.5,240° @ 23
1001,2020-08-11 17:00:00,18.0,2020-08-11 10:00:00,2020/08/11/1000Z,29.5,240° @ 23
1002,2020-08-11 18:00:00,16.0,2020-08-11 11:00:00,2020/08/11/1100Z,29.5,240° @ 23
1003,2020-08-11 19:00:00,14.0,2020-08-11 12:00:00,2020/08/11/1200Z,25.1,245° @ 25
1004,2020-08-11 20:00:00,15.0,2020-08-11 13:00:00,2020/08/11/1300Z,25.1,245° @ 25
1005,2020-08-11 21:00:00,14.0,2020-08-11 14:00:00,2020/08/11/1400Z,25.1,245° @ 25
1006,2020-08-11 22:00:00,11.0,2020-08-11 15:00:00,2020/08/11/1500Z,23.7,265° @ 29
1007,2020-08-11 23:00:00,7.0,2020-08-11 16:00:00,2020/08/11/1600Z,23.7,265° @ 29
1008,2020-08-12 00:00:00,12.0,2020-08-11 17:00:00,2020/08/11/1700Z,23.7,265° @ 29
1009,2020-08-12 01:00:00,12.0,2020-08-11 18:00:00,2020/08/11/1800Z,22.9,270° @ 22
1010,2020-08-12 02:00:00,12.0,2020-08-11 19:00:00,2020/08/11/1900Z,22.9,270° @ 22
1011,2020-08-12 03:00:00,13.0,2020-08-11 20:00:00,2020/08/11/2000Z,22.9,270° @ 22
1012,2020-08-12 04:00:00,12.0,2020-08-11 21:00:00,2020/08/11/2100Z,22.4,265° @ 16
1013,2020-08-12 05:00:00,11.0,2020-08-11 22:00:00,2020/08/11/2200Z,22.4,265° @ 16
1014,2020-08-12 06:00:00,13.0,2020-08-11 23:00:00,2020/08/11/2300Z,22.4,265° @ 16
1015,2020-08-12 07:00:00,10.0,2020-08-12 00:00:00,2020/08/12/0000Z,22.8,270° @ 21
1016,2020-08-12 08:00:00,10.0,2020-08-12 01:00:00,2020/08/12/0100Z,22.8,270° @ 21
1017,2020-08-12 09:00:00,15.0,2020-08-12 02:00:00,2020/08/12/0200Z,22.8,270° @ 21
1018,2020-08-12 10:00:00,17.0,2020-08-12 03:00:00,2020/08/12/0300Z,27.3,255° @ 17
1019,2020-08-12 11:00:00,16.0,2020-08-12 04:00:00,2020/08/12/0400Z,27.3,255° @ 17
1020,2020-08-12 12:00:00,16.0,2020-08-12 05:00:00,2020/08/12/0500Z,27.3,255° @ 17
1021,2020-08-12 13:00:00,21.0,2020-08-12 06:00:00,2020/08/12/0600Z,30.3,255° @ 10
1022,2020-08-12 14:00:00,19.0,2020-08-12 07:00:00,2020/08/12/0700Z,30.3,255° @ 10
1023,2020-08-12 15:00:00,18.0,2020-08-12 08:00:00,2020/08/12/0800Z,30.3,255° @ 10
1024,2020-08-12 16:00:00,10.0,2020-08-12 09:00:00,2020/08/12/0900Z,29.5,230° @ 7
1025,2020-08-12 17:00:00,16.0,2020-08-12 10:00:00,2020/08/12/1000Z,29.5,230° @ 7
1026,2020-08-12 18:00:00,13.0,2020-08-12 11:00:00,2020/08/12/1100Z,29.5,230° @ 7
1027,2020-08-12 19:00:00,14.0,2020-08-12 12:00:00,2020/08/12/1200Z,24.7,205° @ 17
