,date,PM2.5,date_utc,url_date,temp
2000,2020-09-22 08:00:00,12.0,2020-09-22 01:00:00,2020/09/22/0100Z,22.8
2001,2020-09-22 09:00:00,12.0,2020-09-22 02:00:00,2020/09/22/0200Z,22.8
2002,2020-09-22 10:00:00,13.0,2020-09-22 03:00:00,2020/09/22/0300Z,23.9
2003,2020-09-22 11:00:00,13.0,2020-09-22 04:00:00,2020/09/22/0400Z,23.9
2004,2020-09-22 12:00:00,13.0,2020-09-22 05:00:00,2020/09/22/0500Z,23.9
2005,2020-09-22 13:00:00,13.0,2020-09-22 06:00:00,2020/09/22/0600Z,28.0
2006,2020-09-22 14:00:00,13.0,2020-09-22 07:00:00,2020/09/22/0700Z,28.0
2007,2020-09-22 15:00:00,13.0,2020-09-22 08:00:00,2020/09/22/0800Z,28.0
2008,2020-09-22 16:00:00,13.0,2020-09-22 09:00:00,2020/09/22/0900Z,29.8
2009,2020-09-22 17:00:00,14.0,2020-09-22 10:00:00,2020/09/22/1000Z,29.8
2010,2020-09-22 18:00:00,14.0,2020-09-22 11:00:00,2020/09/22/1100Z,29.8
2011,2020-09-22 19:00:00,14.0,2020-09-22 12:00:00,2020/09/22/1200Z,24.8
2012,2020-09-22 20:00:00,14.0,2020-09-22 13:00:00,2020/09/22/1300Z,24.8
2013,2020-09-22 21:00:00,14.0,2020-09-22 14:00:00,2020/09/22/1400Z,24.8
2014,2020-09-22 22:00:00,14.0,2020-09-22 15:00:00,2020/09/22/1500Z,23.9
2015,2020-09-22 23:00:00,14.0,2020-09-22 16:00:00,2020/09/22/1600Z,23.9
2016,2020-09-23 00:00:00,14.0,2020-09-22 17:00:00,2020/09/22/1700Z,23.9
2017,2020-09-23 01:00:00,14.0,2020-09-22 18:00:00,2020/09/22/1800Z,22.7
2018,2020-09-23 02:00:00,14.0,2020-09-22 19:00:00,2020/09/22/1900Z,22.7
2019,2020-09-23 03:00:00,14.0,2020-09-22 20:00:00,2020/09/22/2000Z,22.7
2020,2020-09-23 04:00:00,14.0,2020-09-22 21:00:00,2020/09/22/2100Z,22.1
2021,2020-09-23 05:00:00,14.0,2020-09-22 22:00:00,2020/09/22/2200Z,22.1
2022,2020-09-23 06:00:00,14.0,2020-09-22 23:00:00,2020/09/22/2300Z,22.1
2023,2020-09-23 07:00:00,14.0,2020-09-23 00:00:00,2020/09/23/0000Z,23.2
2024,2020-09-23 08:00:00,14.0,2020-09-23 01:00:00,2020/09/23/0100Z,23.2
2025,2020-09-23 09:00:00,14.0,2020-09-23 02:00:00,2020/09/23/0200Z,23.2
2026,2020-09-23 10:00:00,14.0,2020-09-23 03:00:00,2020/09/23/0300Z,26.6
2027,2020-09-23 11:00:00,14.0,2020-09-23 04:00:00,2020/09/23/0400Z,26.6
2028,2020-09-23 12:00:00,13.0,2020-09-23 05:00:00,2020/09/23/0500Z,26.6
2029,2020-09-23 13:00:00,14.0,2020-09-23 06:00:00,2020/09/23/0600Z,26.0
2030,2020-09-23 14:00:00,14.0,2020-09-23 07:00:00,2020/09/23/0700Z,26.0
2031,2020-09-23 15:00:00,14.0,2020-09-23 08:00:00,2020/09/23/0800Z,26.0
2032,2020-09-23 16:00:00,14.0,2020-09-23 09:00:00,2020/09/23/0900Z,25.2
2033,2020-09-23 17:00:00,14.0,2020-09-23 10:00:00,2020/09/23/1000Z,25.2
2034,2020-09-23 18:00:00,14.0,2020-09-23 11:00:00,2020/09/23/1100Z,25.2
2035,2020-09-23 19:00:00,13.0,2020-09-23 12:00:00,2020/09/23/1200Z,23.8
2036,2020-09-23 20:00:00,13.0,2020-09-23 13:00:00,2020/09/23/1300Z,23.8
2037,2020-09-23 21:00:00,12.0,2020-09-23 14:00:00,2020/09/23/1400Z,23.8
2038,2020-09-23 22:00:00,12.0,2020-09-23 15:00:00,2020/09/23/1500Z,23.2
2039,2020-09-23 23:00:00,12.0,2020-09-23 16:00:00,2020/09/23/1600Z,23.2
2040,2020-09-24 00:00:00,12.0,2020-09-23 17:00:00,2020/09/23/1700Z,23.2
2041,2020-09-24 01:00:00,11.0,2020-09-23 18:00:00,2020/09/23/1800Z,22.7
2042,2020-09-24 02:00:00,11.0,2020-09-23 19:00:00,2020/09/23/1900Z,22.7
2043,2020-09-24 03:00:00,11.0,2020-09-23 20:00:00,2020/09/23/2000Z,22.7
2044,2020-09-24 04:00:00,12.0,2020-09-23 21:00:00,2020/09/23/2100Z,22.2
2045,2020-09-24 05:00:00,12.0,2020-09-23 22:00:00,2020/09/23/2200Z,22.2
2046,2020-09-24 06:00:00,12.0,2020-09-23 23:00:00,2020/09/23/2300Z,22.2
2047,2020-09-24 07:00:00,12.0,2020-09-24 00:00:00,2020/09/24/0000Z,22.8
2048,2020-09-24 08:00:00,12.0,2020-09-24 01:00:00,2020/09/24/0100Z,22.8
2049,2020-09-24 09:00:00,12.0,2020-09-24 02:00:00,2020/09/24/0200Z,22.8
2050,2020-09-24 10:00:00,12.0,2020-09-24 03:00:00,2020/09/24/0300Z,24.7
2051,2020-09-24 11:00:00,11.0,2020-09-24 04:00:00,2020/09/24/0400Z,24.7
2052,2020-09-24 12:00:00,,2020-09-24 05:00:00,2020/09/24/0500Z,24.7
2053,2020-09-24 13:00:00,11.0,2020-09-24 06:00:00,2020/09/24/0600Z,28.3
2054,2020-09-24 14:00:00,11.0,2020-09-24 07:00:00,2020/09/24/0700Z,28.3
2055,2020-09-24 15:00:00,10.0,2020-09-24 08:00:00,2020/09/24/0800Z,28.3
2056,2020-09-24 16:00:00,10.0,2020-09-24 09:00:00,2020/09/24/0900Z,27.6
2057,2020-09-24 17:00:00,10.0,2020-09-24 10:00:00,2020/09/24/1000Z,27.6
2058,2020-09-24 18:00:00,10.0,2020-09-24 11:00:00,2020/09/24/1100Z,27.6
2059,2020-09-24 19:00:00,10.0,2020-09-24 12:00:00,2020/09/24/1200Z,27.6
2060,2020-09-24 20:00:00,10.0,2020-09-24 13:00:00,2020/09/24/1300Z,23.8
2061,2020-09-24 21:00:00,10.0,2020-09-24 14:00:00,2020/09/24/1400Z,23.8
2062,2020-09-24 22:00:00,10.0,2020-09-24 15:00:00,2020/09/24/1500Z,22.8
2063,2020-09-24 23:00:00,11.0,2020-09-24 16:00:00,2020/09/24/1600Z,22.8
2064,2020-09-25 00:00:00,11.0,2020-09-24 17:00:00,2020/09/24/1700Z,22.8
2065,2020-09-25 01:00:00,11.0,2020-09-24 18:00:00,2020/09/24/1800Z,22.1
2066,2020-09-25 02:00:00,11.0,2020-09-24 19:00:00,2020/09/24/1900Z,22.1
2067,2020-09-25 03:00:00,11.0,2020-09-24 20:00:00,2020/09/24/2000Z,22.1
2068,2020-09-25 04:00:00,10.0,2020-09-24 21:00:00,2020/09/24/2100Z,21.5
2069,2020-09-25 05:00:00,10.0,2020-09-24 22:00:00,2020/09/24/2200Z,21.5
2070,2020-09-25 06:00:00,10.0,2020-09-24 23:00:00,2020/09/24/2300Z,21.5
2071,2020-09-25 07:00:00,10.0,2020-09-25 00:00:00,2020/09/25/0000Z,22.4
2072,2020-09-25 08:00:00,10.0,2020-09-25 01:00:00,2020/09/25/0100Z,22.4
2073,2020-09-25 09:00:00,11.0,2020-09-25 02:00:00,2020/09/25/0200Z,22.4
2074,2020-09-25 10:00:00,11.0,2020-09-25 03:00:00,2020/09/25/0300Z,26.9
2075,2020-09-25 11:00:00,11.0,2020-09-25 04:00:00,2020/09/25/0400Z,26.9
2076,2020-09-25 12:00:00,11.0,2020-09-25 05:00:00,2020/09/25/0500Z,26.9
2077,2020-09-25 13:00:00,11.0,2020-09-25 06:00:00,2020/09/25/0600Z,30.6
2078,2020-09-25 14:00:00,11.0,2020-09-25 07:00:00,2020/09/25/0700Z,30.6
2079,2020-09-25 15:00:00,11.0,2020-09-25 08:00:00,2020/09/25/0800Z,30.6
2080,2020-09-25 16:00:00,,2020-09-25 09:00:00,2020/09/25/0900Z,30.6
2081,2020-09-25 17:00:00,12.0,2020-09-25 10:00:00,2020/09/25/1000Z,28.6
2082,2020-09-25 18:00:00,12.0,2020-09-25 11:00:00,2020/09/25/1100Z,28.6
2083,2020-09-25 19:00:00,12.0,2020-09-25 12:00:00,2020/09/25/1200Z,23.9
2084,2020-09-25 20:00:00,12.0,2020-09-25 13:00:00,2020/09/25/1300Z,23.9
2085,2020-09-25 21:00:00,12.0,2020-09-25 14:00:00,2020/09/25/1400Z,23.9
2086,2020-09-25 22:00:00,12.0,2020-09-25 15:00:00,2020/09/25/1500Z,23.9
2087,2020-09-25 23:00:00,11.0,2020-09-25 16:00:00,2020/09/25/1600Z,22.4
2088,2020-09-26 00:00:00,11.0,2020-09-25 17:00:00,2020/09/25/1700Z,22.4
2089,2020-09-26 01:00:00,12.0,2020-09-25 18:00:00,2020/09/25/1800Z,22.4
2090,2020-09-26 02:00:00,12.0,2020-09-25 19:00:00,2020/09/25/1900Z,21.8
2091,2020-09-26 03:00:00,12.0,2020-09-25 20:00:00,2020/09/25/2000Z,21.8
2092,2020-09-26 04:00:00,12.0,2020-09-25 21:00:00,2020/09/25/2100Z,21.8
2093,2020-09-26 05:00:00,12.0,2020-09-25 22:00:00,2020/09/25/2200Z,21.4
2094,2020-09-26 06:00:00,12.0,2020-09-25 23:00:00,2020/09/25/2300Z,21.4
2095,2020-09-26 07:00:00,11.0,2020-09-26 00:00:00,2020/09/26/0000Z,22.3
2096,2020-09-26 08:00:00,11.0,2020-09-26 01:00:00,2020/09/26/0100Z,22.3
2097,2020-09-26 09:00:00,11.0,2020-09-26 02:00:00,2020/09/26/0200Z,22.3
