,date,PM2.5,date_utc,url_date,temp,wind
4000,2020-12-14 16:00:00,,2020-12-14 09:00:00,2020/12/14/0900Z,28.6,150° @ 5
4001,2020-12-14 17:00:00,27.0,2020-12-14 10:00:00,2020/12/14/1000Z,28.6,150° @ 5
4002,2020-12-14 18:00:00,27.0,2020-12-14 11:00:00,2020/12/14/1100Z,28.6,150° @ 5
4003,2020-12-14 19:00:00,27.0,2020-12-14 12:00:00,2020/12/14/1200Z,21.4,165° @ 13
4004,2020-12-14 20:00:00,26.0,2020-12-14 13:00:00,2020/12/14/1300Z,21.4,165° @ 13
4005,2020-12-14 21:00:00,26.0,2020-12-14 14:00:00,2020/12/14/1400Z,21.4,165° @ 13
4006,2020-12-14 22:00:00,26.0,2020-12-14 15:00:00,2020/12/14/1500Z,19.7,180° @ 9
4007,2020-12-14 23:00:00,26.0,2020-12-14 16:00:00,2020/12/14/1600Z,19.7,180° @ 9
4008,2020-12-15 00:00:00,25.0,2020-12-14 17:00:00,2020/12/14/1700Z,19.7,180° @ 9
4009,2020-12-15 01:00:00,25.0,2020-12-14 18:00:00,2020/12/14/1800Z,18.3,170° @ 6
4010,2020-12-15 02:00:00,26.0,2020-12-14 19:00:00,2020/12/14/1900Z,18.3,170° @ 6
4011,2020-12-15 03:00:00,27.0,2020-12-14 20:00:00,2020/12/14/2000Z,18.3,170° @ 6
4012,2020-12-15 04:00:00,27.0,2020-12-14 21:00:00,2020/12/14/2100Z,17.3,140° @ 6
4013,2020-12-15 05:00:00,27.0,2020-12-14 22:00:00,2020/12/14/2200Z,17.3,140° @ 6
4014,2020-12-15 06:00:00,27.0,2020-12-14 23:00:00,2020/12/14/2300Z,17.3,140° @ 6
4015,2020-12-15 07:00:00,27.0,2020-12-15 00:00:00,2020/12/15/0000Z,17.0,140° @ 17
4016,2020-12-15 08:00:00,27.0,2020-12-15 01:00:00,2020/12/15/0100Z,17.0,140° @ 17
4017,2020-12-15 09:00:00,27.0,2020-12-15 02:00:00,2020/12/15/0200Z,17.0,140° @ 17
4018,2020-12-15 10:00:00,27.0,2020-12-15 03:00:00,2020/12/15/0300Z,25.1,140° @ 18
4019,2020-12-15 11:00:00,27.0,2020-12-15 04:00:00,2020/12/15/0400Z,25.1,140° @ 18
4020,2020-12-15 12:00:00,27.0,2020-12-15 05:00:00,2020/12/15/0500Z,25.1,140° @ 18
4021,2020-12-15 13:00:00,27.0,2020-12-15 06:00:00,2020/12/15/0600Z,29.6,150° @ 8
4022,2020-12-15 14:00:00,27.0,2020-12-15 07:00:00,2020/12/15/0700Z,29.6,150° @ 8
4023,2020-12-15 15:00:00,27.0,2020-12-15 08:00:00,2020/12/15/0800Z,29.6,150° @ 8
4024,2020-12-15 16:00:00,27.0,2020-12-15 09:00:00,2020/12/15/0900Z,29.3,150° @ 9
4025,2020-12-15 17:00:00,27.0,2020-12-15 10:00:00,2020/12/15/1000Z,29.3,150° @ 9
4026,2020-12-15 18:00:00,27.0,2020-12-15 11:00:00,2020/12/15/1100Z,29.3,150° @ 9
4027,2020-12-15 19:00:00,27.0,2020-12-15 12:00:00,2020/12/15/1200Z,22.4,150° @ 13
4028,2020-12-15 20:00:00,27.0,2020-12-15 13:00:00,2020/12/15/1300Z,22.4,150° @ 13
