id,Predicted
0,9.93311
1,12.19658
2,15.272399
3,11.102455
4,10.703892
5,12.446324
6,12.045416
7,12.855591
8,14.172675
9,11.79628
10,11.332223
11,13.209262
12,12.19658
13,15.272399
14,11.102455
15,10.703892
16,12.446324
17,12.045416
18,12.855591
19,14.172675
20,11.79628
21,11.332223
22,13.209262
23,15.44625
24,15.272399
25,11.102455
26,10.703892
27,12.446324
28,12.045416
29,12.855591
30,14.172675
31,11.79628
32,11.332223
33,13.209262
34,15.44625
35,16.099802
36,11.102455
37,10.703892
38,12.446324
39,12.045416
40,12.855591
41,14.172675
42,11.79628
43,11.332223
44,13.209262
45,15.44625
46,16.099802
47,12.93437
48,10.703892
49,12.446324
50,12.045416
51,12.855591
52,14.172675
53,11.79628
54,11.332223
55,13.209262
56,15.44625
57,16.099802
58,12.93437
59,12.123046
60,12.446324
61,12.045416
62,12.855591
63,14.172675
64,11.79628
65,11.332223
66,13.209262
67,15.44625
68,16.099802
69,12.93437
70,12.123046
71,11.276414
72,12.045416
73,12.855591
74,14.172675
75,11.79628
76,11.332223
77,13.209262
78,15.44625
79,16.099802
80,12.93437
81,12.123046
82,11.276414
83,10.68755
84,12.855591
85,14.172675
86,11.79628
87,11.332223
88,13.209262
89,15.44625
90,16.099802
91,12.93437
92,12.123046
93,11.276414
94,10.68755
95,13.147724
96,14.172675
97,11.79628
98,11.332223
99,13.209262
100,15.44625
101,16.099802
102,12.93437
103,12.123046
104,11.276414
105,10.68755
106,13.147724
107,11.136852
108,11.79628
109,11.332223
110,13.209262
111,15.44625
112,16.099802
113,12.93437
114,12.123046
115,11.276414
116,10.68755
117,13.147724
118,11.136852
119,9.30691
120,11.332223
121,13.209262
122,15.44625
123,16.099802
124,12.93437
125,12.123046
126,11.276414
127,10.68755
128,13.147724
129,11.136852
130,9.30691
131,15.254277
132,13.209262
133,15.44625
134,16.099802
135,12.93437
136,12.123046
137,11.276414
138,10.68755
139,13.147724
140,11.136852
141,9.30691
142,15.254277
143,13.253875
144,15.44625
145,16.099802
146,12.93437
147,12.123046
148,11.276414
149,10.68755
150,13.147724
151,11.136852
152,9.30691
153,15.254277
154,13.253875
155,11.52197
156,16.099802
157,12.93437
158,12.123046
159,11.276414
160,10.68755
161,13.147724
162,11.136852
163,9.30691
164,15.254277
165,13.253875
166,11.52197
167,11.990209
168,12.93437
169,12.123046
170,11.276414
171,10.68755
172,13.147724
173,11.136852
174,9.30691
175,15.254277
176,13.253875
177,11.52197
178,11.990209
179,14.232164
180,12.123046
181,11.276414
182,10.68755
183,13.147724
184,11.136852
185,9.30691
186,15.254277
187,13.253875
188,11.52197
189,11.990209
190,14.232164
191,14.58008
192,11.276414
193,10.68755
194,13.147724
195,11.136852
196,9.30691
197,15.254277
198,13.253875
199,11.52197
200,11.990209
201,14.232164
202,14.58008
203,10.033511
204,10.68755
205,13.147724
206,11.136852
207,9.30691
208,15.254277
209,13.253875
210,11.52197
211,11.990209
212,14.232164
213,14.58008
214,10.033511
215,13.031685
216,13.147724
217,11.136852
218,9.30691
219,15.254277
220,13.253875
221,11.52197
222,11.990209
223,14.232164
224,14.58008
225,10.033511
226,13.031685
227,12.922519
228,11.136852
229,9.30691
230,15.254277
231,13.253875
232,11.52197
233,11.990209
234,14.232164
235,14.58008
236,10.033511
237,13.031685
238,12.922519
239,10.058865
240,9.30691
241,15.254277
242,13.253875
243,11.52197
244,11.990209
245,14.232164
246,14.58008
247,10.033511
248,13.031685
249,12.922519
250,10.058865
251,10.312616
252,15.254277
253,13.253875
254,11.52197
255,11.990209
256,14.232164
257,14.58008
258,10.033511
259,13.031685
260,12.922519
261,10.058865
262,10.312616
263,9.566717
264,13.253875
265,11.52197
266,11.990209
267,14.232164
268,14.58008
269,10.033511
270,13.031685
271,12.922519
272,10.058865
273,10.312616
274,9.566717
275,10.853502
276,11.52197
277,11.990209
278,14.232164
279,14.58008
280,10.033511
281,13.031685
282,12.922519
283,10.058865
284,10.312616
285,9.566717
286,10.853502
287,16.751236
288,11.990209
289,14.232164
290,14.58008
291,10.033511
292,13.031685
293,12.922519
294,10.058865
295,10.312616
296,9.566717
297,10.853502
298,16.751236
299,9.374207
300,14.232164
301,14.58008
302,10.033511
303,13.031685
304,12.922519
305,10.058865
306,10.312616
307,9.566717
308,10.853502
309,16.751236
310,9.374207
311,12.999318
312,14.58008
313,10.033511
314,13.031685
315,12.922519
316,10.058865
317,10.312616
318,9.566717
319,10.853502
320,16.751236
321,9.374207
322,12.999318
323,13.301692
324,10.033511
325,13.031685
326,12.922519
327,10.058865
328,10.312616
329,9.566717
330,10.853502
331,16.751236
332,9.374207
333,12.999318
334,13.301692
335,12.575427
336,13.031685
337,12.922519
338,10.058865
339,10.312616
340,9.566717
341,10.853502
342,16.751236
343,9.374207
344,12.999318
345,13.301692
346,12.575427
347,9.888379
348,12.922519
349,10.058865
350,10.312616
351,9.566717
352,10.853502
353,16.751236
