Unnamed: 0,date,PM2.5,date_utc,url_date,temp,wind
652.0,2020-07-28 04:00:00,13.0,2020-07-27 21:00:00,2020/07/27/2100Z,26.8,205° @ 13
653.0,2020-07-28 05:00:00,10.0,2020-07-27 22:00:00,2020/07/27/2200Z,26.8,205° @ 13
654.0,2020-07-28 06:00:00,11.0,2020-07-27 23:00:00,2020/07/27/2300Z,26.8,205° @ 13
655.0,2020-07-28 07:00:00,18.0,2020-07-28 00:00:00,2020/07/28/0000Z,27.6,195° @ 14
656.0,2020-07-28 08:00:00,22.0,2020-07-28 01:00:00,2020/07/28/0100Z,27.6,195° @ 14
657.0,2020-07-28 09:00:00,26.0,2020-07-28 02:00:00,2020/07/28/0200Z,27.6,195° @ 14
658.0,2020-07-28 10:00:00,17.0,2020-07-28 03:00:00,2020/07/28/0300Z,31.8,195° @ 19
659.0,2020-07-28 11:00:00,16.0,2020-07-28 04:00:00,2020/07/28/0400Z,31.8,195° @ 19
660.0,2020-07-28 12:00:00,11.0,2020-07-28 05:00:00,2020/07/28/0500Z,31.8,195° @ 19
661.0,2020-07-28 13:00:00,22.0,2020-07-28 06:00:00,2020/07/28/0600Z,34.2,210° @ 12
662.0,2020-07-28 14:00:00,29.0,2020-07-28 07:00:00,2020/07/28/0700Z,34.2,210° @ 12
663.0,2020-07-28 15:00:00,15.0,2020-07-28 08:00:00,2020/07/28/0800Z,34.2,210° @ 12
664.0,2020-07-28 16:00:00,16.0,2020-07-28 09:00:00,2020/07/28/0900Z,33.9,235° @ 9
665.0,2020-07-28 17:00:00,20.0,2020-07-28 10:00:00,2020/07/28/1000Z,33.9,235° @ 9
666.0,2020-07-28 18:00:00,16.0,2020-07-28 11:00:00,2020/07/28/1100Z,33.9,235° @ 9
667.0,2020-07-28 19:00:00,13.0,2020-07-28 12:00:00,2020/07/28/1200Z,30.5,230° @ 7
668.0,2020-07-28 20:00:00,13.0,2020-07-28 13:00:00,2020/07/28/1300Z,30.5,230° @ 7
669.0,2020-07-28 21:00:00,13.0,2020-07-28 14:00:00,2020/07/28/1400Z,30.5,230° @ 7
670.0,2020-07-28 22:00:00,17.0,2020-07-28 15:00:00,2020/07/28/1500Z,28.8,180° @ 13
671.0,2020-07-28 23:00:00,12.0,2020-07-28 16:00:00,2020/07/28/1600Z,28.8,180° @ 13
672.0,2020-07-29 00:00:00,17.0,2020-07-28 17:00:00,2020/07/28/1700Z,28.8,180° @ 13
673.0,2020-07-29 01:00:00,10.0,2020-07-28 18:00:00,2020/07/28/1800Z,27.5,195° @ 14
674.0,2020-07-29 02:00:00,19.0,2020-07-28 19:00:00,2020/07/28/1900Z,27.5,195° @ 14
675.0,2020-07-29 03:00:00,13.0,2020-07-28 20:00:00,2020/07/28/2000Z,27.5,195° @ 14
676.0,2020-07-29 04:00:00,15.0,2020-07-28 21:00:00,2020/07/28/2100Z,26.3,220° @ 15
677.0,2020-07-29 05:00:00,16.0,2020-07-28 22:00:00,2020/07/28/2200Z,26.3,220° @ 15
678.0,2020-07-29 06:00:00,13.0,2020-07-28 23:00:00,2020/07/28/2300Z,26.3,220° @ 15
679.0,2020-07-29 07:00:00,14.0,2020-07-29 00:00:00,2020/07/29/0000Z,27.0,240° @ 16
680.0,2020-07-29 08:00:00,20.0,2020-07-29 01:00:00,2020/07/29/0100Z,27.0,240° @ 16
681.0,2020-07-29 09:00:00,19.0,2020-07-29 02:00:00,2020/07/29/0200Z,27.0,240° @ 16
682.0,2020-07-29 10:00:00,17.0,2020-07-29 03:00:00,2020/07/29/0300Z,31.2,255° @ 15
683.0,2020-07-29 11:00:00,15.0,2020-07-29 04:00:00,2020/07/29/0400Z,31.2,255° @ 15
684.0,2020-07-29 12:00:00,12.0,2020-07-29 05:00:00,2020/07/29/0500Z,31.2,255° @ 15
685.0,2020-07-29 13:00:00,11.0,2020-07-29 06:00:00,2020/07/29/0600Z,33.6,285° @ 11
686.0,2020-07-29 14:00:00,12.0,2020-07-29 07:00:00,2020/07/29/0700Z,33.6,285° @ 11
687.0,2020-07-29 15:00:00,17.0,2020-07-29 08:00:00,2020/07/29/0800Z,33.6,285° @ 11
688.0,2020-07-29 16:00:00,15.0,2020-07-29 09:00:00,2020/07/29/0900Z,34.1,290° @ 9
689.0,2020-07-29 17:00:00,13.0,2020-07-29 10:00:00,2020/07/29/1000Z,34.1,290° @ 9
690.0,2020-07-29 18:00:00,11.0,2020-07-29 11:00:00,2020/07/29/1100Z,34.1,290° @ 9
691.0,2020-07-29 19:00:00,13.0,2020-07-29 12:00:00,2020/07/29/1200Z,30.5,265° @ 10
692.0,2020-07-29 20:00:00,13.0,2020-07-29 13:00:00,2020/07/29/1300Z,30.5,265° @ 10
693.0,2020-07-29 21:00:00,17.0,2020-07-29 14:00:00,2020/07/29/1400Z,30.5,265° @ 10
694.0,2020-07-29 22:00:00,15.0,2020-07-29 15:00:00,2020/07/29/1500Z,27.5,270° @ 11
695.0,2020-07-29 23:00:00,15.0,2020-07-29 16:00:00,2020/07/29/1600Z,27.5,270° @ 11
696.0,2020-07-30 00:00:00,10.0,2020-07-29 17:00:00,2020/07/29/1700Z,27.5,270° @ 11
697.0,2020-07-30 01:00:00,11.0,2020-07-29 18:00:00,2020/07/29/1800Z,26.7,245° @ 15
698.0,2020-07-30 02:00:00,12.0,2020-07-29 19:00:00,2020/07/29/1900Z,26.7,245° @ 15
699.0,2020-07-30 03:00:00,12.0,2020-07-29 20:00:00,2020/07/29/2000Z,26.7,245° @ 15
700.0,2020-07-30 04:00:00,14.0,2020-07-29 21:00:00,2020/07/29/2100Z,25.8,245° @ 14
701.0,2020-07-30 05:00:00,11.0,2020-07-29 22:00:00,2020/07/29/2200Z,25.8,245° @ 14
702.0,2020-07-30 06:00:00,11.0,2020-07-29 23:00:00,2020/07/29/2300Z,25.8,245° @ 14
703.0,2020-07-30 07:00:00,16.0,2020-07-30 00:00:00,2020/07/30/0000Z,26.9,295° @ 14
704.0,2020-07-30 08:00:00,17.0,2020-07-30 01:00:00,2020/07/30/0100Z,26.9,295° @ 14
705.0,2020-07-30 09:00:00,14.0,2020-07-30 02:00:00,2020/07/30/0200Z,26.9,295° @ 14
706.0,2020-07-30 10:00:00,14.0,2020-07-30 03:00:00,2020/07/30/0300Z,32.0,325° @ 20
707.0,2020-07-30 11:00:00,15.0,2020-07-30 04:00:00,2020/07/30/0400Z,32.0,325° @ 20
708.0,2020-07-30 12:00:00,10.0,2020-07-30 05:00:00,2020/07/30/0500Z,32.0,325° @ 20
709.0,2020-07-30 13:00:00,10.0,2020-07-30 06:00:00,2020/07/30/0600Z,34.9,290° @ 6
710.0,2020-07-30 14:00:00,8.0,2020-07-30 07:00:00,2020/07/30/0700Z,34.9,290° @ 6
711.0,2020-07-30 15:00:00,6.0,2020-07-30 08:00:00,2020/07/30/0800Z,34.9,290° @ 6
712.0,2020-07-30 16:00:00,9.0,2020-07-30 09:00:00,2020/07/30/0900Z,34.8,265° @ 9
713.0,2020-07-30 17:00:00,6.0,2020-07-30 10:00:00,2020/07/30/1000Z,34.8,265° @ 9
714.0,2020-07-30 18:00:00,10.0,2020-07-30 11:00:00,2020/07/30/1100Z,34.8,265° @ 9
715.0,2020-07-30 19:00:00,12.0,2020-07-30 12:00:00,2020/07/30/1200Z,30.9,225° @ 6
716.0,2020-07-30 20:00:00,11.0,2020-07-30 13:00:00,2020/07/30/1300Z,30.9,225° @ 6
717.0,2020-07-30 21:00:00,17.0,2020-07-30 14:00:00,2020/07/30/1400Z,30.9,225° @ 6
718.0,2020-07-30 22:00:00,15.0,2020-07-30 15:00:00,2020/07/30/1500Z,28.6,220° @ 6
719.0,2020-07-30 23:00:00,14.0,2020-07-30 16:00:00,2020/07/30/1600Z,28.6,220° @ 6
720.0,2020-07-31 00:00:00,14.0,2020-07-30 17:00:00,2020/07/30/1700Z,28.6,220° @ 6
721.0,2020-07-31 01:00:00,12.0,2020-07-30 18:00:00,2020/07/30/1800Z,27.2,260° @ 11
722.0,2020-07-31 02:00:00,15.0,2020-07-30 19:00:00,2020/07/30/1900Z,27.2,260° @ 11
723.0,2020-07-31 03:00:00,10.0,2020-07-30 20:00:00,2020/07/30/2000Z,27.2,260° @ 11
724.0,2020-07-31 04:00:00,11.0,2020-07-30 21:00:00,2020/07/30/2100Z,26.6,285° @ 15
725.0,2020-07-31 05:00:00,9.0,2020-07-30 22:00:00,2020/07/30/2200Z,26.6,285° @ 15
726.0,2020-07-31 06:00:00,12.0,2020-07-30 23:00:00,2020/07/30/2300Z,26.6,285° @ 15
727.0,2020-07-31 07:00:00,18.0,2020-07-31 00:00:00,2020/07/31/0000Z,27.4,300° @ 13
728.0,2020-07-31 08:00:00,16.0,2020-07-31 01:00:00,2020/07/31/0100Z,27.4,300° @ 13
729.0,2020-07-31 09:00:00,16.0,2020-07-31 02:00:00,2020/07/31/0200Z,27.4,300° @ 13
730.0,2020-07-31 10:00:00,10.0,2020-07-31 03:00:00,2020/07/31/0300Z,32.2,310° @ 13
731.0,2020-07-31 11:00:00,14.0,2020-07-31 04:00:00,2020/07/31/0400Z,32.2,310° @ 13
732.0,2020-07-31 12:00:00,14.0,2020-07-31 05:00:00,2020/07/31/0500Z,32.2,310° @ 13
733.0,2020-07-31 13:00:00,13.0,2020-07-31 06:00:00,2020/07/31/0600Z,35.1,315° @ 9
734.0,2020-07-31 14:00:00,10.0,2020-07-31 07:00:00,2020/07/31/0700Z,35.1,315° @ 9
735.0,2020-07-31 15:00:00,11.0,2020-07-31 08:00:00,2020/07/31/0800Z,35.1,315° @ 9
736.0,2020-07-31 16:00:00,8.0,2020-07-31 09:00:00,2020/07/31/0900Z,34.4,355° @ 4
737.0,2020-07-31 17:00:00,9.0,2020-07-31 10:00:00,2020/07/31/1000Z,34.4,355° @ 4
738.0,2020-07-31 18:00:00,14.0,2020-07-31 11:00:00,2020/07/31/1100Z,34.4,355° @ 4
739.0,2020-07-31 19:00:00,13.0,2020-07-31 12:00:00,2020/07/31/1200Z,30.9,195° @ 5
740.0,2020-07-31 20:00:00,13.0,2020-07-31 13:00:00,2020/07/31/1300Z,30.9,195° @ 5
741.0,2020-07-31 21:00:00,16.0,2020-07-31 14:00:00,2020/07/31/1400Z,30.9,195° @ 5
742.0,2020-07-31 22:00:00,14.0,2020-07-31 15:00:00,2020/07/31/1500Z,28.4,210° @ 10
743.0,2020-07-31 23:00:00,14.0,2020-07-31 16:00:00,2020/07/31/1600Z,28.4,210° @ 10
744.0,2020-08-01 00:00:00,10.0,2020-07-31 17:00:00,2020/07/31/1700Z,28.4,210° @ 10
745.0,2020-08-01 01:00:00,8.0,2020-07-31 18:00:00,2020/07/31/1800Z,24.9,255° @ 13
746.0,2020-08-01 02:00:00,9.0,2020-07-31 19:00:00,2020/07/31/1900Z,24.9,255° @ 13
747.0,2020-08-01 03:00:00,12.0,2020-07-31 20:00:00,2020/07/31/2000Z,24.9,255° @ 13
748.0,2020-08-01 04:00:00,12.0,2020-07-31 21:00:00,2020/07/31/2100Z,25.2,300° @ 16
749.0,2020-08-01 05:00:00,11.0,2020-07-31 22:00:00,2020/07/31/2200Z,25.2,300° @ 16
750.0,2020-08-01 06:00:00,11.0,2020-07-31 23:00:00,2020/07/31/2300Z,25.2,300° @ 16
751.0,2020-08-01 07:00:00,19.0,2020-08-01 00:00:00,2020/08/01/0000Z,26.0,300° @ 27
752.0,2020-08-01 08:00:00,15.0,2020-08-01 01:00:00,2020/08/01/0100Z,26.0,300° @ 27
753.0,2020-08-01 09:00:00,18.0,2020-08-01 02:00:00,2020/08/01/0200Z,26.0,300° @ 27
754.0,2020-08-01 10:00:00,14.0,2020-08-01 03:00:00,2020/08/01/0300Z,27.5,310° @ 25
755.0,2020-08-01 11:00:00,19.0,2020-08-01 04:00:00,2020/08/01/0400Z,27.5,310° @ 25
756.0,2020-08-01 12:00:00,17.0,2020-08-01 05:00:00,2020/08/01/0500Z,27.5,310° @ 25
757.0,2020-08-01 13:00:00,13.0,2020-08-01 06:00:00,2020/08/01/0600Z,27.6,305° @ 17
758.0,2020-08-01 14:00:00,14.0,2020-08-01 07:00:00,2020/08/01/0700Z,27.6,305° @ 17
759.0,2020-08-01 15:00:00,14.0,2020-08-01 08:00:00,2020/08/01/0800Z,27.6,305° @ 17
760.0,2020-08-01 16:00:00,17.0,2020-08-01 09:00:00,2020/08/01/0900Z,26.8,300° @ 26
761.0,2020-08-01 17:00:00,15.0,2020-08-01 10:00:00,2020/08/01/1000Z,26.8,300° @ 26
762.0,2020-08-01 18:00:00,14.0,2020-08-01 11:00:00,2020/08/01/1100Z,26.8,300° @ 26
763.0,2020-08-01 19:00:00,12.0,2020-08-01 12:00:00,2020/08/01/1200Z,26.8,265° @ 16
764.0,2020-08-01 20:00:00,13.0,2020-08-01 13:00:00,2020/08/01/1300Z,26.8,265° @ 16
765.0,2020-08-01 21:00:00,17.0,2020-08-01 14:00:00,2020/08/01/1400Z,26.8,265° @ 16
766.0,2020-08-01 22:00:00,10.0,2020-08-01 15:00:00,2020/08/01/1500Z,26.2,260° @ 24
767.0,2020-08-01 23:00:00,10.0,2020-08-01 16:00:00,2020/08/01/1600Z,26.2,260° @ 24
768.0,2020-08-02 00:00:00,9.0,2020-08-01 17:00:00,2020/08/01/1700Z,26.2,260° @ 24
769.0,2020-08-02 01:00:00,11.0,2020-08-01 18:00:00,2020/08/01/1800Z,25.2,270° @ 40
770.0,2020-08-02 02:00:00,13.0,2020-08-01 19:00:00,2020/08/01/1900Z,25.2,270° @ 40
771.0,2020-08-02 03:00:00,10.0,2020-08-01 20:00:00,2020/08/01/2000Z,25.2,270° @ 40
772.0,2020-08-02 04:00:00,10.0,2020-08-01 21:00:00,2020/08/01/2100Z,24.7,260° @ 49
773.0,2020-08-02 05:00:00,11.0,2020-08-01 22:00:00,2020/08/01/2200Z,24.7,260° @ 49
774.0,2020-08-02 06:00:00,13.0,2020-08-01 23:00:00,2020/08/01/2300Z,24.7,260° @ 49
775.0,2020-08-02 07:00:00,10.0,2020-08-02 00:00:00,2020/08/02/0000Z,24.2,265° @ 43
776.0,2020-08-02 08:00:00,9.0,2020-08-02 01:00:00,2020/08/02/0100Z,24.2,265° @ 43
777.0,2020-08-02 09:00:00,13.0,2020-08-02 02:00:00,2020/08/02/0200Z,24.2,265° @ 43
778.0,2020-08-02 10:00:00,14.0,2020-08-02 03:00:00,2020/08/02/0300Z,24.2,245° @ 67
779.0,2020-08-02 11:00:00,13.0,2020-08-02 04:00:00,2020/08/02/0400Z,24.2,245° @ 67
780.0,2020-08-02 12:00:00,10.0,2020-08-02 05:00:00,2020/08/02/0500Z,24.2,245° @ 67
781.0,2020-08-02 13:00:00,11.0,2020-08-02 06:00:00,2020/08/02/0600Z,24.4,245° @ 64
782.0,2020-08-02 14:00:00,11.0,2020-08-02 07:00:00,2020/08/02/0700Z,24.4,245° @ 64
783.0,2020-08-02 15:00:00,9.0,2020-08-02 08:00:00,2020/08/02/0800Z,24.4,245° @ 64
784.0,2020-08-02 16:00:00,10.0,2020-08-02 09:00:00,2020/08/02/0900Z,24.4,250° @ 74
785.0,2020-08-02 17:00:00,10.0,2020-08-02 10:00:00,2020/08/02/1000Z,24.4,250° @ 74
786.0,2020-08-02 18:00:00,10.0,2020-08-02 11:00:00,2020/08/02/1100Z,24.4,250° @ 74
787.0,2020-08-02 19:00:00,13.0,2020-08-02 12:00:00,2020/08/02/1200Z,24.0,255° @ 64
788.0,2020-08-02 20:00:00,16.0,2020-08-02 13:00:00,2020/08/02/1300Z,24.0,255° @ 64
789.0,2020-08-02 21:00:00,19.0,2020-08-02 14:00:00,2020/08/02/1400Z,24.0,255° @ 64
790.0,2020-08-02 22:00:00,19.0,2020-08-02 15:00:00,2020/08/02/1500Z,24.6,255° @ 60
791.0,2020-08-02 23:00:00,14.0,2020-08-02 16:00:00,2020/08/02/1600Z,24.6,255° @ 60
792.0,2020-08-03 00:00:00,17.0,2020-08-02 17:00:00,2020/08/02/1700Z,24.6,255° @ 60
793.0,2020-08-03 01:00:00,15.0,2020-08-02 18:00:00,2020/08/02/1800Z,24.5,235° @ 51
794.0,2020-08-03 02:00:00,13.0,2020-08-02 19:00:00,2020/08/02/1900Z,24.5,235° @ 51
795.0,2020-08-03 03:00:00,12.0,2020-08-02 20:00:00,2020/08/02/2000Z,24.5,235° @ 51
796.0,2020-08-03 04:00:00,16.0,2020-08-02 21:00:00,2020/08/02/2100Z,24.1,225° @ 46
797.0,2020-08-03 05:00:00,12.0,2020-08-02 22:00:00,2020/08/02/2200Z,24.1,225° @ 46
798.0,2020-08-03 06:00:00,10.0,2020-08-02 23:00:00,2020/08/02/2300Z,24.1,225° @ 46
799.0,2020-08-03 07:00:00,11.0,2020-08-03 00:00:00,2020/08/03/0000Z,24.6,235° @ 51
800.0,2020-08-03 08:00:00,14.0,2020-08-03 01:00:00,2020/08/03/0100Z,24.6,235° @ 51
801.0,2020-08-03 09:00:00,11.0,2020-08-03 02:00:00,2020/08/03/0200Z,24.6,235° @ 51
802.0,2020-08-03 10:00:00,10.0,2020-08-03 03:00:00,2020/08/03/0300Z,24.7,250° @ 56
803.0,2020-08-03 11:00:00,13.0,2020-08-03 04:00:00,2020/08/03/0400Z,24.7,250° @ 56
804.0,2020-08-03 12:00:00,11.0,2020-08-03 05:00:00,2020/08/03/0500Z,24.7,250° @ 56
805.0,2020-08-03 13:00:00,8.0,2020-08-03 06:00:00,2020/08/03/0600Z,27.6,245° @ 52
806.0,2020-08-03 14:00:00,9.0,2020-08-03 07:00:00,2020/08/03/0700Z,27.6,245° @ 52
807.0,2020-08-03 15:00:00,8.0,2020-08-03 08:00:00,2020/08/03/0800Z,27.6,245° @ 52
808.0,2020-08-03 16:00:00,12.0,2020-08-03 09:00:00,2020/08/03/0900Z,28.0,230° @ 56
809.0,2020-08-03 17:00:00,10.0,2020-08-03 10:00:00,2020/08/03/1000Z,28.0,230° @ 56
810.0,2020-08-03 18:00:00,15.0,2020-08-03 11:00:00,2020/08/03/1100Z,28.0,230° @ 56
811.0,2020-08-03 19:00:00,13.0,2020-08-03 12:00:00,2020/08/03/1200Z,25.7,250° @ 58
812.0,2020-08-03 20:00:00,10.0,2020-08-03 13:00:00,2020/08/03/1300Z,25.7,250° @ 58
813.0,2020-08-03 21:00:00,10.0,2020-08-03 14:00:00,2020/08/03/1400Z,25.7,250° @ 58
814.0,2020-08-03 22:00:00,21.0,2020-08-03 15:00:00,2020/08/03/1500Z,25.4,245° @ 54
815.0,2020-08-03 23:00:00,11.0,2020-08-03 16:00:00,2020/08/03/1600Z,25.4,245° @ 54
816.0,2020-08-04 00:00:00,14.0,2020-08-03 17:00:00,2020/08/03/1700Z,25.4,245° @ 54
817.0,2020-08-04 01:00:00,12.0,2020-08-03 18:00:00,2020/08/03/1800Z,25.3,235° @ 48
818.0,2020-08-04 02:00:00,15.0,2020-08-03 19:00:00,2020/08/03/1900Z,25.3,235° @ 48
819.0,2020-08-04 03:00:00,14.0,2020-08-03 20:00:00,2020/08/03/2000Z,25.3,235° @ 48
820.0,2020-08-04 04:00:00,15.0,2020-08-03 21:00:00,2020/08/03/2100Z,24.5,230° @ 50
821.0,2020-08-04 05:00:00,13.0,2020-08-03 22:00:00,2020/08/03/2200Z,24.5,230° @ 50
822.0,2020-08-04 06:00:00,11.0,2020-08-03 23:00:00,2020/08/03/2300Z,24.5,230° @ 50
823.0,2020-08-04 07:00:00,16.0,2020-08-04 00:00:00,2020/08/04/0000Z,25.2,235° @ 47
824.0,2020-08-04 08:00:00,12.0,2020-08-04 01:00:00,2020/08/04/0100Z,25.2,235° @ 47
825.0,2020-08-04 09:00:00,15.0,2020-08-04 02:00:00,2020/08/04/0200Z,25.2,235° @ 47
826.0,2020-08-04 10:00:00,15.0,2020-08-04 03:00:00,2020/08/04/0300Z,27.8,240° @ 53
827.0,2020-08-04 11:00:00,12.0,2020-08-04 04:00:00,2020/08/04/0400Z,27.8,240° @ 53
828.0,2020-08-04 12:00:00,12.0,2020-08-04 05:00:00,2020/08/04/0500Z,27.8,240° @ 53
829.0,2020-08-04 13:00:00,8.0,2020-08-04 06:00:00,2020/08/04/0600Z,30.4,245° @ 41
830.0,2020-08-04 14:00:00,10.0,2020-08-04 07:00:00,2020/08/04/0700Z,30.4,245° @ 41
831.0,2020-08-04 15:00:00,12.0,2020-08-04 08:00:00,2020/08/04/0800Z,30.4,245° @ 41
832.0,2020-08-04 16:00:00,12.0,2020-08-04 09:00:00,2020/08/04/0900Z,29.7,235° @ 40
833.0,2020-08-04 17:00:00,11.0,2020-08-04 10:00:00,2020/08/04/1000Z,29.7,235° @ 40
834.0,2020-08-04 18:00:00,14.0,2020-08-04 11:00:00,2020/08/04/1100Z,29.7,235° @ 40
835.0,2020-08-04 19:00:00,13.0,2020-08-04 12:00:00,2020/08/04/1200Z,26.7,250° @ 46
836.0,2020-08-04 20:00:00,15.0,2020-08-04 13:00:00,2020/08/04/1300Z,26.7,250° @ 46
837.0,2020-08-04 21:00:00,16.0,2020-08-04 14:00:00,2020/08/04/1400Z,26.7,250° @ 46
838.0,2020-08-04 22:00:00,16.0,2020-08-04 15:00:00,2020/08/04/1500Z,25.9,255° @ 45
839.0,2020-08-04 23:00:00,15.0,2020-08-04 16:00:00,2020/08/04/1600Z,25.9,255° @ 45
840.0,2020-08-05 00:00:00,15.0,2020-08-04 17:00:00,2020/08/04/1700Z,25.9,255° @ 45
841.0,2020-08-05 01:00:00,17.0,2020-08-04 18:00:00,2020/08/04/1800Z,25.4,240° @ 35
842.0,2020-08-05 02:00:00,15.0,2020-08-04 19:00:00,2020/08/04/1900Z,25.4,240° @ 35
843.0,2020-08-05 03:00:00,12.0,2020-08-04 20:00:00,2020/08/04/2000Z,25.4,240° @ 35
844.0,2020-08-05 04:00:00,8.0,2020-08-04 21:00:00,2020/08/04/2100Z,24.8,250° @ 44
845.0,2020-08-05 05:00:00,5.0,2020-08-04 22:00:00,2020/08/04/2200Z,24.8,250° @ 44
846.0,2020-08-05 06:00:00,9.0,2020-08-04 23:00:00,2020/08/04/2300Z,24.8,250° @ 44
847.0,2020-08-05 07:00:00,12.0,2020-08-05 00:00:00,2020/08/05/0000Z,24.6,285° @ 29
848.0,2020-08-05 08:00:00,10.0,2020-08-05 01:00:00,2020/08/05/0100Z,24.6,285° @ 29
849.0,2020-08-05 09:00:00,13.0,2020-08-05 02:00:00,2020/08/05/0200Z,24.6,285° @ 29
850.0,2020-08-05 10:00:00,15.0,2020-08-05 03:00:00,2020/08/05/0300Z,26.4,285° @ 27
851.0,2020-08-05 11:00:00,11.0,2020-08-05 04:00:00,2020/08/05/0400Z,26.4,285° @ 27
852.0,2020-08-05 12:00:00,9.0,2020-08-05 05:00:00,2020/08/05/0500Z,26.4,285° @ 27
853.0,2020-08-05 13:00:00,8.0,2020-08-05 06:00:00,2020/08/05/0600Z,25.4,280° @ 25
854.0,2020-08-05 14:00:00,8.0,2020-08-05 07:00:00,2020/08/05/0700Z,25.4,280° @ 25
855.0,2020-08-05 15:00:00,9.0,2020-08-05 08:00:00,2020/08/05/0800Z,25.4,280° @ 25
856.0,2020-08-05 16:00:00,9.0,2020-08-05 09:00:00,2020/08/05/0900Z,27.2,270° @ 25
857.0,2020-08-05 17:00:00,11.0,2020-08-05 10:00:00,2020/08/05/1000Z,27.2,270° @ 25
858.0,2020-08-05 18:00:00,13.0,2020-08-05 11:00:00,2020/08/05/1100Z,27.2,270° @ 25
859.0,2020-08-05 19:00:00,14.0,2020-08-05 12:00:00,2020/08/05/1200Z,26.3,215° @ 20
860.0,2020-08-05 20:00:00,15.0,2020-08-05 13:00:00,2020/08/05/1300Z,26.3,215° @ 20
861.0,2020-08-05 21:00:00,10.0,2020-08-05 14:00:00,2020/08/05/1400Z,26.3,215° @ 20
862.0,2020-08-05 22:00:00,16.0,2020-08-05 15:00:00,2020/08/05/1500Z,25.2,205° @ 14
863.0,2020-08-05 23:00:00,17.0,2020-08-05 16:00:00,2020/08/05/1600Z,25.2,205° @ 14
864.0,2020-08-06 00:00:00,14.0,2020-08-05 17:00:00,2020/08/05/1700Z,25.2,205° @ 14
865.0,2020-08-06 01:00:00,15.0,2020-08-05 18:00:00,2020/08/05/1800Z,24.8,220° @ 15
866.0,2020-08-06 02:00:00,16.0,2020-08-05 19:00:00,2020/08/05/1900Z,24.8,220° @ 15
867.0,2020-08-06 03:00:00,5.0,2020-08-05 20:00:00,2020/08/05/2000Z,24.8,220° @ 15
868.0,2020-08-06 04:00:00,10.0,2020-08-05 21:00:00,2020/08/05/2100Z,24.4,280° @ 18
869.0,2020-08-06 05:00:00,15.0,2020-08-05 22:00:00,2020/08/05/2200Z,24.4,280° @ 18
870.0,2020-08-06 06:00:00,14.0,2020-08-05 23:00:00,2020/08/05/2300Z,24.4,280° @ 18
871.0,2020-08-06 07:00:00,15.0,2020-08-06 00:00:00,2020/08/06/0000Z,25.0,280° @ 21
872.0,2020-08-06 08:00:00,15.0,2020-08-06 01:00:00,2020/08/06/0100Z,25.0,280° @ 21
873.0,2020-08-06 09:00:00,15.0,2020-08-06 02:00:00,2020/08/06/0200Z,25.0,280° @ 21
874.0,2020-08-06 10:00:00,12.0,2020-08-06 03:00:00,2020/08/06/0300Z,28.2,315° @ 17
875.0,2020-08-06 11:00:00,14.0,2020-08-06 04:00:00,2020/08/06/0400Z,28.2,315° @ 17
876.0,2020-08-06 12:00:00,11.0,2020-08-06 05:00:00,2020/08/06/0500Z,28.2,315° @ 17
877.0,2020-08-06 13:00:00,11.0,2020-08-06 06:00:00,2020/08/06/0600Z,30.5,295° @ 8
878.0,2020-08-06 14:00:00,13.0,2020-08-06 07:00:00,2020/08/06/0700Z,30.5,295° @ 8
879.0,2020-08-06 15:00:00,11.0,2020-08-06 08:00:00,2020/08/06/0800Z,30.5,295° @ 8
880.0,2020-08-06 16:00:00,11.0,2020-08-06 09:00:00,2020/08/06/0900Z,31.3,330° @ 10
881.0,2020-08-06 17:00:00,16.0,2020-08-06 10:00:00,2020/08/06/1000Z,31.3,330° @ 10
882.0,2020-08-06 18:00:00,18.0,2020-08-06 11:00:00,2020/08/06/1100Z,31.3,330° @ 10
883.0,2020-08-06 19:00:00,18.0,2020-08-06 12:00:00,2020/08/06/1200Z,28.0,20° @ 5
884.0,2020-08-06 20:00:00,21.0,2020-08-06 13:00:00,2020/08/06/1300Z,28.0,20° @ 5
885.0,2020-08-06 21:00:00,22.0,2020-08-06 14:00:00,2020/08/06/1400Z,28.0,20° @ 5
886.0,2020-08-06 22:00:00,22.0,2020-08-06 15:00:00,2020/08/06/1500Z,26.9,65° @ 5
887.0,2020-08-06 23:00:00,20.0,2020-08-06 16:00:00,2020/08/06/1600Z,26.9,65° @ 5
888.0,2020-08-07 00:00:00,19.0,2020-08-06 17:00:00,2020/08/06/1700Z,26.9,65° @ 5
889.0,2020-08-07 01:00:00,15.0,2020-08-06 18:00:00,2020/08/06/1800Z,26.2,5° @ 5
890.0,2020-08-07 02:00:00,18.0,2020-08-06 19:00:00,2020/08/06/1900Z,26.2,5° @ 5
891.0,2020-08-07 03:00:00,18.0,2020-08-06 20:00:00,2020/08/06/2000Z,26.2,5° @ 5
892.0,2020-08-07 04:00:00,21.0,2020-08-06 21:00:00,2020/08/06/2100Z,25.8,85° @ 3
893.0,2020-08-07 05:00:00,22.0,2020-08-06 22:00:00,2020/08/06/2200Z,25.8,85° @ 3
894.0,2020-08-07 06:00:00,16.0,2020-08-06 23:00:00,2020/08/06/2300Z,25.8,85° @ 3
895.0,2020-08-07 07:00:00,13.0,2020-08-07 00:00:00,2020/08/07/0000Z,26.5,115° @ 9
896.0,2020-08-07 08:00:00,16.0,2020-08-07 01:00:00,2020/08/07/0100Z,26.5,115° @ 9
