id,Predicted
0,8.254313
1,11.186788
2,13.595834
3,9.506948
4,9.107251
5,11.193696
6,10.467182
7,11.457443
8,12.917511
9,10.580121
10,9.884675
11,11.91001
12,11.186788
13,13.595834
14,9.506948
15,9.107251
16,11.193696
17,10.467182
18,11.457443
19,12.917511
20,10.580121
21,9.884675
22,11.91001
23,14.176282
24,13.595834
25,9.506948
26,9.107251
27,11.193696
28,10.467182
29,11.457443
30,12.917511
31,10.580121
32,9.884675
33,11.91001
34,14.176282
35,14.224347
36,9.506948
37,9.107251
38,11.193696
39,10.467182
40,11.457443
41,12.917511
42,10.580121
43,9.884675
44,11.91001
45,14.176282
46,14.224347
47,11.323993
48,9.107251
49,11.193696
50,10.467182
51,11.457443
52,12.917511
53,10.580121
54,9.884675
55,11.91001
56,14.176282
57,14.224347
58,11.323993
59,11.025084
60,11.193696
61,10.467182
62,11.457443
63,12.917511
64,10.580121
65,9.884675
66,11.91001
67,14.176282
68,14.224347
69,11.323993
70,11.025084
71,9.821017
72,10.467182
73,11.457443
74,12.917511
75,10.580121
76,9.884675
77,11.91001
78,14.176282
79,14.224347
80,11.323993
81,11.025084
82,9.821017
83,9.136024
84,11.457443
85,12.917511
86,10.580121
87,9.884675
88,11.91001
89,14.176282
90,14.224347
91,11.323993
92,11.025084
93,9.821017
94,9.136024
95,11.952353
96,12.917511
97,10.580121
98,9.884675
99,11.91001
100,14.176282
101,14.224347
102,11.323993
103,11.025084
104,9.821017
105,9.136024
106,11.952353
107,9.442813
108,10.580121
109,9.884675
110,11.91001
111,14.176282
112,14.224347
113,11.323993
114,11.025084
115,9.821017
116,9.136024
117,11.952353
118,9.442813
119,7.3928723
120,9.884675
121,11.91001
122,14.176282
123,14.224347
124,11.323993
125,11.025084
126,9.821017
127,9.136024
128,11.952353
129,9.442813
130,7.3928723
131,13.856866
132,11.91001
133,14.176282
134,14.224347
135,11.323993
136,11.025084
137,9.821017
138,9.136024
139,11.952353
140,9.442813
141,7.3928723
142,13.856866
143,12.427053
144,14.176282
145,14.224347
146,11.323993
147,11.025084
148,9.821017
149,9.136024
150,11.952353
151,9.442813
152,7.3928723
153,13.856866
154,12.427053
155,10.754845
156,14.224347
157,11.323993
158,11.025084
159,9.821017
160,9.136024
161,11.952353
162,9.442813
163,7.3928723
164,13.856866
165,12.427053
166,10.754845
167,11.339593
168,11.323993
169,11.025084
170,9.821017
171,9.136024
172,11.952353
173,9.442813
174,7.3928723
175,13.856866
176,12.427053
177,10.754845
178,11.339593
179,13.502794
180,11.025084
181,9.821017
182,9.136024
183,11.952353
184,9.442813
185,7.3928723
186,13.856866
187,12.427053
188,10.754845
189,11.339593
190,13.502794
191,13.115573
192,9.821017
193,9.136024
194,11.952353
195,9.442813
196,7.3928723
197,13.856866
198,12.427053
199,10.754845
200,11.339593
201,13.502794
202,13.115573
203,8.705541
204,9.136024
205,11.952353
206,9.442813
207,7.3928723
208,13.856866
209,12.427053
210,10.754845
211,11.339593
212,13.502794
213,13.115573
214,8.705541
215,12.307719
216,11.952353
217,9.442813
218,7.3928723
219,13.856866
220,12.427053
221,10.754845
222,11.339593
223,13.502794
224,13.115573
225,8.705541
226,12.307719
227,11.710593
228,9.442813
229,7.3928723
230,13.856866
231,12.427053
232,10.754845
233,11.339593
234,13.502794
235,13.115573
236,8.705541
237,12.307719
238,11.710593
239,8.040818
240,7.3928723
241,13.856866
242,12.427053
243,10.754845
244,11.339593
245,13.502794
246,13.115573
247,8.705541
248,12.307719
249,11.710593
250,8.040818
251,8.949272
252,13.856866
253,12.427053
254,10.754845
255,11.339593
256,13.502794
257,13.115573
258,8.705541
259,12.307719
260,11.710593
261,8.040818
262,8.949272
263,7.6698437
264,12.427053
265,10.754845
266,11.339593
267,13.502794
268,13.115573
269,8.705541
270,12.307719
271,11.710593
272,8.040818
273,8.949272
274,7.6698437
275,9.304405
276,10.754845
277,11.339593
278,13.502794
279,13.115573
280,8.705541
281,12.307719
282,11.710593
283,8.040818
284,8.949272
