id,Predicted
0,9.0985565
1,11.9814005
2,14.420508
3,9.88724
4,9.686534
5,11.776645
6,10.575599
7,11.0377655
8,14.183119
9,11.229331
10,9.933133
11,12.075907
12,11.9814005
13,14.420508
14,9.88724
15,9.686534
16,11.776645
17,10.575599
18,11.0377655
19,14.183119
20,11.229331
21,9.933133
22,12.075907
23,14.9933605
24,14.420508
25,9.88724
26,9.686534
27,11.776645
28,10.575599
29,11.0377655
30,14.183119
31,11.229331
32,9.933133
33,12.075907
34,14.9933605
35,16.289825
36,9.88724
37,9.686534
38,11.776645
39,10.575599
40,11.0377655
41,14.183119
42,11.229331
43,9.933133
44,12.075907
45,14.9933605
46,16.289825
47,11.529791
48,9.686534
49,11.776645
50,10.575599
51,11.0377655
52,14.183119
53,11.229331
54,9.933133
55,12.075907
56,14.9933605
57,16.289825
58,11.529791
59,11.424322
60,11.776645
61,10.575599
62,11.0377655
63,14.183119
64,11.229331
65,9.933133
66,12.075907
67,14.9933605
68,16.289825
69,11.529791
70,11.424322
71,10.999968
72,10.575599
73,11.0377655
74,14.183119
75,11.229331
76,9.933133
77,12.075907
78,14.9933605
79,16.289825
80,11.529791
81,11.424322
82,10.999968
83,9.943311
84,11.0377655
85,14.183119
86,11.229331
87,9.933133
88,12.075907
89,14.9933605
90,16.289825
91,11.529791
92,11.424322
93,10.999968
94,9.943311
95,12.188052
96,14.183119
97,11.229331
98,9.933133
99,12.075907
100,14.9933605
101,16.289825
102,11.529791
103,11.424322
104,10.999968
105,9.943311
106,12.188052
107,9.022249
108,11.229331
109,9.933133
110,12.075907
111,14.9933605
112,16.289825
113,11.529791
114,11.424322
115,10.999968
116,9.943311
117,12.188052
118,9.022249
119,7.5600476
120,9.933133
121,12.075907
122,14.9933605
123,16.289825
124,11.529791
125,11.424322
126,10.999968
127,9.943311
128,12.188052
129,9.022249
130,7.5600476
131,14.761999
132,12.075907
133,14.9933605
134,16.289825
135,11.529791
136,11.424322
137,10.999968
138,9.943311
139,12.188052
140,9.022249
141,7.5600476
142,14.761999
143,12.361866
144,14.9933605
145,16.289825
146,11.529791
147,11.424322
148,10.999968
149,9.943311
150,12.188052
151,9.022249
152,7.5600476
153,14.761999
154,12.361866
155,8.99975
156,16.289825
157,11.529791
158,11.424322
159,10.999968
160,9.943311
161,12.188052
162,9.022249
163,7.5600476
164,14.761999
165,12.361866
166,8.99975
167,11.258437
168,11.529791
169,11.424322
170,10.999968
171,9.943311
172,12.188052
173,9.022249
174,7.5600476
175,14.761999
176,12.361866
177,8.99975
178,11.258437
179,13.362839
180,11.424322
181,10.999968
182,9.943311
183,12.188052
184,9.022249
185,7.5600476
186,14.761999
187,12.361866
188,8.99975
189,11.258437
190,13.362839
191,13.475417
192,10.999968
193,9.943311
194,12.188052
195,9.022249
196,7.5600476
197,14.761999
198,12.361866
199,8.99975
200,11.258437
201,13.362839
202,13.475417
203,8.374864
204,9.943311
205,12.188052
206,9.022249
207,7.5600476
208,14.761999
209,12.361866
210,8.99975
211,11.258437
212,13.362839
213,13.475417
214,8.374864
215,11.929656
216,12.188052
217,9.022249
218,7.5600476
219,14.761999
220,12.361866
221,8.99975
222,11.258437
223,13.362839
224,13.475417
225,8.374864
226,11.929656
227,12.087879
228,9.022249
229,7.5600476
230,14.761999
231,12.361866
232,8.99975
233,11.258437
234,13.362839
235,13.475417
236,8.374864
237,11.929656
238,12.087879
239,8.185002
240,7.5600476
241,14.761999
242,12.361866
243,8.99975
244,11.258437
245,13.362839
246,13.475417
247,8.374864
248,11.929656
249,12.087879
250,8.185002
251,8.19334
252,14.761999
253,12.361866
254,8.99975
255,11.258437
256,13.362839
257,13.475417
258,8.374864
259,11.929656
260,12.087879
261,8.185002
262,8.19334
263,8.348841
264,12.361866
265,8.99975
266,11.258437
267,13.362839
268,13.475417
269,8.374864
270,11.929656
271,12.087879
272,8.185002
273,8.19334
274,8.348841
275,10.29199
276,8.99975
277,11.258437
278,13.362839
279,13.475417
280,8.374864
281,11.929656
282,12.087879
283,8.185002
284,8.19334
285,8.348841
286,10.29199
287,15.442534
288,11.258437
289,13.362839
290,13.475417
291,8.374864
292,11.929656
293,12.087879
294,8.185002
295,8.19334
296,8.348841
297,10.29199
298,15.442534
299,7.407361
300,13.362839
301,13.475417
302,8.374864
303,11.929656
304,12.087879
305,8.185002
306,8.19334
307,8.348841
308,10.29199
309,15.442534
310,7.407361
311,11.935489
312,13.475417
313,8.374864
314,11.929656
315,12.087879
316,8.185002
317,8.19334
318,8.348841
319,10.29199
320,15.442534
321,7.407361
322,11.935489
323,13.842353
324,8.374864
325,11.929656
326,12.087879
327,8.185002
328,8.19334
329,8.348841
330,10.29199
331,15.442534
332,7.407361
333,11.935489
334,13.842353
335,11.721768
336,11.929656
337,12.087879
338,8.185002
339,8.19334
340,8.348841
341,10.29199
342,15.442534
343,7.407361
344,11.935489
345,13.842353
346,11.721768
347,8.135702
348,12.087879
349,8.185002
350,8.19334
351,8.348841
352,10.29199
353,15.442534
354,7.407361
355,11.935489
356,13.842353
357,11.721768
358,8.135702
359,9.304631
360,8.185002
361,8.19334
362,8.348841
363,10.29199
364,15.442534
365,7.407361
366,11.935489
367,13.842353
368,11.721768
369,8.135702
370,9.304631
371,10.180201
372,8.19334
373,8.348841
374,10.29199
375,15.442534
376,7.407361
377,11.935489
378,13.842353
379,11.721768
380,8.135702
381,9.304631
382,10.180201
383,13.471193
384,8.348841
385,10.29199
386,15.442534
387,7.407361
388,11.935489
389,13.842353
390,11.721768
391,8.135702
392,9.304631
393,10.180201
394,13.471193
395,6.669582
396,10.29199
397,15.442534
398,7.407361
399,11.935489
400,13.842353
401,11.721768
402,8.135702
403,9.304631
404,10.180201
405,13.471193
406,6.669582
407,6.816579
408,15.442534
409,7.407361
410,11.935489
411,13.842353
412,11.721768
413,8.135702
414,9.304631
415,10.180201
416,13.471193
417,6.669582
418,6.816579
419,13.035346
420,7.407361
421,11.935489
422,13.842353
423,11.721768
424,8.135702
425,9.304631
426,10.180201
427,13.471193
428,6.669582
429,6.816579
430,13.035346
431,14.767565
432,11.935489
433,13.842353
434,11.721768
435,8.135702
436,9.304631
437,10.180201
438,13.471193
439,6.669582
440,6.816579
441,13.035346
442,14.767565
443,6.049159
444,13.842353
445,11.721768
446,8.135702
447,9.304631
448,10.180201
449,13.471193
450,6.669582
451,6.816579
452,13.035346
453,14.767565
454,6.049159
455,11.173312
456,11.721768
457,8.135702
458,9.304631
459,10.180201
460,13.471193
461,6.669582
462,6.816579
463,13.035346
464,14.767565
465,6.049159
466,11.173312
467,8.135702
468,9.304631
469,10.180201
470,13.471193
471,6.669582
472,6.816579
473,13.035346
474,14.767565
475,6.049159
476,11.173312
477,9.304631
478,10.180201
479,13.471193
480,6.669582
481,6.816579
482,13.035346
483,14.767565
484,6.049159
485,11.173312
486,10.180201
487,13.471193
488,6.669582
489,6.816579
490,13.035346
491,14.767565
492,6.049159
493,11.173312
494,13.471193
495,6.669582
496,6.816579
497,13.035346
498,14.767565
499,6.049159
500,11.173312
501,6.669582
502,6.816579
503,13.035346
504,14.767565
505,6.049159
506,11.173312
507,16.6381
508,6.816579
509,13.035346
510,14.767565
511,6.049159
512,11.173312
513,16.6381
514,16.487185
515,13.035346
516,14.767565
517,6.049159
518,11.173312
519,16.6381
520,16.487185
521,11.447212
522,14.767565
523,6.049159
524,11.173312
525,16.6381
526,16.487185
527,11.447212
528,19.616282
529,6.049159
530,11.173312
531,16.6381
532,16.487185
533,11.447212
534,19.616282
535,14.318965
536,11.173312
537,16.6381
538,16.487185
539,11.447212
540,19.616282
541,14.318965
542,8.306126
543,16.6381
544,16.487185
545,11.447212
546,19.616282
547,14.318965
548,8.306126
549,12.251933
550,16.6381
551,16.487185
552,11.447212
553,19.616282
554,14.318965
555,8.306126
556,12.251933
557,17.036663
558,16.6381
559,16.487185
560,11.447212
561,19.616282
562,14.318965
563,8.306126
564,12.251933
565,17.036663
566,14.610105
567,16.6381
568,16.487185
569,11.447212
570,19.616282
571,14.318965
572,8.306126
573,12.251933
574,17.036663
575,14.610105
576,11.874731
577,16.6381
578,16.487185
579,11.447212
580,19.616282
581,14.318965
582,8.306126
583,12.251933
584,17.036663
585,14.610105
586,11.874731
587,9.814141
588,16.6381
589,16.487185
590,11.447212
591,19.616282
592,14.318965
593,8.306126
594,12.251933
595,17.036663
596,14.610105
597,11.874731
598,9.814141
599,12.789043
600,16.487185
601,11.447212
602,19.616282
603,14.318965
604,8.306126
605,12.251933
606,17.036663
607,14.610105
608,11.874731
609,9.814141
610,12.789043
611,16.711382
612,11.447212
613,19.616282
614,14.318965
615,8.306126
616,12.251933
617,17.036663
618,14.610105
619,11.874731
620,9.814141
621,12.789043
622,16.711382
623,11.032717
624,19.616282
625,14.318965
626,8.306126
627,12.251933
628,17.036663
629,14.610105
630,11.874731
631,9.814141
632,12.789043
633,16.711382
634,11.032717
635,13.066008
636,14.318965
637,8.306126
638,12.251933
639,17.036663
640,14.610105
641,11.874731
642,9.814141
643,12.789043
644,16.711382
645,11.032717
646,13.066008
647,18.250006
648,8.306126
649,12.251933
650,17.036663
651,14.610105
652,11.874731
653,9.814141
654,12.789043
655,16.711382
656,11.032717
657,13.066008
658,18.250006
659,19.85908
660,12.251933
661,17.036663
662,14.610105
663,11.874731
664,9.814141
665,12.789043
666,16.711382
667,11.032717
668,13.066008
669,18.250006
670,19.85908
671,12.953907
672,17.036663
673,14.610105
674,11.874731
675,9.814141
676,12.789043
677,16.711382
678,11.032717
679,13.066008
680,18.250006
681,19.85908
682,12.953907
683,11.1517315
684,14.610105
685,11.874731
686,9.814141
687,12.789043
688,16.711382
689,11.032717
690,13.066008
691,18.250006
692,19.85908
693,12.953907
694,11.1517315
695,11.00189
696,11.874731
697,9.814141
698,12.789043
699,16.711382
700,11.032717
701,13.066008
702,18.250006
703,19.85908
704,12.953907
705,11.1517315
706,11.00189
707,14.078083
708,9.814141
709,12.789043
710,16.711382
711,11.032717
712,13.066008
713,18.250006
714,19.85908
715,12.953907
716,11.1517315
717,11.00189
718,14.078083
719,11.29428
720,12.789043
721,16.711382
722,11.032717
723,13.066008
724,18.250006
725,19.85908
726,12.953907
727,11.1517315
728,11.00189
729,14.078083
730,11.29428
731,13.167584
732,16.711382
733,11.032717
734,13.066008
735,18.250006
736,19.85908
737,12.953907
738,11.1517315
739,11.00189
740,14.078083
741,11.29428
742,13.167584
743,19.422869
744,11.032717
745,13.066008
746,18.250006
747,19.85908
748,12.953907
749,11.1517315
750,11.00189
751,14.078083
752,11.29428
753,13.167584
754,19.422869
755,21.238523
756,13.066008
757,18.250006
758,19.85908
759,12.953907
760,11.1517315
761,11.00189
762,14.078083
763,11.29428
764,13.167584
765,19.422869
766,21.238523
767,19.326885
768,18.250006
769,19.85908
770,12.953907
771,11.1517315
772,11.00189
773,14.078083
