,date_time,PM2.5,temp,wind speed,wind dir,lat,long
0,2020-07-01 00:00:00,11.0,27.6,21,230,16.445329,102.835251
1,2020-07-01 01:00:00,14.0,26.7,37,240,16.445329,102.835251
2,2020-07-01 02:00:00,15.0,26.7,37,240,16.445329,102.835251
3,2020-07-01 03:00:00,11.0,26.7,37,240,16.445329,102.835251
4,2020-07-01 04:00:00,9.0,25.5,39,255,16.445329,102.835251
5,2020-07-01 05:00:00,6.0,25.5,39,255,16.445329,102.835251
6,2020-07-01 06:00:00,11.0,25.5,39,255,16.445329,102.835251
7,2020-07-01 07:00:00,12.0,26.0,36,260,16.445329,102.835251
8,2020-07-01 08:00:00,13.0,26.0,36,260,16.445329,102.835251
9,2020-07-01 09:00:00,12.0,26.0,36,260,16.445329,102.835251
10,2020-07-01 10:00:00,11.0,29.4,34,265,16.445329,102.835251
11,2020-07-01 11:00:00,15.0,29.4,34,265,16.445329,102.835251
12,2020-07-01 12:00:00,11.0,29.4,34,265,16.445329,102.835251
13,2020-07-01 13:00:00,9.0,32.8,20,255,16.445329,102.835251
14,2020-07-01 14:00:00,12.0,32.8,20,255,16.445329,102.835251
15,2020-07-01 15:00:00,9.0,32.8,20,255,16.445329,102.835251
16,2020-07-01 16:00:00,11.0,32.5,16,265,16.445329,102.835251
17,2020-07-01 17:00:00,14.0,32.5,16,265,16.445329,102.835251
18,2020-07-01 18:00:00,13.0,32.5,16,265,16.445329,102.835251
19,2020-07-01 19:00:00,15.0,29.1,9,270,16.445329,102.835251
20,2020-07-01 20:00:00,15.0,29.1,9,270,16.445329,102.835251
21,2020-07-01 21:00:00,14.0,29.1,9,270,16.445329,102.835251
22,2020-07-01 22:00:00,11.0,26.4,9,260,16.445329,102.835251
23,2020-07-01 23:00:00,11.0,26.4,9,260,16.445329,102.835251
24,2020-07-02 00:00:00,9.0,26.4,9,260,16.445329,102.835251
25,2020-07-02 01:00:00,12.0,25.8,15,240,16.445329,102.835251
26,2020-07-02 02:00:00,13.0,25.8,15,240,16.445329,102.835251
27,2020-07-02 03:00:00,9.0,25.8,15,240,16.445329,102.835251
28,2020-07-02 04:00:00,13.0,24.8,23,265,16.445329,102.835251
29,2020-07-02 05:00:00,15.0,24.8,23,265,16.445329,102.835251
30,2020-07-02 06:00:00,16.0,24.8,23,265,16.445329,102.835251
31,2020-07-02 07:00:00,14.0,26.1,18,275,16.445329,102.835251
32,2020-07-02 08:00:00,13.0,26.1,18,275,16.445329,102.835251
33,2020-07-02 09:00:00,13.0,26.1,18,275,16.445329,102.835251
34,2020-07-02 10:00:00,12.0,29.3,18,280,16.445329,102.835251
35,2020-07-02 11:00:00,15.0,29.3,18,280,16.445329,102.835251
36,2020-07-02 12:00:00,12.0,29.3,18,280,16.445329,102.835251
37,2020-07-02 13:00:00,11.0,32.4,16,255,16.445329,102.835251
38,2020-07-02 14:00:00,12.0,32.4,16,255,16.445329,102.835251
39,2020-07-02 15:00:00,13.0,32.4,16,255,16.445329,102.835251
40,2020-07-02 16:00:00,14.0,32.5,12,240,16.445329,102.835251
41,2020-07-02 17:00:00,17.0,32.5,12,240,16.445329,102.835251
42,2020-07-02 18:00:00,11.0,32.5,12,240,16.445329,102.835251
43,2020-07-02 19:00:00,10.0,28.9,11,235,16.445329,102.835251
44,2020-07-02 20:00:00,15.0,28.9,11,235,16.445329,102.835251
45,2020-07-02 21:00:00,7.0,28.9,11,235,16.445329,102.835251
46,2020-07-02 22:00:00,10.0,27.1,20,220,16.445329,102.835251
47,2020-07-02 23:00:00,12.0,27.1,20,220,16.445329,102.835251
48,2020-07-03 00:00:00,9.0,27.1,20,220,16.445329,102.835251
49,2020-07-03 01:00:00,13.0,26.4,16,240,16.445329,102.835251
50,2020-07-03 02:00:00,10.0,26.4,16,240,16.445329,102.835251
51,2020-07-03 03:00:00,8.0,26.4,16,240,16.445329,102.835251
52,2020-07-03 04:00:00,12.0,26.0,16,250,16.445329,102.835251
53,2020-07-03 05:00:00,8.0,26.0,16,250,16.445329,102.835251
54,2020-07-03 06:00:00,16.0,26.0,16,250,16.445329,102.835251
55,2020-07-03 07:00:00,12.0,26.2,12,255,16.445329,102.835251
56,2020-07-03 08:00:00,16.0,26.2,12,255,16.445329,102.835251
57,2020-07-03 09:00:00,15.0,26.2,12,255,16.445329,102.835251
58,2020-07-03 10:00:00,17.0,27.4,10,250,16.445329,102.835251
59,2020-07-03 11:00:00,12.0,27.4,10,250,16.445329,102.835251
60,2020-07-03 12:00:00,12.0,27.4,10,250,16.445329,102.835251
61,2020-07-03 13:00:00,13.0,28.9,10,275,16.445329,102.835251
62,2020-07-03 14:00:00,11.0,28.9,10,275,16.445329,102.835251
63,2020-07-03 15:00:00,12.0,28.9,10,275,16.445329,102.835251
64,2020-07-03 16:00:00,13.0,31.0,10,260,16.445329,102.835251
65,2020-07-03 17:00:00,15.0,31.0,10,260,16.445329,102.835251
66,2020-07-03 18:00:00,13.0,31.0,10,260,16.445329,102.835251
67,2020-07-03 19:00:00,16.0,28.7,12,205,16.445329,102.835251
68,2020-07-03 20:00:00,15.0,28.7,12,205,16.445329,102.835251
69,2020-07-03 21:00:00,19.0,28.7,12,205,16.445329,102.835251
70,2020-07-03 22:00:00,11.0,26.4,22,185,16.445329,102.835251
71,2020-07-03 23:00:00,13.0,26.4,22,185,16.445329,102.835251
72,2020-07-04 00:00:00,10.0,26.4,22,185,16.445329,102.835251
73,2020-07-04 01:00:00,14.0,25.2,21,210,16.445329,102.835251
