date_time,date_pred,PM2.5,province
2020-07-01 00:00:00,2020-07-01 06:00:00,9.108595,Rayong
2020-07-01 00:00:00,2020-07-01 12:00:00,9.169575,Rayong
2020-07-01 00:00:00,2020-07-01 18:00:00,11.072093,Rayong
2020-07-01 00:00:00,2020-07-02 00:00:00,11.063429,Rayong
2020-07-01 00:00:00,2020-07-02 06:00:00,10.040124,Rayong
2020-07-01 00:00:00,2020-07-02 12:00:00,11.0962925,Rayong
2020-07-01 00:00:00,2020-07-02 18:00:00,11.90235,Rayong
2020-07-01 00:00:00,2020-07-03 00:00:00,11.477023,Rayong
2020-07-01 00:00:00,2020-07-03 06:00:00,11.143802,Rayong
2020-07-01 00:00:00,2020-07-03 12:00:00,11.911775,Rayong
2020-07-01 00:00:00,2020-07-03 18:00:00,11.907306,Rayong
2020-07-01 00:00:00,2020-07-04 00:00:00,12.178602,Rayong
2020-07-01 06:00:00,2020-07-01 12:00:00,9.25125,Rayong
2020-07-01 06:00:00,2020-07-01 18:00:00,8.42575,Rayong
2020-07-01 06:00:00,2020-07-02 00:00:00,10.088651,Rayong
2020-07-01 06:00:00,2020-07-02 06:00:00,10.186499,Rayong
2020-07-01 06:00:00,2020-07-02 12:00:00,10.186762,Rayong
2020-07-01 06:00:00,2020-07-02 18:00:00,10.569519,Rayong
2020-07-01 06:00:00,2020-07-03 00:00:00,11.06757,Rayong
2020-07-01 06:00:00,2020-07-03 06:00:00,10.502363,Rayong
2020-07-01 06:00:00,2020-07-03 12:00:00,11.074514,Rayong
2020-07-01 06:00:00,2020-07-03 18:00:00,11.3294115,Rayong
2020-07-01 06:00:00,2020-07-04 00:00:00,11.23028,Rayong
2020-07-01 06:00:00,2020-07-04 06:00:00,11.248247,Rayong
2020-07-01 12:00:00,2020-07-01 18:00:00,8.384571,Rayong
2020-07-01 12:00:00,2020-07-02 00:00:00,8.2220335,Rayong
2020-07-01 12:00:00,2020-07-02 06:00:00,9.324059,Rayong
2020-07-01 12:00:00,2020-07-02 12:00:00,10.846683,Rayong
2020-07-01 12:00:00,2020-07-02 18:00:00,9.593485,Rayong
2020-07-01 12:00:00,2020-07-03 00:00:00,10.57678,Rayong
2020-07-01 12:00:00,2020-07-03 06:00:00,10.310621,Rayong
2020-07-01 12:00:00,2020-07-03 12:00:00,11.344235,Rayong
2020-07-01 12:00:00,2020-07-03 18:00:00,11.0136175,Rayong
2020-07-01 12:00:00,2020-07-04 00:00:00,11.519614,Rayong
2020-07-01 12:00:00,2020-07-04 06:00:00,10.516354,Rayong
2020-07-01 12:00:00,2020-07-04 12:00:00,12.186012,Rayong
2020-07-01 18:00:00,2020-07-02 00:00:00,8.355603,Rayong
2020-07-01 18:00:00,2020-07-02 06:00:00,8.132395,Rayong
2020-07-01 18:00:00,2020-07-02 12:00:00,10.308724,Rayong
2020-07-01 18:00:00,2020-07-02 18:00:00,11.04384,Rayong
2020-07-01 18:00:00,2020-07-03 00:00:00,9.501968,Rayong
2020-07-01 18:00:00,2020-07-03 06:00:00,10.082029,Rayong
2020-07-01 18:00:00,2020-07-03 12:00:00,11.086631,Rayong
2020-07-01 18:00:00,2020-07-03 18:00:00,11.679432,Rayong
2020-07-01 18:00:00,2020-07-04 00:00:00,10.968283,Rayong
2020-07-01 18:00:00,2020-07-04 06:00:00,11.269541,Rayong
2020-07-01 18:00:00,2020-07-04 12:00:00,11.405884,Rayong
2020-07-01 18:00:00,2020-07-04 18:00:00,12.65121,Rayong
2020-07-02 00:00:00,2020-07-02 06:00:00,9.016217,Rayong
2020-07-02 00:00:00,2020-07-02 12:00:00,8.821795,Rayong
2020-07-02 00:00:00,2020-07-02 18:00:00,11.535751,Rayong
2020-07-02 00:00:00,2020-07-03 00:00:00,9.997315,Rayong
2020-07-02 00:00:00,2020-07-03 06:00:00,9.437136,Rayong
2020-07-02 00:00:00,2020-07-03 12:00:00,10.090474,Rayong
2020-07-02 00:00:00,2020-07-03 18:00:00,12.047512,Rayong
2020-07-02 00:00:00,2020-07-04 00:00:00,10.143996,Rayong
2020-07-02 00:00:00,2020-07-04 06:00:00,10.084529,Rayong
2020-07-02 00:00:00,2020-07-04 12:00:00,10.86027,Rayong
2020-07-02 00:00:00,2020-07-04 18:00:00,11.9347,Rayong
2020-07-02 00:00:00,2020-07-05 00:00:00,10.846642,Rayong
2020-07-02 06:00:00,2020-07-02 12:00:00,9.46179,Rayong
2020-07-02 06:00:00,2020-07-02 18:00:00,9.14584,Rayong
2020-07-02 06:00:00,2020-07-03 00:00:00,10.336421,Rayong
2020-07-02 06:00:00,2020-07-03 06:00:00,9.24488,Rayong
2020-07-02 06:00:00,2020-07-03 12:00:00,9.892685,Rayong
2020-07-02 06:00:00,2020-07-03 18:00:00,10.483442,Rayong
2020-07-02 06:00:00,2020-07-04 00:00:00,10.99466,Rayong
2020-07-02 06:00:00,2020-07-04 06:00:00,9.494643,Rayong
2020-07-02 06:00:00,2020-07-04 12:00:00,10.416539,Rayong
2020-07-02 06:00:00,2020-07-04 18:00:00,11.069733,Rayong
2020-07-02 06:00:00,2020-07-05 00:00:00,10.723636,Rayong
2020-07-02 06:00:00,2020-07-05 06:00:00,10.090504,Rayong
2020-07-02 12:00:00,2020-07-02 18:00:00,8.753792,Rayong
2020-07-02 12:00:00,2020-07-03 00:00:00,7.997447,Rayong
2020-07-02 12:00:00,2020-07-03 06:00:00,8.935065,Rayong
2020-07-02 12:00:00,2020-07-03 12:00:00,9.874911,Rayong
2020-07-02 12:00:00,2020-07-03 18:00:00,9.652597,Rayong
2020-07-02 12:00:00,2020-07-04 00:00:00,10.106632,Rayong
2020-07-02 12:00:00,2020-07-04 06:00:00,9.854749,Rayong
2020-07-02 12:00:00,2020-07-04 12:00:00,10.222104,Rayong
2020-07-02 12:00:00,2020-07-04 18:00:00,10.713591,Rayong
2020-07-02 12:00:00,2020-07-05 00:00:00,10.910908,Rayong
2020-07-02 12:00:00,2020-07-05 06:00:00,9.938588,Rayong
2020-07-02 12:00:00,2020-07-05 12:00:00,10.986278,Rayong
2020-07-02 18:00:00,2020-07-03 00:00:00,7.9352217,Rayong
2020-07-02 18:00:00,2020-07-03 06:00:00,7.889645,Rayong
2020-07-02 18:00:00,2020-07-03 12:00:00,9.279702,Rayong
2020-07-02 18:00:00,2020-07-03 18:00:00,10.546946,Rayong
2020-07-02 18:00:00,2020-07-04 00:00:00,8.982717,Rayong
2020-07-02 18:00:00,2020-07-04 06:00:00,9.820713,Rayong
2020-07-02 18:00:00,2020-07-04 12:00:00,10.147693,Rayong
2020-07-02 18:00:00,2020-07-04 18:00:00,11.159968,Rayong
2020-07-02 18:00:00,2020-07-05 00:00:00,10.454548,Rayong
2020-07-02 18:00:00,2020-07-05 06:00:00,10.95532,Rayong
2020-07-02 18:00:00,2020-07-05 12:00:00,10.310659,Rayong
2020-07-02 18:00:00,2020-07-05 18:00:00,11.98741,Rayong
2020-07-03 00:00:00,2020-07-03 06:00:00,7.6316586,Rayong
2020-07-03 00:00:00,2020-07-03 12:00:00,7.4213185,Rayong
2020-07-03 00:00:00,2020-07-03 18:00:00,9.225493,Rayong
2020-07-03 00:00:00,2020-07-04 00:00:00,9.112235,Rayong
2020-07-03 00:00:00,2020-07-04 06:00:00,8.294557,Rayong
2020-07-03 00:00:00,2020-07-04 12:00:00,9.153644,Rayong
2020-07-03 00:00:00,2020-07-04 18:00:00,10.07189,Rayong
2020-07-03 00:00:00,2020-07-05 00:00:00,9.422317,Rayong
2020-07-03 00:00:00,2020-07-05 06:00:00,9.355667,Rayong
2020-07-03 00:00:00,2020-07-05 12:00:00,10.111314,Rayong
2020-07-03 00:00:00,2020-07-05 18:00:00,10.129283,Rayong
2020-07-03 00:00:00,2020-07-06 00:00:00,10.177475,Rayong
2020-07-03 06:00:00,2020-07-03 12:00:00,7.4586706,Rayong
2020-07-03 06:00:00,2020-07-03 18:00:00,6.5454216,Rayong
