id,predicted
0,12.671747
1,12.343171
2,12.520463
3,12.146168
4,12.188816
5,12.5382395
6,12.255085
7,12.124913
8,13.13811
9,13.636949
10,12.431187
11,12.379762
12,12.518111
13,12.1882
14,12.363026
15,12.010395
16,12.0668745
17,12.435447
18,12.096401
19,12.036495
20,13.0501585
21,13.593556
22,12.368253
23,12.313855
24,12.39652
25,12.0662565
26,12.23845
27,11.912375
28,11.9830475
29,12.361627
30,11.982135
31,11.9822
32,12.994773
33,13.576602
34,12.35346
35,12.290718
36,12.787071
37,12.47654
38,12.615021
39,12.288198
40,12.423855
41,12.807222
42,12.434816
43,12.424746
44,13.452219
45,14.001725
46,12.819881
47,12.766961
48,13.461761
49,13.1886
50,13.26255
51,12.904561
52,13.092074
53,13.479009
54,13.155343
55,13.051828
56,14.092467
57,14.558023
58,13.396873
59,13.365492
60,13.566528
61,13.29697
62,13.363447
63,13.000245
64,13.19256
65,13.581522
66,13.265016
67,13.145558
68,14.190124
69,14.638706
70,13.477025
71,13.451547
72,13.967406
73,13.722921
74,13.745804
75,13.363415
76,13.585417
77,13.977494
78,13.687947
79,13.512472
80,14.563089
81,14.964451
82,13.808696
83,13.795835
84,14.529091
85,14.322762
86,14.279673
87,13.862696
88,14.112905
89,14.500909
90,14.267522
91,13.987495
92,15.044102
93,15.373639
94,14.218113
95,14.223703
96,14.767835
97,14.578925
98,14.506423
99,14.06346
100,14.304298
101,14.676384
102,14.497307
103,14.133035
104,15.189574
105,15.474999
106,14.312034
107,14.327462
108,14.556074
109,14.3502245
110,14.309382
111,13.870207
112,14.079174
113,14.441528
114,14.268437
115,13.91029
116,14.959888
117,15.256446
118,14.09591
119,14.102662
120,14.417567
121,14.199101
122,14.180981
123,13.752998
124,13.958971
125,14.3272705
126,14.131899
127,13.811623
128,14.859143
129,15.173383
130,14.019293
131,14.01963
132,14.256
133,14.025689
134,14.027723
135,13.612543
136,13.818343
137,14.193427
138,13.971088
139,13.69423
140,14.741908
141,15.081482
142,13.929196
143,13.924265
144,14.22443
145,13.992667
146,13.996439
147,13.585734
148,13.794076
149,14.17214
150,13.940451
151,13.676674
152,14.725057
153,15.072323
154,13.919095
155,13.913398
156,13.9511795
157,13.701187
158,13.7350025
159,13.344908
160,13.544445
161,13.928612
162,13.660418
163,13.458036
164,14.505287
165,14.891217
166,13.735284
167,13.721874
168,14.391491
169,14.171784
170,14.151737
171,13.749104
172,13.996129
173,14.392248
174,14.132474
175,13.895144
176,14.949979
177,15.296765
178,14.147274
179,14.14666
180,14.856056
181,14.668072
182,14.594592
183,14.161659
184,14.432466
185,14.823379
186,14.612221
187,14.287484
188,15.345533
189,15.632265
190,14.485262
191,14.498914
192,14.928266
193,14.74344
194,14.665312
195,14.21753
196,14.475119
197,14.854756
198,14.674409
199,14.306118
200,15.363852
201,15.626753
202,14.47401
203,14.493459
204,14.530963
205,14.317148
206,14.288342
207,13.859438
208,14.085358
209,14.463205
210,14.256147
211,13.943118
212,14.997836
213,15.301861
214,14.142979
215,14.152818
216,14.301007
217,14.072989
218,14.067235
219,13.657539
220,13.879536
221,14.265205
222,14.0232
223,13.766039
224,14.820397
225,15.161867
226,14.002118
227,14.003992
228,14.455247
229,14.240417
230,14.211359
231,13.797571
232,14.037257
233,14.426184
234,14.188006
235,13.917098
236,14.973521
237,15.304968
238,14.147006
