date_time,date_pred,PM2.5,province
2020-07-01 00:00:00,2020-07-01 06:00:00,12.484585,Chiangmai
2020-07-01 00:00:00,2020-07-01 12:00:00,10.738734,Chiangmai
2020-07-01 00:00:00,2020-07-01 18:00:00,12.930375,Chiangmai
2020-07-01 00:00:00,2020-07-02 00:00:00,12.614512,Chiangmai
2020-07-01 00:00:00,2020-07-02 06:00:00,11.913243,Chiangmai
2020-07-01 00:00:00,2020-07-02 12:00:00,12.737439,Chiangmai
2020-07-01 00:00:00,2020-07-02 18:00:00,13.331325,Chiangmai
2020-07-01 00:00:00,2020-07-03 00:00:00,12.475231,Chiangmai
2020-07-01 00:00:00,2020-07-03 06:00:00,12.586688,Chiangmai
2020-07-01 00:00:00,2020-07-03 12:00:00,13.047993,Chiangmai
2020-07-01 00:00:00,2020-07-03 18:00:00,13.601466,Chiangmai
2020-07-01 00:00:00,2020-07-04 00:00:00,13.857672,Chiangmai
2020-07-01 06:00:00,2020-07-01 12:00:00,13.060443,Chiangmai
2020-07-01 06:00:00,2020-07-01 18:00:00,11.398403,Chiangmai
2020-07-01 06:00:00,2020-07-02 00:00:00,13.1732435,Chiangmai
2020-07-01 06:00:00,2020-07-02 06:00:00,12.550296,Chiangmai
2020-07-01 06:00:00,2020-07-02 12:00:00,12.165375,Chiangmai
2020-07-01 06:00:00,2020-07-02 18:00:00,13.158461,Chiangmai
2020-07-01 06:00:00,2020-07-03 00:00:00,13.437208,Chiangmai
2020-07-01 06:00:00,2020-07-03 06:00:00,12.26594,Chiangmai
2020-07-01 06:00:00,2020-07-03 12:00:00,12.7377825,Chiangmai
2020-07-01 06:00:00,2020-07-03 18:00:00,13.441884,Chiangmai
2020-07-01 06:00:00,2020-07-04 00:00:00,13.601148,Chiangmai
2020-07-01 06:00:00,2020-07-04 06:00:00,13.624574,Chiangmai
2020-07-01 12:00:00,2020-07-01 18:00:00,12.357037,Chiangmai
2020-07-01 12:00:00,2020-07-02 00:00:00,10.579973,Chiangmai
2020-07-01 12:00:00,2020-07-02 06:00:00,12.430735,Chiangmai
2020-07-01 12:00:00,2020-07-02 12:00:00,11.923809,Chiangmai
2020-07-01 12:00:00,2020-07-02 18:00:00,11.482397,Chiangmai
2020-07-01 12:00:00,2020-07-03 00:00:00,12.461259,Chiangmai
2020-07-01 12:00:00,2020-07-03 06:00:00,12.750951,Chiangmai
2020-07-01 12:00:00,2020-07-03 12:00:00,11.61672,Chiangmai
2020-07-01 12:00:00,2020-07-03 18:00:00,12.132124,Chiangmai
2020-07-01 12:00:00,2020-07-04 00:00:00,12.780682,Chiangmai
2020-07-01 12:00:00,2020-07-04 06:00:00,12.905213,Chiangmai
2020-07-01 12:00:00,2020-07-04 12:00:00,12.998866,Chiangmai
2020-07-01 18:00:00,2020-07-02 00:00:00,11.444774,Chiangmai
2020-07-01 18:00:00,2020-07-02 06:00:00,9.530154,Chiangmai
2020-07-01 18:00:00,2020-07-02 12:00:00,11.829744,Chiangmai
2020-07-01 18:00:00,2020-07-02 18:00:00,11.689929,Chiangmai
2020-07-01 18:00:00,2020-07-03 00:00:00,10.956834,Chiangmai
2020-07-01 18:00:00,2020-07-03 06:00:00,11.713739,Chiangmai
2020-07-01 18:00:00,2020-07-03 12:00:00,12.343858,Chiangmai
2020-07-01 18:00:00,2020-07-03 18:00:00,11.532072,Chiangmai
2020-07-01 18:00:00,2020-07-04 00:00:00,11.704679,Chiangmai
2020-07-01 18:00:00,2020-07-04 06:00:00,12.092225,Chiangmai
2020-07-01 18:00:00,2020-07-04 12:00:00,12.604887,Chiangmai
2020-07-01 18:00:00,2020-07-04 18:00:00,12.957824,Chiangmai
2020-07-02 00:00:00,2020-07-02 06:00:00,11.878038,Chiangmai
2020-07-02 00:00:00,2020-07-02 12:00:00,10.067877,Chiangmai
2020-07-02 00:00:00,2020-07-02 18:00:00,12.092792,Chiangmai
2020-07-02 00:00:00,2020-07-03 00:00:00,11.679648,Chiangmai
2020-07-02 00:00:00,2020-07-03 06:00:00,11.149198,Chiangmai
2020-07-02 00:00:00,2020-07-03 12:00:00,12.047132,Chiangmai
2020-07-02 00:00:00,2020-07-03 18:00:00,12.463642,Chiangmai
2020-07-02 00:00:00,2020-07-04 00:00:00,11.416472,Chiangmai
2020-07-02 00:00:00,2020-07-04 06:00:00,11.813494,Chiangmai
2020-07-02 00:00:00,2020-07-04 12:00:00,12.364376,Chiangmai
2020-07-02 00:00:00,2020-07-04 18:00:00,12.644266,Chiangmai
2020-07-02 00:00:00,2020-07-05 00:00:00,12.810339,Chiangmai
2020-07-02 06:00:00,2020-07-02 12:00:00,11.646512,Chiangmai
2020-07-02 06:00:00,2020-07-02 18:00:00,9.830434,Chiangmai
2020-07-02 06:00:00,2020-07-03 00:00:00,11.640511,Chiangmai
2020-07-02 06:00:00,2020-07-03 06:00:00,11.064051,Chiangmai
2020-07-02 06:00:00,2020-07-03 12:00:00,10.648573,Chiangmai
2020-07-02 06:00:00,2020-07-03 18:00:00,11.719253,Chiangmai
2020-07-02 06:00:00,2020-07-04 00:00:00,11.903383,Chiangmai
2020-07-02 06:00:00,2020-07-04 06:00:00,10.659488,Chiangmai
2020-07-02 06:00:00,2020-07-04 12:00:00,11.34014,Chiangmai
2020-07-02 06:00:00,2020-07-04 18:00:00,12.0065,Chiangmai
2020-07-02 06:00:00,2020-07-05 00:00:00,11.990111,Chiangmai
2020-07-02 06:00:00,2020-07-05 06:00:00,12.035145,Chiangmai
2020-07-02 12:00:00,2020-07-02 18:00:00,11.420251,Chiangmai
2020-07-02 12:00:00,2020-07-03 00:00:00,9.535122,Chiangmai
2020-07-02 12:00:00,2020-07-03 06:00:00,11.447882,Chiangmai
2020-07-02 12:00:00,2020-07-03 12:00:00,10.992105,Chiangmai
2020-07-02 12:00:00,2020-07-03 18:00:00,10.479534,Chiangmai
2020-07-02 12:00:00,2020-07-04 00:00:00,11.517143,Chiangmai
2020-07-02 12:00:00,2020-07-04 06:00:00,11.76512,Chiangmai
2020-07-02 12:00:00,2020-07-04 12:00:00,10.6150875,Chiangmai
2020-07-02 12:00:00,2020-07-04 18:00:00,11.227047,Chiangmai
2020-07-02 12:00:00,2020-07-05 00:00:00,11.838366,Chiangmai
2020-07-02 12:00:00,2020-07-05 06:00:00,11.878553,Chiangmai
2020-07-02 12:00:00,2020-07-05 12:00:00,12.01015,Chiangmai
2020-07-02 18:00:00,2020-07-03 00:00:00,11.331432,Chiangmai
2020-07-02 18:00:00,2020-07-03 06:00:00,9.380853,Chiangmai
2020-07-02 18:00:00,2020-07-03 12:00:00,11.739722,Chiangmai
2020-07-02 18:00:00,2020-07-03 18:00:00,11.647798,Chiangmai
2020-07-02 18:00:00,2020-07-04 00:00:00,10.804272,Chiangmai
2020-07-02 18:00:00,2020-07-04 06:00:00,11.600102,Chiangmai
2020-07-02 18:00:00,2020-07-04 12:00:00,12.23171,Chiangmai
2020-07-02 18:00:00,2020-07-04 18:00:00,11.482577,Chiangmai
2020-07-02 18:00:00,2020-07-05 00:00:00,11.633703,Chiangmai
2020-07-02 18:00:00,2020-07-05 06:00:00,11.967591,Chiangmai
2020-07-02 18:00:00,2020-07-05 12:00:00,12.503072,Chiangmai
2020-07-02 18:00:00,2020-07-05 18:00:00,12.907856,Chiangmai
2020-07-03 00:00:00,2020-07-03 06:00:00,11.745636,Chiangmai
2020-07-03 00:00:00,2020-07-03 12:00:00,9.919509,Chiangmai
2020-07-03 00:00:00,2020-07-03 18:00:00,12.084202,Chiangmai
2020-07-03 00:00:00,2020-07-04 00:00:00,11.779249,Chiangmai
2020-07-03 00:00:00,2020-07-04 06:00:00,11.031138,Chiangmai
2020-07-03 00:00:00,2020-07-04 12:00:00,11.964337,Chiangmai
2020-07-03 00:00:00,2020-07-04 18:00:00,12.455023,Chiangmai
2020-07-03 00:00:00,2020-07-05 00:00:00,11.542118,Chiangmai
2020-07-03 00:00:00,2020-07-05 06:00:00,11.815045,Chiangmai
2020-07-03 00:00:00,2020-07-05 12:00:00,12.264917,Chiangmai
2020-07-03 00:00:00,2020-07-05 18:00:00,12.658801,Chiangmai
2020-07-03 00:00:00,2020-07-06 00:00:00,12.914592,Chiangmai
2020-07-03 06:00:00,2020-07-03 12:00:00,12.11264,Chiangmai
2020-07-03 06:00:00,2020-07-03 18:00:00,10.341187,Chiangmai
2020-07-03 06:00:00,2020-07-04 00:00:00,12.14805,Chiangmai
2020-07-03 06:00:00,2020-07-04 06:00:00,11.587639,Chiangmai
2020-07-03 06:00:00,2020-07-04 12:00:00,11.099143,Chiangmai
2020-07-03 06:00:00,2020-07-04 18:00:00,12.205234,Chiangmai
2020-07-03 06:00:00,2020-07-05 00:00:00,12.399502,Chiangmai
2020-07-03 06:00:00,2020-07-05 06:00:00,11.213411,Chiangmai
2020-07-03 06:00:00,2020-07-05 12:00:00,11.818799,Chiangmai
2020-07-03 06:00:00,2020-07-05 18:00:00,12.491792,Chiangmai
2020-07-03 06:00:00,2020-07-06 00:00:00,12.515481,Chiangmai
2020-07-03 06:00:00,2020-07-06 06:00:00,12.567973,Chiangmai
2020-07-03 12:00:00,2020-07-03 18:00:00,11.704983,Chiangmai
2020-07-03 12:00:00,2020-07-04 00:00:00,9.837284,Chiangmai
2020-07-03 12:00:00,2020-07-04 06:00:00,11.69668,Chiangmai
2020-07-03 12:00:00,2020-07-04 12:00:00,11.230298,Chiangmai
2020-07-03 12:00:00,2020-07-04 18:00:00,10.743713,Chiangmai
2020-07-03 12:00:00,2020-07-05 00:00:00,11.798016,Chiangmai
2020-07-03 12:00:00,2020-07-05 06:00:00,12.00874,Chiangmai
2020-07-03 12:00:00,2020-07-05 12:00:00,10.857111,Chiangmai
2020-07-03 12:00:00,2020-07-05 18:00:00,11.488195,Chiangmai
2020-07-03 12:00:00,2020-07-06 00:00:00,12.129226,Chiangmai
2020-07-03 12:00:00,2020-07-06 06:00:00,12.139459,Chiangmai
