,date_time,PM2.5,temp,wind speed,wind dir,lat,long
0,2020-07-01 00:00:00,19.0,25.9,23,260,14.685833,100.871996
1,2020-07-01 01:00:00,22.0,25.2,21,255,14.685833,100.871996
2,2020-07-01 02:00:00,28.0,25.2,21,255,14.685833,100.871996
3,2020-07-01 03:00:00,25.0,25.2,21,255,14.685833,100.871996
4,2020-07-01 04:00:00,19.0,24.7,29,255,14.685833,100.871996
5,2020-07-01 05:00:00,19.0,24.7,29,255,14.685833,100.871996
6,2020-07-01 06:00:00,23.0,24.7,29,255,14.685833,100.871996
7,2020-07-01 07:00:00,22.0,25.4,35,250,14.685833,100.871996
8,2020-07-01 08:00:00,21.0,25.4,35,250,14.685833,100.871996
9,2020-07-01 09:00:00,23.0,25.4,35,250,14.685833,100.871996
10,2020-07-01 10:00:00,28.0,29.3,36,250,14.685833,100.871996
11,2020-07-01 11:00:00,27.0,29.3,36,250,14.685833,100.871996
12,2020-07-01 12:00:00,18.0,29.3,36,250,14.685833,100.871996
13,2020-07-01 13:00:00,18.0,31.7,36,250,14.685833,100.871996
14,2020-07-01 14:00:00,16.0,31.7,29,255,14.685833,100.871996
15,2020-07-01 15:00:00,11.0,31.7,29,255,14.685833,100.871996
16,2020-07-01 16:00:00,8.0,31.8,29,260,14.685833,100.871996
17,2020-07-01 17:00:00,10.0,31.8,29,260,14.685833,100.871996
18,2020-07-01 18:00:00,16.0,31.8,29,260,14.685833,100.871996
19,2020-07-01 19:00:00,18.0,31.8,23,260,14.685833,100.871996
20,2020-07-01 20:00:00,14.0,27.3,23,260,14.685833,100.871996
21,2020-07-01 21:00:00,15.0,27.3,23,260,14.685833,100.871996
22,2020-07-01 22:00:00,24.0,25.9,25,270,14.685833,100.871996
23,2020-07-01 23:00:00,23.0,25.9,25,270,14.685833,100.871996
24,2020-07-02 00:00:00,18.0,25.9,25,270,14.685833,100.871996
25,2020-07-02 01:00:00,23.0,25.1,23,265,14.685833,100.871996
26,2020-07-02 02:00:00,28.0,25.1,23,265,14.685833,100.871996
27,2020-07-02 03:00:00,26.0,25.1,23,265,14.685833,100.871996
28,2020-07-02 04:00:00,20.0,24.6,25,265,14.685833,100.871996
29,2020-07-02 05:00:00,21.0,24.6,25,265,14.685833,100.871996
30,2020-07-02 06:00:00,27.0,24.6,25,265,14.685833,100.871996
31,2020-07-02 07:00:00,25.0,25.6,25,265,14.685833,100.871996
32,2020-07-02 08:00:00,20.0,25.6,24,260,14.685833,100.871996
33,2020-07-02 09:00:00,20.0,25.6,24,260,14.685833,100.871996
34,2020-07-02 10:00:00,25.0,29.6,23,250,14.685833,100.871996
35,2020-07-02 11:00:00,22.0,29.6,23,250,14.685833,100.871996
36,2020-07-02 12:00:00,16.0,29.6,23,250,14.685833,100.871996
37,2020-07-02 13:00:00,17.0,29.6,24,245,14.685833,100.871996
38,2020-07-02 14:00:00,18.0,31.4,24,245,14.685833,100.871996
39,2020-07-02 15:00:00,12.0,31.4,24,245,14.685833,100.871996
40,2020-07-02 16:00:00,5.0,29.1,27,260,14.685833,100.871996
41,2020-07-02 17:00:00,7.0,29.1,27,260,14.685833,100.871996
42,2020-07-02 18:00:00,11.0,29.1,27,260,14.685833,100.871996
43,2020-07-02 19:00:00,9.0,26.1,29,260,14.685833,100.871996
44,2020-07-02 20:00:00,5.0,26.1,29,260,14.685833,100.871996
45,2020-07-02 21:00:00,8.0,26.1,29,260,14.685833,100.871996
46,2020-07-02 22:00:00,12.0,25.7,29,260,14.685833,100.871996
47,2020-07-02 23:00:00,9.0,25.7,29,260,14.685833,100.871996
48,2020-07-03 00:00:00,5.0,25.7,29,260,14.685833,100.871996
49,2020-07-03 01:00:00,6.0,25.3,37,250,14.685833,100.871996
50,2020-07-03 02:00:00,12.0,25.3,37,250,14.685833,100.871996
51,2020-07-03 03:00:00,11.0,25.3,37,250,14.685833,100.871996
52,2020-07-03 04:00:00,7.0,25.0,41,245,14.685833,100.871996
53,2020-07-03 05:00:00,9.0,25.0,41,245,14.685833,100.871996
54,2020-07-03 06:00:00,14.0,25.0,41,245,14.685833,100.871996
55,2020-07-03 07:00:00,13.0,25.4,41,245,14.685833,100.871996
56,2020-07-03 08:00:00,12.0,25.4,35,245,14.685833,100.871996
57,2020-07-03 09:00:00,18.0,25.4,35,245,14.685833,100.871996
58,2020-07-03 10:00:00,23.0,27.8,44,240,14.685833,100.871996
