date_time,date_pred,PM2.5,province
2020-07-01 00:00:00,2020-07-01 06:00:00,17.64722,Khonkaen
2020-07-01 00:00:00,2020-07-01 12:00:00,17.200258,Khonkaen
2020-07-01 00:00:00,2020-07-01 18:00:00,16.7861,Khonkaen
2020-07-01 00:00:00,2020-07-02 00:00:00,16.671215,Khonkaen
2020-07-01 00:00:00,2020-07-02 06:00:00,16.563786,Khonkaen
2020-07-01 00:00:00,2020-07-02 12:00:00,14.286603,Khonkaen
2020-07-01 00:00:00,2020-07-02 18:00:00,13.034518,Khonkaen
2020-07-01 00:00:00,2020-07-03 00:00:00,12.338112,Khonkaen
2020-07-01 00:00:00,2020-07-03 06:00:00,14.416473,Khonkaen
2020-07-01 00:00:00,2020-07-03 12:00:00,13.88269,Khonkaen
2020-07-01 00:00:00,2020-07-03 18:00:00,12.993213,Khonkaen
2020-07-01 00:00:00,2020-07-04 00:00:00,12.937719,Khonkaen
2020-07-01 06:00:00,2020-07-01 12:00:00,17.991173,Khonkaen
2020-07-01 06:00:00,2020-07-01 18:00:00,17.497238,Khonkaen
2020-07-01 06:00:00,2020-07-02 00:00:00,17.366058,Khonkaen
2020-07-01 06:00:00,2020-07-02 06:00:00,16.994928,Khonkaen
2020-07-01 06:00:00,2020-07-02 12:00:00,16.78942,Khonkaen
2020-07-01 06:00:00,2020-07-02 18:00:00,14.357868,Khonkaen
2020-07-01 06:00:00,2020-07-03 00:00:00,13.357319,Khonkaen
2020-07-01 06:00:00,2020-07-03 06:00:00,12.593361,Khonkaen
2020-07-01 06:00:00,2020-07-03 12:00:00,15.159612,Khonkaen
2020-07-01 06:00:00,2020-07-03 18:00:00,14.49636,Khonkaen
2020-07-01 06:00:00,2020-07-04 00:00:00,13.594981,Khonkaen
2020-07-01 06:00:00,2020-07-04 06:00:00,13.372438,Khonkaen
2020-07-01 12:00:00,2020-07-01 18:00:00,18.666662,Khonkaen
2020-07-01 12:00:00,2020-07-02 00:00:00,17.572119,Khonkaen
2020-07-01 12:00:00,2020-07-02 06:00:00,17.712965,Khonkaen
2020-07-01 12:00:00,2020-07-02 12:00:00,17.029163,Khonkaen
2020-07-01 12:00:00,2020-07-02 18:00:00,17.097927,Khonkaen
2020-07-01 12:00:00,2020-07-03 00:00:00,14.028831,Khonkaen
2020-07-01 12:00:00,2020-07-03 06:00:00,13.622805,Khonkaen
2020-07-01 12:00:00,2020-07-03 12:00:00,12.464106,Khonkaen
2020-07-01 12:00:00,2020-07-03 18:00:00,15.886678,Khonkaen
2020-07-01 12:00:00,2020-07-04 00:00:00,14.460887,Khonkaen
2020-07-01 12:00:00,2020-07-04 06:00:00,13.909797,Khonkaen
2020-07-01 12:00:00,2020-07-04 12:00:00,13.362213,Khonkaen
2020-07-01 18:00:00,2020-07-02 00:00:00,19.186733,Khonkaen
2020-07-01 18:00:00,2020-07-02 06:00:00,17.737064,Khonkaen
2020-07-01 18:00:00,2020-07-02 12:00:00,17.751179,Khonkaen
2020-07-01 18:00:00,2020-07-02 18:00:00,16.928782,Khonkaen
2020-07-01 18:00:00,2020-07-03 00:00:00,17.182934,Khonkaen
2020-07-01 18:00:00,2020-07-03 06:00:00,13.869268,Khonkaen
2020-07-01 18:00:00,2020-07-03 12:00:00,13.790945,Khonkaen
2020-07-01 18:00:00,2020-07-03 18:00:00,12.471967,Khonkaen
2020-07-01 18:00:00,2020-07-04 00:00:00,16.391449,Khonkaen
2020-07-01 18:00:00,2020-07-04 06:00:00,14.780112,Khonkaen
2020-07-01 18:00:00,2020-07-04 12:00:00,14.31726,Khonkaen
2020-07-01 18:00:00,2020-07-04 18:00:00,13.58932,Khonkaen
2020-07-02 00:00:00,2020-07-02 06:00:00,18.726313,Khonkaen
2020-07-02 00:00:00,2020-07-02 12:00:00,17.817982,Khonkaen
2020-07-02 00:00:00,2020-07-02 18:00:00,17.120682,Khonkaen
2020-07-02 00:00:00,2020-07-03 00:00:00,16.708538,Khonkaen
2020-07-02 00:00:00,2020-07-03 06:00:00,16.483969,Khonkaen
2020-07-02 00:00:00,2020-07-03 12:00:00,14.052833,Khonkaen
2020-07-02 00:00:00,2020-07-03 18:00:00,13.359649,Khonkaen
2020-07-02 00:00:00,2020-07-04 00:00:00,12.816475,Khonkaen
2020-07-02 00:00:00,2020-07-04 06:00:00,16.144882,Khonkaen
2020-07-02 00:00:00,2020-07-04 12:00:00,15.471589,Khonkaen
2020-07-02 00:00:00,2020-07-04 18:00:00,14.218415,Khonkaen
2020-07-02 00:00:00,2020-07-05 00:00:00,13.967528,Khonkaen
2020-07-02 06:00:00,2020-07-02 12:00:00,18.259535,Khonkaen
2020-07-02 06:00:00,2020-07-02 18:00:00,18.130554,Khonkaen
2020-07-02 06:00:00,2020-07-03 00:00:00,16.601765,Khonkaen
2020-07-02 06:00:00,2020-07-03 06:00:00,16.678444,Khonkaen
2020-07-02 06:00:00,2020-07-03 12:00:00,15.791716,Khonkaen
2020-07-02 06:00:00,2020-07-03 18:00:00,14.475145,Khonkaen
2020-07-02 06:00:00,2020-07-04 00:00:00,13.060485,Khonkaen
2020-07-02 06:00:00,2020-07-04 06:00:00,13.593166,Khonkaen
2020-07-02 06:00:00,2020-07-04 12:00:00,15.881144,Khonkaen
2020-07-02 06:00:00,2020-07-04 18:00:00,16.159576,Khonkaen
2020-07-02 06:00:00,2020-07-05 00:00:00,14.085169,Khonkaen
2020-07-02 06:00:00,2020-07-05 06:00:00,14.602112,Khonkaen
2020-07-02 12:00:00,2020-07-02 18:00:00,17.786322,Khonkaen
2020-07-02 12:00:00,2020-07-03 00:00:00,17.85989,Khonkaen
2020-07-02 12:00:00,2020-07-03 06:00:00,16.14625,Khonkaen
2020-07-02 12:00:00,2020-07-03 12:00:00,16.135742,Khonkaen
2020-07-02 12:00:00,2020-07-03 18:00:00,15.317807,Khonkaen
2020-07-02 12:00:00,2020-07-04 00:00:00,14.404448,Khonkaen
2020-07-02 12:00:00,2020-07-04 06:00:00,13.118531,Khonkaen
2020-07-02 12:00:00,2020-07-04 12:00:00,13.774557,Khonkaen
2020-07-02 12:00:00,2020-07-04 18:00:00,15.814138,Khonkaen
2020-07-02 12:00:00,2020-07-05 00:00:00,16.17579,Khonkaen
2020-07-02 12:00:00,2020-07-05 06:00:00,14.086927,Khonkaen
2020-07-02 12:00:00,2020-07-05 12:00:00,14.635242,Khonkaen
2020-07-02 18:00:00,2020-07-03 00:00:00,17.181622,Khonkaen
