,date_time,PM2.5,temp,wind speed,wind dir,lat,long
0,2020-07-01 00:00:00,5.0,28.5,47,270,12.671521,101.275875
1,2020-07-01 01:00:00,3.0,28.2,47,270,12.671521,101.275875
2,2020-07-01 02:00:00,2.0,28.2,41,260,12.671521,101.275875
3,2020-07-01 03:00:00,4.0,28.2,41,260,12.671521,101.275875
4,2020-07-01 04:00:00,3.0,27.8,46,260,12.671521,101.275875
5,2020-07-01 05:00:00,5.0,27.8,46,260,12.671521,101.275875
6,2020-07-01 06:00:00,3.0,27.8,46,260,12.671521,101.275875
7,2020-07-01 07:00:00,2.0,28.2,40,255,12.671521,101.275875
8,2020-07-01 08:00:00,7.0,28.2,40,255,12.671521,101.275875
9,2020-07-01 09:00:00,11.0,28.2,40,255,12.671521,101.275875
10,2020-07-01 10:00:00,10.0,29.6,38,250,12.671521,101.275875
11,2020-07-01 11:00:00,7.0,29.6,38,250,12.671521,101.275875
12,2020-07-01 12:00:00,8.0,29.6,38,250,12.671521,101.275875
13,2020-07-01 13:00:00,9.0,29.5,35,260,12.671521,101.275875
14,2020-07-01 14:00:00,8.0,29.5,35,260,12.671521,101.275875
15,2020-07-01 15:00:00,10.0,29.5,35,260,12.671521,101.275875
16,2020-07-01 16:00:00,8.0,29.3,36,270,12.671521,101.275875
17,2020-07-01 17:00:00,10.0,29.3,36,270,12.671521,101.275875
18,2020-07-01 18:00:00,8.0,29.3,36,270,12.671521,101.275875
19,2020-07-01 19:00:00,8.0,29.0,43,275,12.671521,101.275875
20,2020-07-01 20:00:00,10.0,29.0,43,275,12.671521,101.275875
21,2020-07-01 21:00:00,6.0,29.0,43,275,12.671521,101.275875
22,2020-07-01 22:00:00,5.0,28.8,50,280,12.671521,101.275875
23,2020-07-01 23:00:00,6.0,28.8,50,280,12.671521,101.275875
24,2020-07-02 00:00:00,6.0,28.8,50,280,12.671521,101.275875
25,2020-07-02 01:00:00,6.0,28.0,39,275,12.671521,101.275875
26,2020-07-02 02:00:00,4.0,28.0,39,275,12.671521,101.275875
27,2020-07-02 03:00:00,4.0,28.0,39,275,12.671521,101.275875
28,2020-07-02 04:00:00,4.0,28.1,36,270,12.671521,101.275875
29,2020-07-02 05:00:00,5.0,28.1,36,270,12.671521,101.275875
30,2020-07-02 06:00:00,2.0,28.1,36,270,12.671521,101.275875
31,2020-07-02 07:00:00,,28.5,32,260,12.671521,101.275875
32,2020-07-02 08:00:00,3.0,28.5,32,260,12.671521,101.275875
33,2020-07-02 09:00:00,7.0,28.5,32,260,12.671521,101.275875
34,2020-07-02 10:00:00,9.0,29.5,39,260,12.671521,101.275875
35,2020-07-02 11:00:00,6.0,29.5,39,260,12.671521,101.275875
36,2020-07-02 12:00:00,8.0,29.5,39,260,12.671521,101.275875
37,2020-07-02 13:00:00,10.0,28.9,33,260,12.671521,101.275875
38,2020-07-02 14:00:00,11.0,28.9,33,260,12.671521,101.275875
39,2020-07-02 15:00:00,10.0,28.9,33,260,12.671521,101.275875
40,2020-07-02 16:00:00,5.0,29.0,33,260,12.671521,101.275875
41,2020-07-02 17:00:00,5.0,29.0,41,255,12.671521,101.275875
42,2020-07-02 18:00:00,4.0,29.0,41,255,12.671521,101.275875
43,2020-07-02 19:00:00,5.0,28.7,39,265,12.671521,101.275875
44,2020-07-02 20:00:00,7.0,28.7,39,265,12.671521,101.275875
45,2020-07-02 21:00:00,9.0,28.7,39,265,12.671521,101.275875
46,2020-07-02 22:00:00,7.0,28.5,42,265,12.671521,101.275875
47,2020-07-02 23:00:00,5.0,28.5,42,265,12.671521,101.275875
48,2020-07-03 00:00:00,2.0,28.5,42,265,12.671521,101.275875
49,2020-07-03 01:00:00,4.0,28.0,35,280,12.671521,101.275875
50,2020-07-03 02:00:00,4.0,28.0,35,280,12.671521,101.275875
