date_time,PM2.5,temp,wind speed,wind dir
2020-07-01 00:00:00,2.0,25.9,41,250
2020-07-01 06:00:00,10.0,25.1,49,265
2020-07-01 12:00:00,5.0,28.7,61,260
2020-07-01 18:00:00,4.0,30.2,48,270
2020-07-02 00:00:00,2.0,26.2,43,280
2020-07-02 06:00:00,10.0,25.1,40,280
2020-07-02 12:00:00,9.0,30.1,40,275
2020-07-02 18:00:00,9.0,30.9,31,255
2020-07-03 00:00:00,7.0,25.4,36,255
2020-07-03 06:00:00,15.0,25.4,34,280
2020-07-03 12:00:00,20.0,28.5,34,265
2020-07-03 18:00:00,19.0,30.3,33,250
2020-07-04 00:00:00,5.0,24.9,46,250
2020-07-04 06:00:00,4.0,24.5,44,275
2020-07-04 12:00:00,20.0,25.8,30,260
2020-07-04 18:00:00,14.0,25.5,42,265
2020-07-05 00:00:00,20.0,24.4,47,255
2020-07-05 06:00:00,24.0,24.2,38,280
2020-07-05 12:00:00,22.0,28.6,45,270
2020-07-05 18:00:00,16.0,31.2,20,270
2020-07-06 00:00:00,,25.8,20,260
2020-07-06 06:00:00,14.0,24.5,22,305
2020-07-06 12:00:00,20.0,29.7,21,355
2020-07-06 18:00:00,18.0,33.0,4,305
2020-07-07 00:00:00,9.0,26.7,6,10
2020-07-07 06:00:00,21.0,25.1,11,170
2020-07-07 12:00:00,24.0,30.4,10,155
2020-07-07 18:00:00,17.0,31.9,17,165
2020-07-08 00:00:00,10.0,26.3,26,155
2020-07-08 06:00:00,20.0,24.9,19,160
2020-07-08 12:00:00,14.0,30.3,19,190
2020-07-08 18:00:00,12.0,31.9,15,200
2020-07-09 00:00:00,9.0,26.7,22,190
2020-07-09 06:00:00,7.0,25.4,18,225
2020-07-09 12:00:00,11.0,30.0,18,225
2020-07-09 18:00:00,15.0,32.5,20,250
2020-07-10 00:00:00,8.0,27.4,23,240
2020-07-10 06:00:00,1.0,25.9,22,235
2020-07-10 12:00:00,9.0,30.6,20,255
2020-07-10 18:00:00,22.0,34.2,16,255
2020-07-11 00:00:00,2.0,27.5,32,235
2020-07-11 06:00:00,8.0,26.0,17,220
2020-07-11 12:00:00,9.0,30.3,17,280
2020-07-11 18:00:00,26.0,33.1,10,270
2020-07-12 00:00:00,13.0,28.2,15,270
2020-07-12 06:00:00,10.0,25.6,13,230
2020-07-12 12:00:00,12.0,30.0,14,235
2020-07-12 18:00:00,11.0,32.7,13,235
2020-07-13 00:00:00,3.0,26.9,14,245
2020-07-13 06:00:00,1.0,25.6,21,210
2020-07-13 12:00:00,6.0,29.5,21,240
2020-07-13 18:00:00,14.0,29.5,14,250
2020-07-14 00:00:00,,24.7,21,220
2020-07-14 06:00:00,11.0,24.9,23,240
2020-07-14 12:00:00,12.0,26.2,19,250
2020-07-14 18:00:00,6.0,29.9,11,280
2020-07-15 00:00:00,,26.3,13,265
2020-07-15 06:00:00,23.0,24.6,14,260
2020-07-15 12:00:00,14.0,27.1,11,270
2020-07-15 18:00:00,12.0,32.1,14,230
2020-07-16 00:00:00,,27.1,12,215
2020-07-16 06:00:00,15.0,25.0,18,225
2020-07-16 12:00:00,11.0,29.9,13,225
2020-07-16 18:00:00,10.0,33.0,19,215
2020-07-17 00:00:00,,25.7,31,220
2020-07-17 06:00:00,17.0,24.8,22,220
2020-07-17 12:00:00,12.0,30.3,21,200
2020-07-17 18:00:00,16.0,32.5,20,220
2020-07-18 00:00:00,11.0,27.8,22,235
2020-07-18 06:00:00,58.0,25.4,12,185
2020-07-18 12:00:00,21.0,31.0,11,240
2020-07-18 18:00:00,18.0,33.0,17,215
2020-07-19 00:00:00,,27.1,11,285
2020-07-19 06:00:00,40.0,25.4,12,220
2020-07-19 12:00:00,21.0,31.2,10,215
2020-07-19 18:00:00,19.0,33.6,11,230
2020-07-20 00:00:00,6.0,28.0,20,280
2020-07-20 06:00:00,36.0,25.9,7,265
2020-07-20 12:00:00,28.0,31.0,3,265
2020-07-20 18:00:00,6.0,33.5,10,250
2020-07-21 00:00:00,10.0,27.0,5,195
2020-07-21 06:00:00,41.0,25.1,6,265
2020-07-21 12:00:00,20.0,30.1,2,95
2020-07-21 18:00:00,28.0,31.6,5,185
2020-07-22 00:00:00,11.0,25.8,10,160
2020-07-22 06:00:00,25.0,24.4,13,225
2020-07-22 12:00:00,28.0,30.0,11,155
2020-07-22 18:00:00,2.0,32.8,15,165
2020-07-23 00:00:00,18.0,26.9,14,170
2020-07-23 06:00:00,21.0,25.3,15,195
2020-07-23 12:00:00,18.0,30.8,15,190
2020-07-23 18:00:00,15.0,33.4,7,185
2020-07-24 00:00:00,7.0,27.6,3,160
2020-07-24 06:00:00,34.0,25.4,8,150
2020-07-24 12:00:00,22.0,30.1,11,140
2020-07-24 18:00:00,31.0,32.7,3,175
2020-07-25 00:00:00,13.0,26.8,9,95
2020-07-25 06:00:00,37.0,25.3,6,140
2020-07-25 12:00:00,23.0,31.1,13,80
2020-07-25 18:00:00,19.0,31.7,3,145
2020-07-26 00:00:00,26.0,26.5,12,135
2020-07-26 06:00:00,44.0,25.2,16,185
2020-07-26 12:00:00,15.0,30.5,18,195
2020-07-26 18:00:00,14.0,33.0,16,205
2020-07-27 00:00:00,,27.2,15,205
2020-07-27 06:00:00,35.0,25.5,14,190
2020-07-27 12:00:00,15.0,30.5,17,205
2020-07-27 18:00:00,23.0,32.9,17,210
2020-07-28 00:00:00,4.0,27.3,15,220
2020-07-28 06:00:00,20.0,25.8,10,210
2020-07-28 12:00:00,15.0,30.5,9,190
2020-07-28 18:00:00,18.0,33.5,11,235
2020-07-29 00:00:00,4.0,28.0,22,255
2020-07-29 06:00:00,22.0,25.2,16,260
2020-07-29 12:00:00,13.0,29.9,23,300
2020-07-29 18:00:00,19.0,32.3,21,275
2020-07-30 00:00:00,16.0,26.1,33,290
2020-07-30 06:00:00,26.0,25.3,40,280
2020-07-30 12:00:00,14.0,29.8,28,270
2020-07-30 18:00:00,17.0,33.7,21,275
2020-07-31 00:00:00,,27.4,23,265
2020-07-31 06:00:00,17.0,25.3,23,255
2020-07-31 12:00:00,18.0,30.4,25,275
2020-07-31 18:00:00,12.0,33.8,20,260
2020-08-01 00:00:00,8.0,28.2,28,255
2020-08-01 06:00:00,12.0,26.0,36,275
2020-08-01 12:00:00,12.0,25.9,34,265
2020-08-01 18:00:00,8.0,30.4,38,270
2020-08-02 00:00:00,,26.3,53,265
2020-08-02 06:00:00,11.0,25.2,66,270
2020-08-02 12:00:00,6.0,25.5,60,260
2020-08-02 18:00:00,7.0,25.8,54,275
2020-08-03 00:00:00,8.0,24.8,55,255
2020-08-03 06:00:00,6.0,24.4,71,260
2020-08-03 12:00:00,11.0,27.0,74,245
2020-08-03 18:00:00,11.0,29.1,58,235
2020-08-04 00:00:00,3.0,26.1,63,235
2020-08-04 06:00:00,5.0,25.5,70,240
2020-08-04 12:00:00,11.0,29.6,57,245
2020-08-04 18:00:00,10.0,29.3,53,235
2020-08-05 00:00:00,3.0,25.5,55,250
2020-08-05 06:00:00,7.0,24.7,64,255
2020-08-05 12:00:00,3.0,27.1,51,245
2020-08-05 18:00:00,6.0,26.6,39,260
2020-08-06 00:00:00,29.0,25.4,30,270
2020-08-06 06:00:00,17.0,24.8,30,285
2020-08-06 12:00:00,15.0,26.6,21,285
2020-08-06 18:00:00,31.0,30.8,26,285
2020-08-07 00:00:00,2.0,26.4,19,260
2020-08-07 06:00:00,20.0,24.9,25,280
2020-08-07 12:00:00,12.0,26.7,17,260
2020-08-07 18:00:00,27.0,29.0,21,275
2020-08-08 00:00:00,34.0,25.5,28,270
2020-08-08 06:00:00,9.0,24.5,20,275
2020-08-08 12:00:00,14.0,29.7,20,270
2020-08-08 18:00:00,19.0,31.7,20,240
2020-08-09 00:00:00,7.0,26.0,27,230
2020-08-09 06:00:00,,25.4,24,250
2020-08-09 12:00:00,20.0,29.5,27,230
2020-08-09 18:00:00,19.0,31.5,27,235
2020-08-10 00:00:00,,26.7,28,235
2020-08-10 06:00:00,6.0,25.9,31,250
2020-08-10 12:00:00,10.0,29.8,36,250
2020-08-10 18:00:00,23.0,31.0,37,275
2020-08-11 00:00:00,12.0,26.8,37,265
2020-08-11 06:00:00,31.0,25.4,38,270
2020-08-11 12:00:00,14.0,29.7,40,260
2020-08-11 18:00:00,18.0,31.7,34,260
2020-08-12 00:00:00,7.0,26.5,32,270
2020-08-12 06:00:00,13.0,25.7,30,260
2020-08-12 12:00:00,10.0,29.0,28,250
2020-08-12 18:00:00,16.0,30.1,33,220
2020-08-13 00:00:00,2.0,26.5,31,230
2020-08-13 06:00:00,5.0,24.3,30,250
2020-08-13 12:00:00,11.0,25.9,32,250
2020-08-13 18:00:00,21.0,27.4,39,235
2020-08-14 00:00:00,2.0,24.7,41,250
2020-08-14 06:00:00,7.0,23.7,39,270
2020-08-14 12:00:00,23.0,28.3,41,250
2020-08-14 18:00:00,30.0,28.5,44,245
2020-08-15 00:00:00,13.0,24.1,41,255
2020-08-15 06:00:00,6.0,23.9,40,255
2020-08-15 12:00:00,17.0,24.4,39,250
2020-08-15 18:00:00,24.0,24.5,38,270
2020-08-16 00:00:00,22.0,24.1,38,270
2020-08-16 06:00:00,16.0,24.1,33,265
2020-08-16 12:00:00,12.0,26.9,30,270
2020-08-16 18:00:00,25.0,25.1,22,290
2020-08-17 00:00:00,8.0,25.0,21,260
2020-08-17 06:00:00,29.0,24.1,25,260
2020-08-17 12:00:00,14.0,28.5,27,255
2020-08-17 18:00:00,35.0,32.0,23,255
2020-08-18 00:00:00,14.0,26.2,23,270
2020-08-18 06:00:00,23.0,24.9,17,270
2020-08-18 12:00:00,15.0,29.1,24,260
2020-08-18 18:00:00,41.0,31.8,22,265
2020-08-19 00:00:00,12.0,26.2,26,245
2020-08-19 06:00:00,41.0,23.3,25,265
2020-08-19 12:00:00,10.0,26.1,18,280
2020-08-19 18:00:00,21.0,30.8,18,250
2020-08-20 00:00:00,35.0,26.0,22,270
2020-08-20 06:00:00,28.0,24.7,14,250
2020-08-20 12:00:00,18.0,27.8,19,260
2020-08-20 18:00:00,43.0,31.0,22,250
2020-08-21 00:00:00,35.0,26.7,26,280
2020-08-21 06:00:00,41.0,24.4,25,265
2020-08-21 12:00:00,15.0,28.0,25,280
2020-08-21 18:00:00,18.0,29.0,26,280
2020-08-22 00:00:00,16.0,25.2,30,265
2020-08-22 06:00:00,27.0,24.3,22,260
2020-08-22 12:00:00,15.0,28.5,21,235
2020-08-22 18:00:00,13.0,30.4,23,265
2020-08-23 00:00:00,10.0,26.0,16,285
2020-08-23 06:00:00,17.0,24.6,19,235
2020-08-23 12:00:00,2.0,29.3,36,240
2020-08-23 18:00:00,16.0,30.5,36,245
2020-08-24 00:00:00,15.0,25.3,28,245
2020-08-24 06:00:00,15.0,23.9,22,265
2020-08-24 12:00:00,4.0,28.7,26,270
2020-08-24 18:00:00,42.0,31.6,25,255
2020-08-25 00:00:00,46.0,26.7,31,265
2020-08-25 06:00:00,20.0,24.9,23,265
2020-08-25 12:00:00,24.0,29.6,26,275
2020-08-25 18:00:00,37.0,32.9,17,260
2020-08-26 00:00:00,48.0,26.9,28,265
2020-08-26 06:00:00,38.0,25.0,27,260
2020-08-26 12:00:00,12.0,29.9,26,270
2020-08-26 18:00:00,18.0,33.6,20,270
2020-08-27 00:00:00,34.0,26.8,33,255
2020-08-27 06:00:00,20.0,24.6,24,265
2020-08-27 12:00:00,13.0,28.9,25,310
2020-08-27 18:00:00,28.0,30.1,23,295
2020-08-28 00:00:00,17.0,26.4,26,280
2020-08-28 06:00:00,34.0,25.0,25,270
2020-08-28 12:00:00,14.0,27.5,22,295
2020-08-28 18:00:00,8.0,30.3,23,270
2020-08-29 00:00:00,13.0,24.7,13,280
2020-08-29 06:00:00,35.0,23.9,6,360
2020-08-29 12:00:00,14.0,29.0,5,355
2020-08-29 18:00:00,35.0,32.5,5,295
2020-08-30 00:00:00,18.0,26.6,4,220
2020-08-30 06:00:00,49.0,24.8,3,50
2020-08-30 12:00:00,13.0,30.2,6,90
2020-08-30 18:00:00,26.0,32.4,3,220
2020-08-31 00:00:00,10.0,26.5,6,120
2020-08-31 06:00:00,19.0,24.7,4,100
2020-08-31 12:00:00,15.0,30.2,10,125
2020-08-31 18:00:00,29.0,32.3,3,105
2020-09-01 00:00:00,23.0,25.9,7,115
2020-09-01 06:00:00,23.0,24.8,9,160
2020-09-01 12:00:00,19.0,25.3,10,215
2020-09-01 18:00:00,17.0,29.6,8,225
2020-09-02 00:00:00,13.0,26.1,7,205
2020-09-02 06:00:00,16.0,24.8,16,250
2020-09-02 12:00:00,21.0,29.8,20,270
2020-09-02 18:00:00,21.0,32.4,13,305
2020-09-03 00:00:00,23.0,27.4,19,285
2020-09-03 06:00:00,20.0,24.9,17,310
2020-09-03 12:00:00,18.0,30.1,10,355
2020-09-03 18:00:00,23.0,32.7,6,40
2020-09-04 00:00:00,34.0,27.9,8,80
2020-09-04 06:00:00,36.0,25.0,2,130
2020-09-04 12:00:00,38.0,30.6,11,100
2020-09-04 18:00:00,39.0,32.8,2,175
2020-09-05 00:00:00,30.0,27.1,7,130
2020-09-05 06:00:00,31.0,25.4,6,170
2020-09-05 12:00:00,30.0,30.1,10,160
2020-09-05 18:00:00,26.0,32.0,12,210
2020-09-06 00:00:00,22.0,26.9,20,215
2020-09-06 06:00:00,20.0,25.5,18,220
2020-09-06 12:00:00,,30.4,20,245
2020-09-06 18:00:00,,32.4,25,240
2020-09-07 00:00:00,,26.5,27,225
2020-09-07 06:00:00,11.0,25.4,28,260
2020-09-07 12:00:00,11.0,29.8,29,260
2020-09-07 18:00:00,12.0,32.6,22,265
2020-09-08 00:00:00,,26.9,25,270
2020-09-08 06:00:00,11.0,25.5,16,245
2020-09-08 12:00:00,13.0,30.2,16,205
2020-09-08 18:00:00,13.0,32.0,16,205
2020-09-09 00:00:00,15.0,26.7,16,230
2020-09-09 06:00:00,15.0,25.2,14,245
2020-09-09 12:00:00,20.0,30.2,5,180
2020-09-09 18:00:00,21.0,31.7,14,195
2020-09-10 00:00:00,20.0,26.7,14,190
2020-09-10 06:00:00,22.0,25.8,14,200
2020-09-10 12:00:00,19.0,30.0,7,190
2020-09-10 18:00:00,19.0,32.6,4,160
2020-09-11 00:00:00,22.0,27.3,20,190
2020-09-11 06:00:00,22.0,25.6,19,215
2020-09-11 12:00:00,22.0,28.3,11,180
2020-09-11 18:00:00,23.0,32.9,9,180
2020-09-12 00:00:00,25.0,26.9,12,160
2020-09-12 06:00:00,21.0,25.1,11,180
2020-09-12 12:00:00,24.0,30.4,9,165
2020-09-12 18:00:00,23.0,32.6,7,140
2020-09-13 00:00:00,22.0,26.7,8,180
2020-09-13 06:00:00,24.0,25.1,10,160
2020-09-13 12:00:00,21.0,30.5,9,170
2020-09-13 18:00:00,20.0,31.8,8,210
2020-09-14 00:00:00,19.0,26.8,5,175
2020-09-14 06:00:00,18.0,25.0,1,190
2020-09-14 12:00:00,20.0,30.3,9,65
2020-09-14 18:00:00,21.0,32.2,5,215
2020-09-15 00:00:00,26.0,26.4,7,150
2020-09-15 06:00:00,27.0,25.0,10,230
2020-09-15 12:00:00,30.0,30.3,2,230
